Gene	ATAC_seq_peak_signal	TSG	OG	NG
RALY	120.1207958	0	0	0
DMTF1	107.5396366	0	0	0
TMPO	63.15865987	0	0	0
LBH	50.82789836	0	0	0
SH2B3	69.64799616	1	0	0
CAMSAP1L1	5.331083374	0	0	0
TGOLN2	50.54145934	0	0	0
TRIP12	36.88200167	0	0	0
EZR	36.25651413	0	0	0
PCMTD1	113.3013136	0	0	0
USP22	226.1493257	0	0	0
FAM129B	45.16164049	0	0	0
CKS1B	170.613349	0	0	0
GOLPH3	47.21771206	0	0	0
ZCCHC3	24.46173998	0	0	0
PDLIM5	62.11679026	0	0	0
CAPRIN1	40.10082701	0	0	0
DUSP14	43.28185781	0	0	0
CDKN2A	32.30839621	1	0	0
SLC16A3	40.39216948	0	0	0
BSG	60.94963235	0	0	0
SMG7	83.15429738	0	0	0
ELOVL6	21.41004319	0	0	0
TMED5	100.4083201	0	0	0
ZNF436	85.8595846	0	0	0
TXN	48.06906406	0	0	0
SRRM2	73.73273134	0	0	0
MAGI2	53.47375332	0	0	0
ASF1A	49.85885105	0	0	0
HNRPLL	61.07429727	0	0	0
KIF5B	53.73724364	0	0	0
SMARCD3	27.28725198	0	0	0
SMEK1	93.6014833	0	0	0
RHOB	89.47394414	0	0	0
SET	68.98819333	0	1	0
TNIK	54.86449147	0	0	0
MECOM	48.38312216	0	1	0
KCTD15	31.54521383	0	0	1
RAB30	97.69047792	0	0	0
AMIGO2	21.32484833	0	0	0
TBC1D2	60.66874414	0	0	0
PRDM1	27.300339	1	0	0
KIF13A	52.9347202	0	0	0
TARS	207.2677232	0	0	0
FADS2	61.56588806	0	0	0
MORF4L1	61.16381366	0	0	0
DCN	11.33994942	0	0	0
CHST11	47.25108314	0	1	0
CNBP	111.8455546	1	0	0
PSME4	48.83129592	0	0	0
SPEN	142.8097821	1	0	0
HIPK2	24.5545131	0	0	0
CGGBP1	96.75193343	0	0	0
IRF2	46.41514698	0	0	0
UBQLN2	18.15677323	0	0	0
CDK12	146.838344	1	0	0
SIX4	22.69162082	0	0	0
LUC7L2	99.69063416	0	0	0
SIX5	72.07807558	0	0	0
FERMT2	38.85491681	0	0	0
PTRF	37.41103791	0	0	0
NAV1	23.75136794	0	0	0
MAZ	93.74779369	0	0	0
WLS	26.13373078	0	0	0
NOTCH2NL	16.83267088	0	0	0
TOP1	82.6182882	0	0	0
FAM36A	12.44874643	0	0	0
TPBG	16.99492673	0	0	0
FOSB	42.63135207	0	0	0
COL5A1	51.38120837	0	0	0
RBM14	128.7196974	0	0	0
CHIC2	421.4293479	0	0	0
AX747619	11.80038061	0	0	0
SMURF2	26.67975383	0	0	0
FBXW7	63.94416211	1	0	0
EIF4G1	84.33204425	0	0	0
AXIN2	49.34123665	1	0	0
UNC5B	31.19665926	0	0	0
SNRPD3	113.7912592	0	0	0
RREB1	25.21921139	0	0	0
BCR	45.28012889	0	0	0
WASL	55.81435818	0	0	0
SOBP	28.37514827	0	0	0
MAP3K14	129.7095046	0	0	0
FBRS	129.7095046	0	0	0
CHMP1B	49.50234476	0	0	0
PRPF38B	55.39345777	0	0	0
ANXA11	61.40853088	0	0	0
GCLC	113.6682285	0	0	0
WAC	68.98819333	0	0	0
ANKRD12	93.13662988	0	0	0
ITM2B	42.85664239	0	0	0
ADH5	37.83823317	0	0	0
PJA2	104.8699344	0	0	0
CHD1	80.55126321	0	0	0
CNOT6L	49.94487671	0	0	0
TMEM2	73.35298989	0	0	0
TUBB6	23.90646364	0	0	0
HTR1B	16.72017051	0	0	0
BASP1	22.88213621	0	0	1
GDNF	61.99704852	0	0	0
USP53	79.32641707	0	0	0
RBMS1	23.15558216	0	0	0
CLASP1	67.44223344	0	0	0
ZNF207	70.14222214	0	0	0
CAND1	189.4312345	0	0	0
USP1	74.35500477	0	0	0
GOLIM4	98.50976377	0	0	0
ASH1L	89.30898144	0	0	0
MYL12B	42.86153155	0	0	0
SUGT1	95.78842713	0	0	0
LEPRE1	71.60080652	0	0	0
HOXA9	43.38694414	1	1	0
MAN2A1	81.77229195	0	0	0
SH3BP4	33.34389433	0	0	0
CIRBP	105.886397	0	0	0
PTP4A1	96.24344256	0	0	0
LOXL1	19.36727029	0	0	0
FAM20C	51.07907208	0	0	0
SETD2	43.23386096	1	0	0
SKA2	137.018718	0	0	0
UBE2E3	33.70009126	0	0	0
CUL1	34.45234158	0	0	0
ZBTB5	109.3684933	0	0	0
LRRC1	169.9913655	0	0	0
RCOR3	91.65960014	0	0	0
CTTNBP2NL	44.0154064	0	0	0
FHL2	37.73194948	0	0	0
ILF3	121.742833	0	0	0
LRRFIP2	65.68884877	0	0	0
LPAR1	19.52712626	0	0	0
SLC25A28	89.47040623	0	0	0
ATXN2L	66.79014182	0	0	0
CENPN	92.56002642	0	0	0
MICB	25.73217211	0	0	0
DRAP1	94.44111709	0	0	1
GTF2I	156.8976567	0	0	0
FLI1	9.385272825	0	1	0
DNMBP	31.75693585	0	0	0
TBCC	120.8689273	0	0	0
PYGB	58.1617243	0	0	0
RFX3	67.44245251	0	0	0
ARPC2	33.57591138	0	0	0
MAGI1	45.14621042	0	0	0
KLF5	143.6193002	0	0	0
ITGA5	44.11556143	0	0	0
HSPH1	79.02829429	0	0	0
PLXND1	45.69382706	0	0	0
CEP57	106.384335	0	0	0
USO1	86.7451884	0	0	0
NFKB2	74.23214683	1	1	0
SCARB2	47.80852341	0	0	0
DPF3	38.83516443	0	0	0
PPM1B	137.8353237	0	0	0
PIK3R3	96.21926452	0	0	0
SERTAD1	114.5176176	0	0	0
RSBN1L	185.3417432	0	0	0
ROCK2	30.28136028	0	0	0
SMCHD1	143.082488	0	0	0
SEC31A	94.97830064	0	0	0
GZF1	123.4870934	0	0	0
SLC33A1	117.9119675	0	0	0
BAMBI	73.48821906	0	0	0
FNDC3A	50.79010178	0	0	0
HOMER1	40.88254024	0	0	0
ORC4	93.2534773	0	0	0
COL8A1	16.55718221	0	0	0
KPNA4	112.9968437	0	0	0
PTPRK	36.79609561	1	0	0
AP2S1	48.54465041	0	0	0
PIM3	57.89657163	0	0	0
RAP2C	23.78137109	0	0	0
ADAM10	76.99462154	0	0	0
SNX5	90.38694324	0	0	0
C20ORF72	5.514676389	0	0	0
ARHGAP29	42.33852566	0	0	0
C1ORF9	11.54159177	0	0	0
FBXO30	64.8854709	0	0	0
STK35	53.73724364	0	0	0
PATZ1	33.63343511	1	0	0
EPHB4	49.2811259	0	0	0
KIF11	38.13748065	0	0	0
ZHX1	126.2268869	0	0	0
SLMAP	101.4921686	0	0	0
NEK6	21.5909191	0	0	0
PRKCA	24.83046734	0	0	0
PSMA3	50.57258417	0	0	0
TMEM47	24.14274422	0	0	0
SRSF1	73.35298989	0	0	0
RASAL2	60.35715292	0	0	0
PRKAB2	171.9129625	0	0	0
SEMA6A	85.9953297	0	0	0
SRP54	69.53089791	0	0	0
MVP	32.96518065	0	0	0
PURA	52.18072749	0	0	0
HS6ST1	31.01980815	0	0	0
EGR2	61.9220657	0	0	0
JMY	35.99123196	0	0	0
SCAND2	29.98364398	0	0	0
STK24	81.71764709	0	0	0
PTPN13	69.78100252	1	0	0
SMC5	71.60080652	0	0	0
VAPA	91.30177661	0	0	0
GSK3A	100.1827758	0	0	0
RNF44	92.13368737	0	0	0
GNG5	88.56251548	0	0	0
HSP90AB1	228.6474054	0	0	0
C14ORF135	22.18023652	0	0	0
MMP14	25.19244374	0	0	0
FBXL5	56.55871457	0	0	0
LMNB1	91.710584	0	0	0
FRAT2	48.29817162	0	0	0
REL	129.5689949	0	1	0
STUB1	57.77510152	0	0	0
APBB2	49.75681413	0	0	0
PLEKHO1	24.91735976	0	0	0
HOXA10	39.20266214	0	0	0
ARL4A	159.4239568	0	0	0
TMBIM1	79.76669509	0	0	1
PPP2R5A	164.9468346	0	0	0
FBXL19	103.1354447	0	0	0
ARIH1	112.1166316	0	0	0
PTPN21	17.5080299	0	0	0
MTA2	58.98899742	0	0	0
HOXB5	17.76262317	0	0	0
ASNA1	65.75736644	0	0	0
RXRA	29.80430397	0	0	0
SPATS2L	35.04396277	0	0	1
DLG1	72.61440915	0	0	0
RAB33B	69.67840878	0	0	0
RAB2A	86.00709461	0	0	0
TP53INP1	79.81511567	0	0	0
ZBED5	149.0994812	0	0	1
MMP16	31.0531609	0	0	0
MPZL1	169.315231	0	0	0
LEMD3	65.03094235	0	0	0
SLC39A10	76.04203057	0	0	0
VEGFC	13.889118	0	0	0
TRIM52	46.41514698	0	0	0
WDR74	127.650141	0	0	0
VCL	96.39031598	0	0	0
S100A16	76.85325735	0	0	0
SHC1	170.613349	0	0	0
ZNF217	205.663867	0	0	0
TPM1	51.0372753	0	0	0
PRRT2	58.42459955	0	0	1
COL5A2	18.35553571	0	0	0
ZMYM2	112.8366151	0	0	0
MTDH	55.13395152	0	0	0
CCNK	145.5430048	0	0	0
SRGAP1	53.99994561	0	0	0
RPS6	54.59013096	0	0	0
HOXB3	22.67054368	0	0	0
MLEC	98.08242636	0	0	0
FGF2	19.44477365	0	0	0
FOXL1	18.82033781	0	0	0
MZF1	88.61728042	0	0	0
ANXA1	20.99869218	0	0	0
SEPT7	106.8197541	0	0	0
GULP1	77.09043808	0	0	0
FGF9	29.09039531	0	0	0
ZCCHC6	62.58495622	0	0	0
MMP17	16.41152333	0	0	0
HECTD1	94.05296767	0	0	0
SH3GLB1	56.51063303	0	0	0
NAV2	55.82264665	0	0	0
CDC37	65.82456642	0	0	0
TOPORS	65.56177428	0	0	0
B2M	57.43244596	1	0	0
SEC22B	35.45205714	0	0	0
WDR82	49.19195343	0	0	0
SLC7A5P1	24.58830973	0	0	0
TRIM25	57.53185739	0	0	0
SLFN5	52.51424805	0	0	0
SSBP3	44.86563284	0	0	0
FBN2	30.30915876	0	0	0
PTGER2	53.84989536	0	0	0
STARD7	86.00709461	0	0	0
SOCS1	53.73724364	1	0	0
CTGF	38.06414613	0	0	0
RCOR1	100.3467703	0	0	0
SOCS5	113.9635867	0	0	0
ANKRD11	139.8713226	0	0	0
C7ORF58	4.259836645	0	0	0
APP	29.99872698	0	0	0
FAM198B	23.1318781	0	0	1
ZMYM5	114.0899027	0	0	0
MLL3	3.989077899	0	0	0
USP24	41.66115056	0	0	0
CTIF	42.80369878	0	0	0
WWC2	38.37612234	0	0	0
CDH2	31.05041222	0	0	0
KDM2A	523.3134908	0	0	0
NCBP1	75.95228877	0	0	0
GLI1	47.20481278	0	1	0
CLIC4	100.8917956	0	0	0
MAP3K5	57.33742114	0	0	0
LENG8	68.98819333	0	0	1
STX10	61.26802883	0	0	1
IER2	80.27987701	0	0	0
ELK3	37.03466911	0	0	0
SERTAD2	190.6834215	0	0	0
KIAA0247	44.02475241	0	0	0
RPL37	61.83952653	0	0	0
CLTA	84.34776015	0	0	0
BMP2K	38.55323119	0	0	0
COX6B1	58.62194282	0	0	0
CCNY	30.55386977	0	0	0
NRG1	35.0231276	1	0	0
ANTXR2	29.05263193	0	0	0
PCDH9	78.4250574	0	0	0
MAGI3	67.21888784	0	0	0
PRR12	44.09885204	0	0	1
MRC2	22.21717889	0	0	0
TAB2	38.5886889	0	0	0
HNRNPC	120.2055378	0	0	0
PAPD5	49.64225176	0	0	0
NACA	92.27712211	0	0	0
AZIN1	110.8051208	0	0	0
RHOC	46.11144413	0	0	0
AHDC1	43.29932781	0	0	0
TRAF4	97.56800395	0	0	0
UBR5	104.8256901	1	0	0
PHLPP1	101.9235337	0	0	0
RALA	60.58071767	0	0	0
LRRFIP1	52.09132392	0	0	0
BMP2	14.98627694	0	0	0
SEMA3A	17.76506859	0	0	0
CDV3	166.524155	0	0	0
STAG1	165.5279054	1	0	0
RAPH1	41.57208723	0	0	0
TNKS2	30.58224137	0	0	0
OSMR	54.69959351	0	0	0
TBC1D10B	124.667825	0	0	0
NPR3	46.11345014	0	0	0
SSH1	44.81862782	0	0	0
EIF4A1	130.3128875	0	0	0
FBXW11	67.25709173	0	0	0
PIP5K1A	63.47910595	0	0	0
RIPK2	55.94566289	0	0	0
SEMA4C	30.98667401	0	0	0
PPP1CC	43.81455342	0	0	0
TAF8	60.96923996	0	0	0
ZHX2	45.24710587	0	0	0
ARHGAP10	23.69066831	0	0	0
NUCKS1	73.51809842	0	0	0
SETD7	27.01708402	0	0	0
MMS19	96.79691258	0	0	0
ABL1	83.8139928	0	1	0
FIGN	16.74459326	0	0	0
RAB35	59.57753323	0	0	1
ACIN1	118.9979484	0	0	0
KIAA1967	45.94494196	0	0	0
HBP1	222.52279	0	0	0
RBM26	31.53185553	0	0	0
AZI2	74.23214683	0	0	1
TMEM50A	31.61779703	0	0	1
BICC1	25.76156816	0	0	0
ETNK1	257.2799791	1	0	0
UGDH	95.21542107	0	0	0
SKP1	38.95024042	0	0	0
RPL23	54.1674304	0	0	0
EGLN2	101.0093613	0	0	0
CAPZB	81.23824235	0	0	0
HDGFRP2	122.6707781	0	0	0
HERC4	44.02475241	0	0	0
C4ORF34	72.31932382	0	0	0
INPPL1	74.88249442	0	0	0
RAP1B	226.5454962	0	0	0
MEGF9	78.6579599	0	0	0
TNRC6B	109.8511391	0	0	0
SMURF1	29.2502516	0	0	0
LARGE	66.86208067	0	0	1
INTS6	96.29919026	0	0	0
PABPC4	64.01665939	0	0	0
SPTBN1	43.2383307	0	0	0
FSTL1	38.68545864	0	0	0
PSMB3	115.3518314	0	0	0
RFWD2	65.84029209	0	0	0
NCOA2	113.2106641	0	1	0
VPS37B	22.39799759	0	0	0
SESN3	124.3258638	0	0	0
LBR	102.8077467	0	0	0
MARK3	73.37356804	0	0	0
LIMD1	30.20872233	0	0	0
CAPN2	62.12562195	0	0	0
UBE2R2	78.2854514	0	0	0
HNRNPA3	109.2812399	0	0	0
PAFAH1B1	52.59267753	0	0	0
PAPPA	8.780258156	0	0	0
DDR2	18.683945	0	1	0
PPIA	85.20359015	0	0	0
PDE8A	49.47156577	0	0	0
TOP2B	62.23526421	0	0	0
TRNP1	50.16657177	0	0	0
FRAS1	25.78719677	0	0	0
PCGF2	87.08708785	0	0	0
MEX3A	47.27062774	0	0	0
VAV2	33.67320011	0	0	0
CDC42EP2	42.62621425	0	0	0
GLCCI1	100.9844889	0	0	0
YWHAQ	109.0356968	0	0	0
MAPK6	48.83129592	0	0	0
NDRG1	137.1615396	1	0	0
APPBP2	50.46975474	0	0	0
ARPC5L	77.95700225	0	0	0
PKN2	70.74588064	0	0	0
PHLDB2	30.17572657	0	0	0
PCSK5	40.53627214	0	0	0
C11ORF95	18.99131782	0	0	0
PIK3CA	111.8327936	0	1	0
FRYL	72.36806423	0	0	0
CLDND2	86.65141062	0	0	1
SPAG4	133.1904846	0	0	0
PDZRN3	44.0298263	0	0	1
COL6A1	19.44968551	0	0	1
PHF13	110.7232191	0	0	0
BAZ1A	24.56610728	1	0	0
DSP	59.68385755	0	0	0
TIAL1	65.52774857	0	0	0
TANC1	45.35529795	0	0	0
ADAMTS5	14.50429993	0	0	1
NLGN1	51.74172988	0	0	0
SFMBT2	23.58289446	0	0	0
YTHDF3	119.0503278	0	0	0
HIAT1	59.13181543	0	0	1
UHRF2	59.01904272	0	0	0
GNB1	37.01873018	0	0	0
GNAI2	94.05661832	0	0	0
EIF3A	52.99772329	0	0	0
SOLH	61.11830972	0	0	1
NCKAP1	44.17210775	0	0	0
TCF12	40.53265562	0	0	0
ZFAND3	87.6529578	0	0	0
ZNF238	8.604343237	0	0	0
CNN2	39.0456177	0	0	0
EGFR	901.6492356	0	1	0
ROD1	77.44313981	0	0	0
SF3B1	66.70550634	0	1	0
PVRL1	28.66023213	0	0	0
UACA	95.11847859	0	0	0
RASA3	28.05650361	0	0	0
RPL13	56.91938808	0	0	0
GRK5	66.3948107	0	0	0
KIAA1033	59.02224249	0	0	0
PSD	60.36851662	0	0	0
PXN	32.00019542	0	0	0
CCDC88A	42.46402545	0	0	0
HP1BP3	62.96786439	0	0	0
SPAG7	244.335232	0	0	0
USP32	111.4575682	0	0	0
BTG2	96.68726476	0	0	0
DNAJA1	87.84497482	0	0	0
EHBP1	214.5613819	0	0	0
ANP32E	155.9401387	0	0	0
RSF1	198.9641048	0	0	0
CDKN2D	107.0930002	0	0	0
WARS	47.19175097	0	0	0
SMIM3	42.7997555	0	0	0
ZNF706	129.8739853	0	0	0
DCAF5	38.55323119	0	0	0
KHDRBS1	75.26260155	0	0	0
TET2	31.9150845	1	0	0
SLC16A2	22.78165016	0	0	0
SIRPA	16.75596699	1	0	0
TUBGCP6	69.54532107	0	0	0
IGFBP5	22.07629997	0	0	0
NFATC4	65.01779703	0	0	0
RPS6KA3	43.35581659	0	0	0
CKAP4	24.81760816	0	0	0
TSPAN14	87.64378427	0	0	0
SRP72	32.34645728	0	0	0
UBA5	39.12220753	0	0	0
ASXL1	57.47303798	1	0	0
GALNT4	36.51281058	0	0	0
FAM111A	27.33221866	0	0	0
ANKHD1-EIF4EBP3	107.113311	0	0	1
PTX3	32.36753149	0	0	1
UBE2K	50.92982518	0	0	0
BCLAF1	99.61168522	0	0	0
ZFP91	91.48541533	0	0	0
HEY2	65.93520403	0	0	0
EEF1G	89.21052456	0	0	0
ZNF250	111.043132	0	0	0
MAB21L1	30.33782768	0	0	0
KCTD11	53.3386748	0	0	0
RAB40C	113.9635867	0	0	0
PLXNA2	78.75468469	0	0	0
TYW1B	235.617124	0	0	1
MSI2	39.91299798	0	1	0
PPP4R2	92.26591629	0	0	0
CAMK2N1	24.93935588	0	0	0
GTF2A1	115.5163945	0	0	0
RPL26	56.22535378	0	0	0
PHPT1	125.6770486	0	0	0
HOXA11	31.74545761	1	1	0
GFOD1	66.96011922	0	0	0
SHOC2	126.271972	0	0	0
ZDHHC14	40.53265562	0	0	0
RNF149	49.64225176	0	0	0
ADNP	34.84163038	0	0	0
HMGN4	52.04289289	0	0	0
RPLP1	72.64639763	0	0	0
HMGN1	87.09218374	0	0	0
FLNB	37.78432351	0	0	0
HOOK2	100.1899046	0	0	0
BAHD1	53.61963525	0	0	0
EEA1	66.52525444	0	0	0
YWHAE	37.23788937	1	0	0
C14ORF43	17.82836891	0	0	0
SCLT1	48.86032314	0	0	0
MARCH6	84.11908854	0	0	0
TEAD3	33.61982094	0	0	0
PDLIM7	72.41714309	0	0	0
ANP32B	55.79157371	0	0	0
SMARCA5	61.93418993	0	0	0
YWHAG	265.6184918	0	0	0
CCNT2	84.03270426	0	0	0
S1PR1	20.04700536	0	0	0
B3GALNT2	153.2192497	0	0	0
THBD	33.89489503	0	0	0
SLC12A4	41.33461258	0	0	0
NAA15	49.85215194	0	0	0
CREB1	96.82670497	0	1	0
MORF4L2	55.38502568	0	0	0
STARD4	67.25410255	0	0	0
GNB2	172.0420534	0	0	0
SBNO2	39.69922207	0	0	0
DCUN1D4	165.3419078	0	0	1
LASS2	13.38970057	0	0	0
EIF4A3	65.59920509	0	0	0
MLL4	6.063149648	0	0	0
PGAM1	42.12474946	0	0	0
STARD13	28.47124938	0	0	0
WSB1	109.2100559	0	0	0
CALU	86.00113285	0	0	0
REST	91.71062721	0	0	0
CALM1	90.02627088	0	0	0
NAMPT	151.4577635	0	0	0
RAB14	77.76885992	0	0	0
P4HA1	80.58605469	0	0	0
CAP1	173.8905606	0	0	0
DNAJB6	51.86009543	0	0	0
FJX1	24.96004731	0	0	0
ABTB2	65.37397737	0	0	0
HERPUD2	58.7358515	0	0	0
EDN1	59.77040064	0	0	0
TBPL1	43.07130159	0	0	0
KDM5A	82.88365091	0	1	0
RPS9	61.96433257	0	0	0
PGAP1	62.43722862	0	0	0
CCNG2	95.48174218	0	0	0
ZNF710	17.7049523	0	0	0
PPP6R1	67.25709173	0	0	0
MED13	73.10527733	0	0	0
MARK2	98.54882639	0	0	0
RGL2	48.83129592	0	0	1
EDIL3	13.27954418	0	0	0
ADRB2	13.47773951	0	0	0
SMARCC1	56.19851051	0	0	0
FCHSD2	58.44543258	0	0	0
CREB3L2	95.11772701	0	1	0
MAFB	70.21666542	0	1	0
PUM1	58.7358515	0	0	0
ATAD2B	52.20864177	0	0	0
ETV5	159.4938035	0	1	0
CNOT2	1435.485122	0	0	0
FLNC	21.78025337	0	0	0
RAI14	60.44337315	0	0	0
HLX	31.01060305	0	0	1
GSPT1	81.33683907	0	0	0
RAP1GDS1	54.29883086	0	1	0
TDRD3	67.25709173	0	0	0
PTP4A2	64.05619156	0	0	0
CHD4	42.33620114	0	1	0
CPNE1	35.61822818	0	0	0
RPL10	63.83614568	1	0	0
ZNF384	145.8387912	0	0	0
DNAJC14	60.56467731	0	0	0
SYDE2	27.81633333	0	0	1
TMEM115	62.94192844	0	0	0
LCORL	70.0742272	0	0	0
BAZ1B	270.8197988	0	0	0
TFAP4	34.66727913	0	0	0
LGR4	49.74960616	0	0	0
P4HB	155.8543535	0	0	0
NUMB	101.013137	0	0	0
KDELC1	51.2361513	0	0	0
TRIM7	13.2734498	0	0	0
LRRC27	57.46090978	0	0	1
CHSY1	29.10984447	0	0	0
ZNF639	44.77524647	0	0	0
TRIM33	38.55323119	1	0	0
ARHGAP11B	31.75693585	0	0	1
TNPO1	41.38480909	0	0	0
VDAC1	55.5871608	0	0	0
SENP6	28.64289105	0	0	0
BICD1	65.36227906	0	0	0
CPD	51.27229198	0	0	0
MAP1B	23.60059797	0	0	0
SSR3	91.86881615	0	0	0
GPC6	41.06160492	0	0	0
PLXDC2	36.09346628	0	0	0
RAB5A	68.11051284	0	0	0
ADCY9	26.58953841	0	0	0
RPL10A	43.23386096	0	0	0
ARHGEF40	30.49695616	0	0	0
KIRREL	21.65536047	0	0	1
SHF	50.95725091	0	0	0
FUT8	69.84681093	0	0	0
SLC35C1	293.1311532	0	0	0
GNAI3	54.56407898	0	0	0
KITLG	69.54720637	0	0	0
AKAP8	172.7577074	0	0	0
GPC1	38.37866386	0	0	0
DYNLL1	84.06296329	0	0	0
NOG	18.6833738	0	0	0
NOP56	72.47586772	0	0	0
ATP8B2	32.49780792	0	0	0
USP47	83.66191113	0	0	0
SLC25A3	96.05776646	0	0	0
IFI16	47.96504889	0	0	0
ZFPM1	66.51006256	0	0	0
ZNF622	39.29981224	0	0	0
NAA30	37.42069969	0	0	0
MAPKBP1	80.44197045	0	0	0
SS18	77.74784775	0	0	0
SPCS3	74.23214683	0	0	0
PSMB2	27.62316438	0	0	0
CLOCK	132.3866477	0	0	0
SOD2	85.20359015	0	0	0
TRAF3IP2	101.2423861	0	0	0
MZT2A	53.07751547	0	0	0
WDR44	43.71019249	0	0	1
CSNK1G2	42.49182718	0	0	0
PRAGMIN	35.07821414	0	0	0
TMED2	54.72974848	0	0	0
TRIM28	84.19057266	0	0	0
MARS2	43.61626351	0	0	0
RPL37A	45.57311874	0	0	0
XBP1	104.0355864	0	0	0
ARL6IP5	58.37863074	0	0	0
ZC3HAV1	45.26202358	0	0	0
CLCN3	78.34757677	0	0	0
MKRN2	295.550597	0	0	0
EIF4G3	37.54905685	0	0	0
GLI3	31.40379655	0	0	0
KDM4C	81.94186817	0	0	0
MARCH7	72.71223537	0	0	0
CHST2	63.01523821	0	0	0
FBXO32	61.56635906	0	0	0
S100A11	128.6295661	0	0	0
SUV39H2	79.39679364	0	0	0
FOXF2	4.253338004	0	0	0
UBTD2	37.15867644	0	0	0
MYOF	25.84937835	0	0	0
TSC22D4	73.22004782	0	0	0
PKP4	86.8569389	0	0	0
PRPSAP2	67.7873912	0	0	0
ENY2	162.2028239	0	0	0
EIF4B	86.82096717	0	0	0
CCT8	74.4741389	0	0	0
RPL21	45.61543475	0	0	0
GNB1L	99.78963994	0	0	0
APLP2	73.02705382	0	0	0
HMGA1	35.03702722	0	1	0
BARD1	107.7031877	1	0	0
ZFX	52.34126382	0	0	0
MIS18BP1	62.51148647	0	0	0
ITGAV	68.87435345	0	0	0
TJP1	53.7036891	0	0	0
RRM2B	210.5315762	0	0	0
PLAU	16.53609183	0	0	0
WHSC1L1	184.5167606	0	1	0
LETM2	155.100594	0	0	0
CCNE2	82.55422501	0	0	0
VASN	36.36310751	0	0	0
BRD3	37.07532021	0	1	0
RNPS1	77.24178859	0	0	0
AFF1	68.10988222	0	0	0
CASC4	63.821225	0	0	0
RGS2	91.45901658	0	0	0
RARB	32.14880195	0	0	0
ESYT2	98.5651254	0	0	0
CDKN2B	45.89599195	0	0	0
TRIM11	50.1240001	0	0	0
SAV1	27.66861713	0	0	0
CTSB	249.5666282	0	0	0
EIF5	91.24670603	0	0	0
MEST	26.36792921	0	0	0
CLCF1	287.0475122	0	0	0
HK2	52.39192214	0	0	0
LRBA	49.35602457	0	0	0
ZNF425	61.26802883	0	0	0
CLK4	55.51426956	0	0	0
TFE3	57.99531647	0	1	0
RNF103	40.17888088	0	0	0
MGRN1	102.1977978	0	0	0
TXNDC17	45.56483325	0	0	0
ATP2C1	67.88617916	0	0	0
BAG2	46.06714021	0	0	0
MAPK8IP3	47.34809567	0	0	0
CCDC8	40.54376888	0	0	0
USP34	266.8753026	0	0	0
BCL11B	51.10704864	1	1	0
IMPDH1	50.15028986	0	0	0
KIAA0174	55.92289953	0	0	0
RASSF8	73.67620046	0	0	0
JAK2	82.24993144	0	1	0
ARHGAP11A	33.03903201	0	0	0
GLTSCR1	46.42398067	0	0	0
CNNM2	109.9458159	0	0	0
BICD2	108.4513346	0	0	0
LSS	49.37962338	0	0	1
NAB1	57.39546369	0	0	0
METRNL	35.01011583	0	0	0
ZNF263	58.99829373	0	0	0
AR	41.52107513	0	1	0
BAG5	27.22605151	0	0	0
EMP3	80.44197045	0	0	0
UBE2I	62.23526421	0	0	0
C9ORF102	3.275075018	0	0	0
MDGA1	65.53682238	0	0	0
SNAI1	31.01280104	0	0	0
C6ORF120	84.84865525	0	0	1
RHEB	92.73257795	0	0	0
KBTBD2	133.5569141	0	0	0
IGFBP3	26.72826781	0	0	0
SNTB1	22.30104977	0	0	0
USP25	265.3160839	0	0	0
MED13L	40.76968661	0	0	0
NOM1	31.01980815	0	0	0
CARHSP1	119.6910994	0	0	0
ARID3A	24.61176916	0	0	0
EIF3B	48.83129592	0	0	0
LRCH1	31.73177979	0	0	0
HMGB1	124.6200526	0	0	0
MATR3	50.24786615	0	0	0
LSM14A	43.49532745	0	0	0
CTSC	46.00093471	0	0	0
NEDD4L	71.17844268	0	0	0
HMGCR	104.3877279	0	0	0
PNPLA6	36.59654008	0	0	0
TOX	31.75793285	0	0	0
CMIP	75.27134206	0	0	0
C1GALT1	91.58147618	0	0	0
IGFBP7	23.80806349	0	0	0
QSOX1	70.1500187	0	0	0
MTF2	33.99059115	0	0	0
UBA1	48.02310903	0	0	0
RNF146	46.18060146	0	0	0
NAP1L1	98.11631979	0	0	0
ECHDC1	22.77869435	0	0	0
MCFD2	39.9739112	0	0	0
FBXO31	96.81726672	0	0	0
ITPKC	97.06504741	0	0	0
ADCK4	97.06504741	0	0	0
CDR2	44.02516027	0	0	0
WNT11	29.31850372	0	0	0
RPS27L	31.30678623	0	0	0
KLHL28	92.54364023	0	0	0
FAM179B	92.54364023	0	0	1
DNAJC3	92.59647031	0	0	0
HEBP1	115.1065291	0	0	0
PLIN2	50.18159934	0	0	0
ATG16L2	92.41550923	0	0	0
ADAM17	82.4392772	0	0	0
HDAC2	40.54926217	0	0	0
DAAM1	87.51737789	0	0	0
CYP51A1	301.6170934	0	0	0
SDC2	65.32051868	0	0	0
PDE12	49.69859383	0	0	0
PDS5B	73.60437199	0	0	0
WDR1	82.6182882	0	0	0
TMSB10	50.97554727	0	0	0
DST	84.44427692	0	0	0
TUBA1B	96.98148036	0	0	0
CTAGE5	37.48071855	0	0	0
TEAD4	45.30174561	0	0	0
TKT	62.27196228	0	0	0
SMAD4	41.50702571	1	0	0
EPS8	155.0505624	0	0	0
U2SURP	69.73745133	0	0	0
RNF10	30.45988243	0	0	0
