Gene	Cancer_median	Normal_median	TSG	OG	NG
ZNF839	0.5	0.5	0	0	0
SPTAN1	0.8454999999999999	0.287	0	0	0
TBX18	0.846	0.25	0	0	0
FAS	0.879	0.354	1	0	0
ZNF827	0.147	0.783	0	0	0
GNAQ	0.8574999999999999	0.227	0	1	0
HMGB2	0.066	0.608	0	0	0
PDZD8	0.1935	0.5	0	0	0
PMP22	0.147	0.77	0	0	0
HERPUD1	?	?	0	0	0
PHIP	0.8394999999999999	0.327	0	0	0
PANX1	0.136	0.699	0	0	0
RPL14	?	?	0	0	0
NFAT5	?	?	0	0	0
SKIL	0.167	0.939	0	0	0
ACVR2A	0.197	0.5	1	0	0
GBA2	?	?	0	0	1
ETF1	0.5	0.5	0	0	0
UBE2E1	0.161	0.69	0	0	0
PIM1	?	?	0	1	0
LDLR	0.5	0.5	0	0	0
SSFA2	0.5	0.5	0	0	0
HMG20A	0.172	0.688	0	0	0
EBF1	0.194	0.5	1	0	0
CUX1	0.923	0.414	1	1	0
C14ORF104	?	?	0	0	0
ATP1B3	?	?	0	0	0
ID1	0.838	0.263	0	0	0
MAP2K3	?	?	0	0	0
SLK	?	?	0	0	0
NEDD9	0.1585	0.891	0	0	0
CTNND1	0.143	0.905	0	0	0
KAZALD1	0.888	0.5	0	0	0
RAD23B	?	?	0	0	0
CKS2	?	?	0	0	0
ZBTB41	0.152	0.685	0	0	0
EGR3	0.88	0.239	0	0	0
ING2	0.947	0.194	0	0	0
FGFR1	0.8234999999999999	0.064	0	1	0
PMAIP1	?	?	0	0	0
RHOA	?	?	1	1	0
TRIM41	0.5	0.5	0	0	0
ATP1B1	0.115	0.647	0	0	0
TBL1XR1	0.109	0.5	1	1	0
TGFBR2	0.066	0.5	1	0	0
RASSF3	0.5	0.5	0	0	0
TACC1	0.838	0.388	0	0	0
PTPN1	0.181	0.867	0	0	0
ARHGAP12	0.081	0.616	0	0	0
PTMS	0.5	0.5	0	0	1
RFX7	?	?	0	0	0
FNDC3B	0.159	0.757	0	0	0
ZBTB2	0.138	0.739	0	0	0
TMEM64	0.112	0.667	0	0	0
DKK1	0.164	0.848	0	0	0
SEC61A1	0.5	0.5	0	0	0
MTMR4	0.5	0.5	0	0	0
BCL9L	0.831	0.29	1	1	0
PTPN12	?	?	0	0	0
BMPR1A	0.82	0.29600000000000004	1	1	0
DYRK2	0.844	0.122	0	0	0
LOX	0.5	0.5	0	0	0
IDI1	?	?	0	0	0
PDGFA	0.181	0.768	0	0	0
HS3ST3A1	0.1915	0.731	0	0	0
IRX3	0.872	0.31	0	0	0
AXL	?	?	0	0	0
STX16	0.8405	0.265	0	0	0
ZNF521	0.849	0.044	0	1	0
RALY	?	?	0	0	0
DMTF1	0.119	0.831	0	0	0
TMPO	0.1605	0.8835	0	0	0
LBH	0.109	0.828	0	0	0
SH2B3	0.808	0.285	1	0	0
CAMSAP1L1	0.5	0.5	0	0	0
TGOLN2	0.831	0.137	0	0	0
TRIP12	0.163	0.697	0	0	0
EZR	0.094	0.597	0	0	0
PCMTD1	0.153	0.808	0	0	0
USP22	?	?	0	0	0
FAM129B	0.5	0.5	0	0	0
CKS1B	?	?	0	0	0
GOLPH3	0.145	0.887	0	0	0
ZCCHC3	?	?	0	0	0
PDLIM5	0.149	0.794	0	0	0
CAPRIN1	?	?	0	0	0
DUSP14	?	?	0	0	0
CDKN2A	0.851	0.099	1	0	0
SLC16A3	0.8965000000000001	0.359	0	0	0
BSG	0.5	0.5	0	0	0
SMG7	0.144	0.789	0	0	0
ELOVL6	0.1535	0.841	0	0	0
TMED5	0.5	0.5	0	0	0
ZNF436	0.156	0.713	0	0	0
TXN	0.162	0.8654999999999999	0	0	0
SRRM2	?	?	0	0	0
MAGI2	0.147	0.807	0	0	0
ASF1A	?	?	0	0	0
HNRPLL	0.1745	0.866	0	0	0
KIF5B	?	?	0	0	0
SMARCD3	0.824	0.139	0	0	0
SMEK1	?	?	0	0	0
RHOB	0.121	0.67	0	0	0
SET	?	?	0	1	0
TNIK	0.153	0.719	0	0	0
MECOM	0.857	0.112	0	1	0
KCTD15	0.1735	0.5	0	0	1
RAB30	?	?	0	0	0
AMIGO2	0.1825	0.737	0	0	0
TBC1D2	0.167	0.814	0	0	0
PRDM1	0.185	0.5	1	0	0
KIF13A	0.85	0.306	0	0	0
TARS	?	?	0	0	0
FADS2	0.159	0.869	0	0	0
MORF4L1	0.183	0.899	0	0	0
DCN	0.152	0.881	0	0	0
CHST11	0.851	0.065	0	1	0
CNBP	?	?	1	0	0
PSME4	?	?	0	0	0
SPEN	0.1545	0.5	1	0	0
HIPK2	0.16	0.694	0	0	0
CGGBP1	0.5	0.5	0	0	0
IRF2	0.151	0.774	0	0	0
UBQLN2	?	?	0	0	0
CDK12	?	?	1	0	0
SIX4	0.8445	0.301	0	0	0
LUC7L2	0.1405	0.5	0	0	0
SIX5	0.871	0.303	0	0	0
FERMT2	0.845	0.304	0	0	0
PTRF	0.8815	0.225	0	0	0
NAV1	0.151	0.771	0	0	0
MAZ	?	?	0	0	0
WLS	0.162	0.713	0	0	0
NOTCH2NL	?	?	0	0	0
TOP1	0.148	0.696	0	0	0
FAM36A	?	?	0	0	0
TPBG	0.828	0.185	0	0	0
FOSB	0.854	0.405	0	0	0
COL5A1	0.148	0.773	0	0	0
RBM14	0.146	0.705	0	0	0
CHIC2	?	?	0	0	0
AX747619	?	?	0	0	0
SMURF2	0.172	0.799	0	0	0
FBXW7	?	?	1	0	0
EIF4G1	0.108	0.636	0	0	0
AXIN2	0.8485	0.306	1	0	0
UNC5B	0.142	0.668	0	0	0
SNRPD3	0.139	0.651	0	0	0
RREB1	0.158	0.729	0	0	0
BCR	0.115	0.655	0	0	0
WASL	0.5	0.5	0	0	0
SOBP	0.175	0.73	0	0	0
MAP3K14	0.8405	0.295	0	0	0
FBRS	0.147	0.932	0	0	0
CHMP1B	0.5	0.5	0	0	0
PRPF38B	0.127	0.808	0	0	0
ANXA11	0.16	0.717	0	0	0
GCLC	0.158	0.705	0	0	0
WAC	0.189	0.724	0	0	0
ANKRD12	?	?	0	0	0
ITM2B	0.868	0.335	0	0	0
ADH5	0.5	0.5	0	0	0
PJA2	?	?	0	0	0
CHD1	0.17	0.87	0	0	0
CNOT6L	0.899	0.382	0	0	0
TMEM2	?	?	0	0	0
TUBB6	?	?	0	0	0
HTR1B	0.863	0.041	0	0	0
BASP1	0.137	0.5	0	0	1
GDNF	0.86	0.241	0	0	0
USP53	?	?	0	0	0
RBMS1	0.158	0.843	0	0	0
CLASP1	0.157	0.699	0	0	0
ZNF207	?	?	0	0	0
CAND1	?	?	0	0	0
USP1	?	?	0	0	0
GOLIM4	0.1465	0.675	0	0	0
ASH1L	?	?	0	0	0
MYL12B	?	?	0	0	0
SUGT1	?	?	0	0	0
LEPRE1	0.91	0.36	0	0	0
HOXA9	0.844	0.045	1	1	0
MAN2A1	0.5	0.5	0	0	0
SH3BP4	0.1355	0.669	0	0	0
CIRBP	0.075	0.612	0	0	0
PTP4A1	0.146	0.672	0	0	0
LOXL1	0.184	0.694	0	0	0
FAM20C	0.8194999999999999	0.295	0	0	0
SETD2	?	?	1	0	0
SKA2	0.1475	0.781	0	0	0
UBE2E3	0.147	0.772	0	0	0
CUL1	0.186	0.718	0	0	0
ZBTB5	0.145	0.735	0	0	0
LRRC1	0.09	0.667	0	0	0
RCOR3	?	?	0	0	0
CTTNBP2NL	0.5	0.5	0	0	0
FHL2	0.165	0.697	0	0	0
ILF3	0.857	0.28	0	0	0
LRRFIP2	0.5	0.5	0	0	0
LPAR1	0.147	0.716	0	0	0
SLC25A28	?	?	0	0	0
ATXN2L	?	?	0	0	0
CENPN	?	?	0	0	0
MICB	0.164	0.793	0	0	0
DRAP1	?	?	0	0	1
GTF2I	0.1685	0.857	0	0	0
FLI1	0.86	0.042	0	1	0
DNMBP	0.83	0.234	0	0	0
TBCC	?	?	0	0	0
PYGB	0.145	0.93	0	0	0
RFX3	?	?	0	0	0
ARPC2	?	?	0	0	0
MAGI1	0.167	0.727	0	0	0
KLF5	0.14	0.739	0	0	0
ITGA5	?	?	0	0	0
HSPH1	?	?	0	0	0
PLXND1	0.115	0.769	0	0	0
CEP57	?	?	0	0	0
USO1	?	?	0	0	0
NFKB2	0.5	0.5	1	1	0
SCARB2	0.865	0.28	0	0	0
DPF3	0.156	0.866	0	0	0
PPM1B	0.122	0.672	0	0	0
PIK3R3	0.161	0.769	0	0	0
SERTAD1	0.5	0.5	0	0	0
RSBN1L	0.5	0.5	0	0	0
ROCK2	0.5	0.5	0	0	0
SMCHD1	?	?	0	0	0
SEC31A	?	?	0	0	0
GZF1	0.5	0.5	0	0	0
SLC33A1	0.108	0.641	0	0	0
BAMBI	0.137	0.79	0	0	0
FNDC3A	?	?	0	0	0
HOMER1	0.1755	0.87	0	0	0
ORC4	?	?	0	0	0
COL8A1	0.142	0.745	0	0	0
KPNA4	0.144	0.684	0	0	0
PTPRK	0.1225	0.5	1	0	0
AP2S1	?	?	0	0	0
PIM3	0.857	0.334	0	0	0
RAP2C	?	?	0	0	0
ADAM10	?	?	0	0	0
SNX5	0.17	0.788	0	0	0
C20ORF72	?	?	0	0	0
ARHGAP29	0.174	0.741	0	0	0
C1ORF9	0.5	0.5	0	0	0
FBXO30	?	?	0	0	0
STK35	0.5	0.5	0	0	0
PATZ1	0.1105	0.5	1	0	0
EPHB4	0.143	0.644	0	0	0
KIF11	0.5	0.5	0	0	0
ZHX1	0.1625	0.797	0	0	0
SLMAP	0.1505	0.695	0	0	0
NEK6	0.142	0.657	0	0	0
PRKCA	0.1425	0.786	0	0	0
PSMA3	?	?	0	0	0
TMEM47	0.912	0.398	0	0	0
SRSF1	0.167	0.816	0	0	0
RASAL2	0.8174999999999999	0.291	0	0	0
PRKAB2	?	?	0	0	0
SEMA6A	0.156	0.902	0	0	0
SRP54	?	?	0	0	0
MVP	0.168	0.726	0	0	0
PURA	0.82	0.302	0	0	0
HS6ST1	0.1755	0.768	0	0	0
EGR2	0.1635	0.757	0	0	0
JMY	?	?	0	0	0
SCAND2	0.5	0.5	0	0	0
STK24	0.857	0.295	0	0	0
PTPN13	0.159	0.5	1	0	0
SMC5	0.129	0.669	0	0	0
VAPA	0.5005000000000001	0.45899999999999996	0	0	0
GSK3A	?	?	0	0	0
RNF44	0.82	0.259	0	0	0
GNG5	?	?	0	0	0
HSP90AB1	?	?	0	0	0
C14ORF135	0.917	0.4	0	0	0
MMP14	0.844	0.302	0	0	0
FBXL5	0.5	0.5	0	0	0
LMNB1	?	?	0	0	0
FRAT2	?	?	0	0	0
REL	?	?	0	1	0
STUB1	?	?	0	0	0
APBB2	0.13	0.751	0	0	0
PLEKHO1	0.862	0.316	0	0	0
HOXA10	0.9025000000000001	0.391	0	0	0
ARL4A	0.1735	0.721	0	0	0
TMBIM1	0.17	0.5	0	0	1
PPP2R5A	0.893	0.374	0	0	0
FBXL19	0.178	0.71	0	0	0
ARIH1	0.5	0.5	0	0	0
PTPN21	0.833	0.286	0	0	0
MTA2	?	?	0	0	0
HOXB5	0.887	0.292	0	0	0
ASNA1	?	?	0	0	0
RXRA	0.127	0.638	0	0	0
SPATS2L	0.166	0.5	0	0	1
DLG1	0.1405	0.8314999999999999	0	0	0
RAB33B	0.188	0.75	0	0	0
RAB2A	0.5	0.5	0	0	0
TP53INP1	0.5	0.5	0	0	0
ZBED5	?	?	0	0	1
MMP16	0.16	0.865	0	0	0
MPZL1	?	?	0	0	0
LEMD3	?	?	0	0	0
SLC39A10	0.16	0.827	0	0	0
VEGFC	0.177	0.848	0	0	0
TRIM52	?	?	0	0	0
WDR74	?	?	0	0	0
VCL	0.141	0.741	0	0	0
S100A16	0.823	0.27	0	0	0
SHC1	0.833	0.315	0	0	0
ZNF217	0.163	0.687	0	0	0
TPM1	0.8745	0.363	0	0	0
PRRT2	0.171	0.5	0	0	1
COL5A2	0.1655	0.921	0	0	0
ZMYM2	0.1605	0.84	0	0	0
MTDH	?	?	0	0	0
CCNK	0.9325000000000001	0.368	0	0	0
SRGAP1	0.1655	0.821	0	0	0
RPS6	0.1035	0.648	0	0	0
HOXB3	0.912	0.392	0	0	0
MLEC	?	?	0	0	0
FGF2	0.8314999999999999	0.063	0	0	0
FOXL1	0.8394999999999999	0.196	0	0	0
MZF1	0.121	0.634	0	0	0
ANXA1	?	?	0	0	0
SEPT7	0.5	0.5	0	0	0
GULP1	0.169	0.804	0	0	0
FGF9	0.171	0.844	0	0	0
ZCCHC6	0.1615	0.831	0	0	0
MMP17	0.1425	0.94	0	0	0
HECTD1	?	?	0	0	0
SH3GLB1	?	?	0	0	0
NAV2	0.163	0.792	0	0	0
CDC37	0.163	0.774	0	0	0
TOPORS	?	?	0	0	0
B2M	?	?	1	0	0
SEC22B	?	?	0	0	0
WDR82	0.1455	0.742	0	0	0
SLC7A5P1	0.5	0.5	0	0	0
TRIM25	?	?	0	0	0
SLFN5	0.845	0.283	0	0	0
SSBP3	0.8865000000000001	0.367	0	0	0
FBN2	0.8225	0.196	0	0	0
PTGER2	0.855	0.228	0	0	0
STARD7	?	?	0	0	0
SOCS1	0.846	0.28	1	0	0
CTGF	0.1175	0.641	0	0	0
RCOR1	0.17149999999999999	0.873	0	0	0
SOCS5	?	?	0	0	0
ANKRD11	0.159	0.671	0	0	0
C7ORF58	0.1655	0.832	0	0	0
APP	0.188	0.708	0	0	0
FAM198B	0.144	0.5	0	0	1
ZMYM5	?	?	0	0	0
MLL3	0.5	0.5	0	0	0
USP24	0.1505	0.833	0	0	0
CTIF	0.11299999999999999	0.676	0	0	0
WWC2	0.161	0.756	0	0	0
CDH2	0.131	0.737	0	0	0
KDM2A	?	?	0	0	0
NCBP1	?	?	0	0	0
GLI1	0.124	0.5	0	1	0
CLIC4	0.5	0.5	0	0	0
MAP3K5	0.1285	0.785	0	0	0
LENG8	0.117	0.5	0	0	1
STX10	0.182	0.5	0	0	1
IER2	?	?	0	0	0
ELK3	0.814	0.415	0	0	0
SERTAD2	0.832	0.317	0	0	0
KIAA0247	0.824	0.234	0	0	0
RPL37	0.5	0.5	0	0	0
CLTA	0.5	0.5	0	0	0
BMP2K	?	?	0	0	0
COX6B1	?	?	0	0	0
CCNY	0.814	0.308	0	0	0
NRG1	0.154	0.5	1	0	0
ANTXR2	0.93	0.314	0	0	0
PCDH9	0.156	0.807	0	0	0
MAGI3	0.172	0.838	0	0	0
PRR12	0.5	0.5	0	0	1
MRC2	0.16	0.674	0	0	0
TAB2	0.825	0.222	0	0	0
HNRNPC	0.832	0.294	0	0	0
PAPD5	0.12	0.663	0	0	0
NACA	?	?	0	0	0
AZIN1	0.859	0.26	0	0	0
RHOC	?	?	0	0	0
AHDC1	0.8274999999999999	0.305	0	0	0
TRAF4	?	?	0	0	0
UBR5	0.85	0.205	1	0	0
PHLPP1	0.16799999999999998	0.801	0	0	0
RALA	?	?	0	0	0
LRRFIP1	0.153	0.668	0	0	0
BMP2	0.824	0.055	0	0	0
SEMA3A	0.164	0.802	0	0	0
CDV3	0.17149999999999999	0.745	0	0	0
STAG1	0.155	0.5	1	0	0
RAPH1	?	?	0	0	0
TNKS2	0.5	0.5	0	0	0
OSMR	0.8845000000000001	0.343	0	0	0
TBC1D10B	0.826	0.252	0	0	0
NPR3	0.161	0.682	0	0	0
SSH1	0.1735	0.7569999999999999	0	0	0
EIF4A1	0.156	0.712	0	0	0
FBXW11	0.1585	0.839	0	0	0
PIP5K1A	?	?	0	0	0
RIPK2	0.196	0.595	0	0	0
SEMA4C	?	?	0	0	0
PPP1CC	0.839	0.294	0	0	0
TAF8	0.901	0.396	0	0	0
ZHX2	0.108	0.648	0	0	0
ARHGAP10	0.184	0.888	0	0	0
NUCKS1	0.1685	0.708	0	0	0
SETD7	0.165	0.735	0	0	0
MMS19	0.1055	0.622	0	0	0
ABL1	0.8345	0.27	0	1	0
FIGN	0.142	0.878	0	0	0
RAB35	0.853	0.311	0	0	1
ACIN1	0.874	0.334	0	0	0
KIAA1967	?	?	0	0	0
HBP1	?	?	0	0	0
RBM26	0.888	0.359	0	0	0
AZI2	0.5	0.5	0	0	1
TMEM50A	0.5	0.5	0	0	1
BICC1	0.157	0.757	0	0	0
ETNK1	0.195	0.5	1	0	0
UGDH	?	?	0	0	0
SKP1	0.866	0.359	0	0	0
RPL23	0.822	0.256	0	0	0
EGLN2	0.159	0.611	0	0	0
CAPZB	0.858	0.32	0	0	0
HDGFRP2	0.5	0.5	0	0	0
HERC4	?	?	0	0	0
C4ORF34	?	?	0	0	0
INPPL1	0.5	0.5	0	0	0
RAP1B	0.139	0.831	0	0	0
MEGF9	?	?	0	0	0
TNRC6B	0.162	0.796	0	0	0
SMURF1	0.1555	0.828	0	0	0
LARGE	0.182	0.5	0	0	1
INTS6	0.1535	0.668	0	0	0
PABPC4	0.8045	0.5	0	0	0
SPTBN1	0.192	0.586	0	0	0
FSTL1	0.175	0.926	0	0	0
PSMB3	?	?	0	0	0
RFWD2	0.106	0.631	0	0	0
NCOA2	0.812	0.29	0	1	0
VPS37B	0.827	0.314	0	0	0
SESN3	0.171	0.933	0	0	0
LBR	0.5	0.5	0	0	0
MARK3	0.5	0.5	0	0	0
LIMD1	0.157	0.622	0	0	0
CAPN2	0.894	0.334	0	0	0
UBE2R2	0.154	0.725	0	0	0
HNRNPA3	0.153	0.822	0	0	0
PAFAH1B1	0.8205	0.253	0	0	0
PAPPA	0.8565	0.098	0	0	0
DDR2	0.849	0.217	0	1	0
PPIA	?	?	0	0	0
PDE8A	0.876	0.365	0	0	0
TOP2B	0.18	0.871	0	0	0
TRNP1	0.5	0.5	0	0	0
FRAS1	0.1555	0.809	0	0	0
PCGF2	?	?	0	0	0
MEX3A	0.168	0.627	0	0	0
VAV2	0.176	0.779	0	0	0
CDC42EP2	0.5	0.5	0	0	0
GLCCI1	0.178	0.851	0	0	0
YWHAQ	0.87	0.308	0	0	0
MAPK6	?	?	0	0	0
NDRG1	0.802	0.427	1	0	0
APPBP2	?	?	0	0	0
ARPC5L	?	?	0	0	0
PKN2	0.176	0.825	0	0	0
PHLDB2	0.1685	0.748	0	0	0
PCSK5	0.163	0.849	0	0	0
C11ORF95	0.954	0.444	0	0	0
PIK3CA	0.851	0.272	0	1	0
FRYL	0.931	0.423	0	0	0
CLDND2	?	?	0	0	1
SPAG4	?	?	0	0	0
PDZRN3	0.14	0.5	0	0	1
COL6A1	0.154	0.5	0	0	1
PHF13	0.5	0.5	0	0	0
BAZ1A	?	?	1	0	0
DSP	0.1665	0.76	0	0	0
TIAL1	?	?	0	0	0
TANC1	0.1695	0.792	0	0	0
ADAMTS5	0.1705	0.5	0	0	1
NLGN1	0.174	0.787	0	0	0
SFMBT2	0.17	0.812	0	0	0
YTHDF3	?	?	0	0	0
HIAT1	?	?	0	0	1
UHRF2	?	?	0	0	0
GNB1	0.066	0.5	0	0	0
GNAI2	0.0535	0.564	0	0	0
EIF3A	?	?	0	0	0
SOLH	0.149	0.5	0	0	1
NCKAP1	0.5	0.5	0	0	0
TCF12	0.165	0.887	0	0	0
ZFAND3	0.159	0.774	0	0	0
ZNF238	0.8414999999999999	0.239	0	0	0
CNN2	0.5	0.5	0	0	0
EGFR	0.837	0.087	0	1	0
ROD1	0.1275	0.724	0	0	0
SF3B1	0.936	0.429	0	1	0
PVRL1	0.158	0.729	0	0	0
UACA	0.106	0.654	0	0	0
RASA3	0.156	0.806	0	0	0
RPL13	0.097	0.5	0	0	0
GRK5	0.148	0.723	0	0	0
KIAA1033	0.0895	0.644	0	0	0
PSD	0.806	0.3	0	0	0
PXN	0.828	0.317	0	0	0
CCDC88A	0.848	0.097	0	0	0
HP1BP3	0.5	0.5	0	0	0
SPAG7	0.124	0.5	0	0	0
USP32	0.859	0.069	0	0	0
BTG2	0.836	0.17	0	0	0
DNAJA1	?	?	0	0	0
EHBP1	0.127	0.628	0	0	0
ANP32E	?	?	0	0	0
RSF1	?	?	0	0	0
CDKN2D	?	?	0	0	0
WARS	0.861	0.147	0	0	0
SMIM3	0.846	0.301	0	0	0
ZNF706	0.181	0.85	0	0	0
DCAF5	0.166	0.722	0	0	0
KHDRBS1	?	?	0	0	0
TET2	0.1575	0.5	1	0	0
SLC16A2	0.877	0.17	0	0	0
SIRPA	0.165	0.5	1	0	0
TUBGCP6	0.845	0.228	0	0	0
IGFBP5	0.8065	0.178	0	0	0
NFATC4	0.095	0.813	0	0	0
RPS6KA3	0.1615	0.872	0	0	0
CKAP4	0.903	0.393	0	0	0
TSPAN14	?	?	0	0	0
SRP72	?	?	0	0	0
UBA5	?	?	0	0	0
ASXL1	0.821	0.227	1	0	0
GALNT4	0.138	0.699	0	0	0
FAM111A	0.186	0.882	0	0	0
ANKHD1-EIF4EBP3	?	?	0	0	1
PTX3	0.847	0.059	0	0	1
UBE2K	0.5	0.5	0	0	0
BCLAF1	0.5	0.5	0	0	0
ZFP91	0.1395	0.5	0	0	0
HEY2	0.1475	0.872	0	0	0
EEF1G	?	?	0	0	0
ZNF250	0.5	0.5	0	0	0
MAB21L1	0.827	0.376	0	0	0
KCTD11	0.174	0.825	0	0	0
RAB40C	0.157	0.677	0	0	0
PLXNA2	0.8845000000000001	0.4	0	0	0
TYW1B	0.5	0.5	0	0	1
MSI2	0.8965000000000001	0.335	0	1	0
PPP4R2	0.161	0.691	0	0	0
CAMK2N1	0.827	0.122	0	0	0
GTF2A1	?	?	0	0	0
RPL26	?	?	0	0	0
PHPT1	?	?	0	0	0
HOXA11	0.833	0.018	1	1	0
GFOD1	0.1835	0.907	0	0	0
SHOC2	0.5	0.5	0	0	0
ZDHHC14	0.1965	0.6275	0	0	0
RNF149	0.126	0.682	0	0	0
ADNP	0.172	0.858	0	0	0
HMGN4	?	?	0	0	0
RPLP1	?	?	0	0	0
HMGN1	0.151	0.775	0	0	0
FLNB	0.152	0.677	0	0	0
HOOK2	0.849	0.296	0	0	0
BAHD1	0.807	0.192	0	0	0
EEA1	?	?	0	0	0
YWHAE	?	?	1	0	0
C14ORF43	0.148	0.674	0	0	0
SCLT1	?	?	0	0	0
MARCH6	?	?	0	0	0
TEAD3	0.849	0.212	0	0	0
PDLIM7	0.887	0.381	0	0	0
ANP32B	0.092	0.649	0	0	0
SMARCA5	?	?	0	0	0
YWHAG	0.1535	0.709	0	0	0
CCNT2	?	?	0	0	0
S1PR1	0.8425	0.298	0	0	0
B3GALNT2	0.116	0.655	0	0	0
THBD	0.824	0.17	0	0	0
SLC12A4	0.881	0.361	0	0	0
NAA15	0.16199999999999998	0.5	0	0	0
CREB1	?	?	0	1	0
MORF4L2	?	?	0	0	0
STARD4	?	?	0	0	0
GNB2	0.179	0.724	0	0	0
SBNO2	0.1515	0.657	0	0	0
DCUN1D4	0.5	0.5	0	0	1
LASS2	0.188	0.805	0	0	0
EIF4A3	0.5	0.5	0	0	0
MLL4	?	?	0	0	0
PGAM1	?	?	0	0	0
STARD13	0.8095000000000001	0.292	0	0	0
WSB1	0.5	0.5	0	0	0
CALU	?	?	0	0	0
REST	?	?	0	0	0
CALM1	?	?	0	0	0
NAMPT	0.1575	0.8	0	0	0
RAB14	?	?	0	0	0
P4HA1	0.862	0.181	0	0	0
CAP1	?	?	0	0	0
DNAJB6	0.155	0.756	0	0	0
FJX1	?	?	0	0	0
ABTB2	0.146	0.78	0	0	0
HERPUD2	0.177	0.792	0	0	0
EDN1	0.5	0.5	0	0	0
TBPL1	0.141	0.704	0	0	0
KDM5A	?	?	0	1	0
RPS9	?	?	0	0	0
PGAP1	0.151	0.919	0	0	0
CCNG2	0.134	0.73	0	0	0
ZNF710	0.168	0.863	0	0	0
PPP6R1	0.5	0.5	0	0	0
MED13	0.1665	0.839	0	0	0
MARK2	0.1775	0.569	0	0	0
RGL2	0.138	0.5	0	0	1
EDIL3	0.182	0.841	0	0	0
ADRB2	0.5	0.5	0	0	0
SMARCC1	?	?	0	0	0
FCHSD2	0.151	0.758	0	0	0
CREB3L2	0.116	0.5	0	1	0
MAFB	0.834	0.083	0	1	0
PUM1	0.103	0.723	0	0	0
ATAD2B	0.5	0.5	0	0	0
ETV5	0.159	0.5	0	1	0
CNOT2	0.5	0.5	0	0	0
FLNC	0.847	0.348	0	0	0
RAI14	0.129	0.706	0	0	0
HLX	0.853	0.268	0	0	1
GSPT1	0.141	0.818	0	0	0
RAP1GDS1	0.168	0.5	0	1	0
TDRD3	0.129	0.877	0	0	0
PTP4A2	0.158	0.805	0	0	0
CHD4	0.5	0.5	0	1	0
CPNE1	0.17	0.706	0	0	0
RPL10	0.094	0.5	1	0	0
ZNF384	?	?	0	0	0
DNAJC14	0.184	0.692	0	0	0
SYDE2	0.5	0.5	0	0	1
TMEM115	0.176	0.844	0	0	0
LCORL	0.5	0.5	0	0	0
BAZ1B	0.5	0.5	0	0	0
TFAP4	?	?	0	0	0
LGR4	0.149	0.75	0	0	0
P4HB	0.1585	0.897	0	0	0
NUMB	0.5	0.5	0	0	0
KDELC1	?	?	0	0	0
TRIM7	0.138	0.789	0	0	0
LRRC27	0.1755	0.5	0	0	1
CHSY1	0.813	0.454	0	0	0
ZNF639	?	?	0	0	0
TRIM33	0.828	0.287	1	0	0
ARHGAP11B	?	?	0	0	1
TNPO1	0.5	0.5	0	0	0
VDAC1	?	?	0	0	0
SENP6	0.5	0.5	0	0	0
BICD1	0.165	0.809	0	0	0
CPD	?	?	0	0	0
MAP1B	0.184	0.69	0	0	0
SSR3	0.841	0.16	0	0	0
GPC6	0.144	0.763	0	0	0
PLXDC2	0.144	0.832	0	0	0
RAB5A	?	?	0	0	0
ADCY9	0.109	0.81	0	0	0
RPL10A	?	?	0	0	0
ARHGEF40	0.846	0.32	0	0	0
KIRREL	0.128	0.5	0	0	1
SHF	0.827	0.067	0	0	0
FUT8	0.15	0.94	0	0	0
SLC35C1	0.165	0.862	0	0	0
GNAI3	0.891	0.385	0	0	0
KITLG	0.136	0.705	0	0	0
AKAP8	?	?	0	0	0
GPC1	0.8334999999999999	0.27	0	0	0
DYNLL1	0.142	0.737	0	0	0
NOG	?	?	0	0	0
NOP56	0.5	0.5	0	0	0
ATP8B2	0.167	0.789	0	0	0
USP47	0.172	0.854	0	0	0
SLC25A3	?	?	0	0	0
IFI16	?	?	0	0	0
ZFPM1	0.192	0.695	0	0	0
ZNF622	?	?	0	0	0
NAA30	?	?	0	0	0
MAPKBP1	0.856	0.174	0	0	0
SS18	0.1725	0.5	0	0	0
SPCS3	?	?	0	0	0
PSMB2	?	?	0	0	0
CLOCK	0.1005	0.612	0	0	0
SOD2	0.094	0.689	0	0	0
TRAF3IP2	0.859	0.422	0	0	0
MZT2A	0.1845	0.5	0	0	0
WDR44	0.086	0.5	0	0	1
CSNK1G2	0.9384999999999999	0.436	0	0	0
PRAGMIN	0.9075	0.387	0	0	0
TMED2	?	?	0	0	0
TRIM28	?	?	0	0	0
MARS2	0.1685	0.7909999999999999	0	0	0
RPL37A	?	?	0	0	0
XBP1	?	?	0	0	0
ARL6IP5	0.158	0.867	0	0	0
ZC3HAV1	0.1175	0.722	0	0	0
CLCN3	0.163	0.776	0	0	0
MKRN2	0.85	0.347	0	0	0
EIF4G3	0.179	0.792	0	0	0
GLI3	0.147	0.813	0	0	0
KDM4C	0.5	0.5	0	0	0
MARCH7	?	?	0	0	0
CHST2	0.817	0.098	0	0	0
FBXO32	0.8985000000000001	0.357	0	0	0
S100A11	0.165	0.93	0	0	0
SUV39H2	?	?	0	0	0
FOXF2	0.848	0.177	0	0	0
UBTD2	0.161	0.905	0	0	0
MYOF	0.17	0.765	0	0	0
TSC22D4	0.856	0.381	0	0	0
PKP4	0.1635	0.752	0	0	0
PRPSAP2	?	?	0	0	0
ENY2	0.1665	0.844	0	0	0
