Gene	Cell_proliferation_rate	TSG	OG	NG
ARHGAP12	-0.045387750000000004	0	0	0
PTMS	NA	0	0	0
RFX7	NA	0	0	0
FNDC3B	-0.2753235	0	0	0
ZBTB2	-0.31794612499999997	0	0	0
TMEM64	NA	0	0	0
DKK1	0.111670875	0	0	0
SEC61A1	NA	0	0	0
MTMR4	-0.573913125	0	0	0
BCL9L	-1.0079773749999998	1	1	0
PTPN12	0.12883925	0	0	0
BMPR1A	-0.90531575	1	1	0
DYRK2	-0.33102224999999996	0	0	0
LOX	-0.8451618750000001	0	0	0
IDI1	-0.90028175	0	0	0
PDGFA	-0.33693799999999996	0	0	0
HS3ST3A1	0.12290799999999999	0	0	0
IRX3	-0.39838625	0	0	0
AXL	-0.592197375	0	0	0
STX16	NA	0	0	0
ZNF521	-0.11411225	0	1	0
RALY	-0.5090088749999999	0	0	0
DMTF1	0.1635295	0	0	0
TMPO	-0.938665125	0	0	0
LBH	-0.4622305	0	0	0
SH2B3	-0.0507445	1	0	0
CAMSAP1L1	NA	0	0	0
TGOLN2	NA	0	0	0
TRIP12	-0.592383	0	0	0
EZR	-0.7432972499999999	0	0	0
PCMTD1	NA	0	0	0
USP22	-0.36053437499999996	0	0	0
FAM129B	NaN	0	0	0
CKS1B	-1.40722025	0	0	0
GOLPH3	NA	0	0	0
ZCCHC3	-0.5569045	0	0	0
PDLIM5	-0.3448675	0	0	0
CAPRIN1	-1.175684625	0	0	0
DUSP14	0.04820175	0	0	0
CDKN2A	-1.0335213749999999	1	0	0
SLC16A3	-0.208360125	0	0	0
BSG	-1.8725307500000001	0	0	0
SMG7	NA	0	0	0
ELOVL6	NA	0	0	0
TMED5	-0.26494324999999996	0	0	0
ZNF436	-0.17647225	0	0	0
TXN	-1.35663825	0	0	0
SRRM2	-1.902459	0	0	0
MAGI2	NA	0	0	0
ASF1A	-0.35598762500000003	0	0	0
HNRPLL	NA	0	0	0
KIF5B	-0.718184375	0	0	0
SMARCD3	NA	0	0	0
SMEK1	NA	0	0	0
RHOB	-1.282275125	0	0	0
SET	-1.364958375	0	1	0
TNIK	-0.024512625	0	0	0
MECOM	-0.053893750000000004	0	1	0
KCTD15	-0.4983015	0	0	1
RAB30	0.40661875000000003	0	0	0
AMIGO2	NA	0	0	0
TBC1D2	NA	0	0	0
PRDM1	-1.170734125	1	0	0
KIF13A	NA	0	0	0
TARS	-1.204909625	0	0	0
FADS2	-1.3829363749999999	0	0	0
MORF4L1	-0.5381205	0	0	0
DCN	-0.1055635	0	0	0
CHST11	-0.1232425	0	1	0
CNBP	-1.6266678749999999	1	0	0
PSME4	NA	0	0	0
SPEN	0.15899275000000002	1	0	0
HIPK2	-1.0388169999999999	0	0	0
CGGBP1	NA	0	0	0
IRF2	-1.0449956249999999	0	0	0
UBQLN2	-0.2252985	0	0	0
CDK12	-1.135146875	1	0	0
SIX4	-0.27553574999999997	0	0	0
LUC7L2	-0.372845875	0	0	0
SIX5	-0.6862174999999999	0	0	0
FERMT2	NA	0	0	0
PTRF	-0.64177275	0	0	0
NAV1	NA	0	0	0
MAZ	0.077537125	0	0	0
WLS	NA	0	0	0
NOTCH2NL	-1.511028	0	0	0
TOP1	-1.714743	0	0	0
FAM36A	NA	0	0	0
TPBG	NA	0	0	0
FOSB	-0.582423625	0	0	0
COL5A1	-0.80846575	0	0	0
RBM14	-1.335389875	0	0	0
CHIC2	NA	0	0	0
AX747619	NA	0	0	0
SMURF2	-0.872642625	0	0	0
FBXW7	0.092859125	1	0	0
EIF4G1	-1.4683140833350001	0	0	0
AXIN2	-1.107302125	1	0	0
UNC5B	-0.34110925000000003	0	0	0
SNRPD3	NA	0	0	0
RREB1	-0.22147075	0	0	0
BCR	-0.979859625	0	0	0
WASL	NA	0	0	0
SOBP	NA	0	0	0
MAP3K14	-0.730583	0	0	0
FBRS	NA	0	0	0
CHMP1B	NA	0	0	0
PRPF38B	-0.589785375	0	0	0
ANXA11	-0.19476137500000001	0	0	0
GCLC	-0.273641625	0	0	0
WAC	NA	0	0	0
ANKRD12	-3.298559875	0	0	0
ITM2B	0.26488	0	0	0
ADH5	-1.46040225	0	0	0
PJA2	-0.512496125	0	0	0
CHD1	-1.332526875	0	0	0
CNOT6L	-0.7451196250000001	0	0	0
TMEM2	NA	0	0	0
TUBB6	NA	0	0	0
HTR1B	-0.506239125	0	0	0
BASP1	NA	0	0	0
GDNF	-0.5945568750000001	0	0	0
USP53	-0.14123375	0	0	0
RBMS1	0.70885575	0	0	0
CLASP1	-0.5189965	0	0	0
ZNF207	-1.696504	0	0	0
CAND1	-0.25504575	0	0	0
USP1	NA	0	0	0
GOLIM4	NA	0	0	0
ASH1L	0.03533975	0	0	0
MYL12B	-0.409226875	0	0	0
SUGT1	-1.561678416665	0	0	0
LEPRE1	NA	0	0	0
HOXA9	-0.044774875	1	1	0
MAN2A1	-0.757830875	0	0	0
SH3BP4	NA	0	0	0
CIRBP	-1.253732458335	0	0	0
PTP4A1	-1.0728197499999998	0	0	0
LOXL1	-1.097770375	0	0	0
FAM20C	NA	0	0	0
SETD2	-0.832166375	1	0	0
SKA2	-0.8288135	0	0	0
UBE2E3	-0.6261981249999999	0	0	0
CUL1	-1.01611875	0	0	0
ZBTB5	NA	0	0	0
LRRC1	NA	0	0	0
RCOR3	0.14619100000000002	0	0	0
CTTNBP2NL	-1.007999125	0	0	0
FHL2	-0.691883	0	0	0
ILF3	-0.779053125	0	0	0
LRRFIP2	-0.44356375000000003	0	0	0
LPAR1	0.70607675	0	0	0
SLC25A28	-1.1639223749999998	0	0	0
ATXN2L	NA	0	0	0
CENPN	-0.6869857500000001	0	0	0
MICB	-0.7238852499999999	0	0	0
DRAP1	-0.44631875	0	0	1
GTF2I	-0.7912800416665	0	0	0
FLI1	-1.3279471250000001	0	1	0
DNMBP	NA	0	0	0
TBCC	-0.129640375	0	0	0
PYGB	NA	0	0	0
RFX3	0.397690875	0	0	0
ARPC2	-0.49264425	0	0	0
MAGI1	-0.9652278750000001	0	0	0
KLF5	-0.6397014999999999	0	0	0
ITGA5	-0.20772525	0	0	0
HSPH1	NA	0	0	0
PLXND1	0.07680375	0	0	0
CEP57	NA	0	0	0
USO1	-1.309933875	0	0	0
NFKB2	-0.5310947500000001	1	1	0
SCARB2	-0.47488074999999996	0	0	0
DPF3	-0.27450162499999997	0	0	0
PPM1B	-0.656359375	0	0	0
PIK3R3	-0.14384375	0	0	0
SERTAD1	NA	0	0	0
RSBN1L	NA	0	0	0
ROCK2	0.11567808333349999	0	0	0
SMCHD1	NA	0	0	0
SEC31A	NA	0	0	0
GZF1	-0.284104	0	0	0
SLC33A1	-0.322263375	0	0	0
BAMBI	NA	0	0	0
FNDC3A	NA	0	0	0
HOMER1	NA	0	0	0
ORC4	NA	0	0	0
COL8A1	-1.874630625	0	0	0
KPNA4	-1.320219125	0	0	0
PTPRK	-0.292472625	1	0	0
AP2S1	-1.1295264999999999	0	0	0
PIM3	-1.41309075	0	0	0
RAP2C	-0.47386325	0	0	0
ADAM10	-1.11667916667	0	0	0
SNX5	NA	0	0	0
C20ORF72	NA	0	0	0
ARHGAP29	-1.7619601249999999	0	0	0
C1ORF9	NA	0	0	0
FBXO30	NA	0	0	0
STK35	-1.565492625	0	0	0
PATZ1	-0.46986075	1	0	0
EPHB4	-1.48309375	0	0	0
KIF11	NA	0	0	0
ZHX1	-0.222750625	0	0	0
SLMAP	NA	0	0	0
NEK6	-1.232321375	0	0	0
PRKCA	-0.8756923750000001	0	0	0
PSMA3	-3.1219597500000003	0	0	0
TMEM47	NA	0	0	0
SRSF1	-2.647061	0	0	0
RASAL2	-0.171717375	0	0	0
PRKAB2	-1.283246	0	0	0
SEMA6A	-0.3461605	0	0	0
SRP54	NA	0	0	0
MVP	NA	0	0	0
PURA	-0.008269	0	0	0
HS6ST1	-1.03788575	0	0	0
EGR2	-0.3370325	0	0	0
JMY	NA	0	0	0
SCAND2	NA	0	0	0
STK24	-0.31987374999999996	0	0	0
PTPN13	-0.78554925	1	0	0
SMC5	NA	0	0	0
VAPA	0.056037624999999994	0	0	0
GSK3A	-0.571048	0	0	0
RNF44	0.260294625	0	0	0
GNG5	-1.503505875	0	0	0
HSP90AB1	-0.370633125	0	0	0
C14ORF135	NA	0	0	0
MMP14	-0.60475475	0	0	0
FBXL5	-0.4029685	0	0	0
LMNB1	-0.8506437083335	0	0	0
FRAT2	-0.288344125	0	0	0
REL	-1.4889857499999999	0	1	0
STUB1	-0.128146375	0	0	0
APBB2	0.24948525	0	0	0
PLEKHO1	NA	0	0	0
HOXA10	-0.6021023333335	0	0	0
ARL4A	0.52889775	0	0	0
TMBIM1	NA	0	0	1
PPP2R5A	-0.47698562499999997	0	0	0
FBXL19	-0.95736625	0	0	0
ARIH1	-1.226134125	0	0	0
PTPN21	-1.2523018750000001	0	0	0
MTA2	-0.5724865	0	0	0
HOXB5	-0.7291665	0	0	0
ASNA1	-0.877003125	0	0	0
RXRA	-0.247737625	0	0	0
SPATS2L	-1.14391525	0	0	1
DLG1	-1.5852724999999999	0	0	0
RAB33B	-0.231739125	0	0	0
RAB2A	-1.422643875	0	0	0
TP53INP1	NA	0	0	0
ZBED5	NA	0	0	1
MMP16	-0.916595125	0	0	0
MPZL1	NA	0	0	0
LEMD3	NA	0	0	0
SLC39A10	-0.5912831249999999	0	0	0
VEGFC	-0.254352	0	0	0
TRIM52	-0.5739289999999999	0	0	0
WDR74	NA	0	0	0
VCL	NA	0	0	0
S100A16	-1.50399175	0	0	0
SHC1	-0.07044500000000001	0	0	0
ZNF217	-0.15587275	0	0	0
TPM1	-3.298559875	0	0	0
PRRT2	NA	0	0	0
COL5A2	-0.42582549999999997	0	0	0
ZMYM2	NA	0	0	0
MTDH	NA	0	0	0
CCNK	-1.100409125	0	0	0
SRGAP1	-0.22057025	0	0	0
RPS6	-2.66297475	0	0	0
HOXB3	-1.1901532499999998	0	0	0
MLEC	0.18789875	0	0	0
FGF2	-0.639465625	0	0	0
FOXL1	-0.5482028750000001	0	0	0
MZF1	-1.08589925	0	0	0
ANXA1	-1.1669467500000001	0	0	0
SEPT7	0.32948750000000004	0	0	0
GULP1	-1.38573125	0	0	0
FGF9	-0.9696782916665	0	0	0
ZCCHC6	NA	0	0	0
MMP17	-0.1512995	0	0	0
HECTD1	-0.6123744583335	0	0	0
SH3GLB1	-3.298559875	0	0	0
NAV2	NA	0	0	0
CDC37	-1.479451166665	0	0	0
TOPORS	0.34453025	0	0	0
B2M	0.018814875000000002	1	0	0
SEC22B	NA	0	0	0
WDR82	-0.9323026249999999	0	0	0
SLC7A5P1	-0.383306125	0	0	0
TRIM25	-0.833328625	0	0	0
SLFN5	NA	0	0	0
SSBP3	-0.806543375	0	0	0
FBN2	0.38860887499999996	0	0	0
PTGER2	-0.76047825	0	0	0
STARD7	NA	0	0	0
SOCS1	0.37709012500000005	1	0	0
CTGF	0.10756475	0	0	0
RCOR1	NA	0	0	0
SOCS5	-1.5394356249999999	0	0	0
ANKRD11	NA	0	0	0
C7ORF58	NA	0	0	0
APP	-0.8523755	0	0	0
FAM198B	NA	0	0	1
ZMYM5	NA	0	0	0
MLL3	NA	0	0	0
USP24	NA	0	0	0
CTIF	NA	0	0	0
WWC2	NA	0	0	0
CDH2	0.58336425	0	0	0
KDM2A	-1.9230316250000001	0	0	0
NCBP1	-2.572192875	0	0	0
GLI1	-0.99427475	0	1	0
CLIC4	-0.516955125	0	0	0
MAP3K5	-0.724430625	0	0	0
LENG8	-1.177921333335	0	0	1
STX10	NA	0	0	1
IER2	NA	0	0	0
ELK3	-0.667750625	0	0	0
SERTAD2	NA	0	0	0
KIAA0247	NA	0	0	0
RPL37	-2.106277875	0	0	0
CLTA	-1.057458625	0	0	0
BMP2K	-0.646376875	0	0	0
COX6B1	-0.689885875	0	0	0
CCNY	NA	0	0	0
NRG1	-0.721366	1	0	0
ANTXR2	-0.8345106250000001	0	0	0
PCDH9	0.5079233750000001	0	0	0
MAGI3	-1.1485833749999999	0	0	0
PRR12	NA	0	0	1
MRC2	0.56113225	0	0	0
TAB2	-1.53458125	0	0	0
HNRNPC	-2.374301375	0	0	0
PAPD5	-0.558563125	0	0	0
NACA	-2.9173635	0	0	0
AZIN1	-1.401866375	0	0	0
RHOC	0.930144125	0	0	0
AHDC1	NA	0	0	0
TRAF4	-0.65919275	0	0	0
UBR5	-1.2376395	1	0	0
PHLPP1	-0.38857474999999997	0	0	0
RALA	-0.76101625	0	0	0
LRRFIP1	-1.764554041665	0	0	0
BMP2	0.26345925000000003	0	0	0
SEMA3A	-0.27507737499999996	0	0	0
CDV3	NA	0	0	0
STAG1	NA	1	0	0
RAPH1	-0.90194725	0	0	0
TNKS2	-0.891669375	0	0	0
OSMR	-1.017687375	0	0	0
TBC1D10B	NA	0	0	0
NPR3	-0.14951975	0	0	0
SSH1	-0.64401725	0	0	0
EIF4A1	-1.01405525	0	0	0
FBXW11	-1.086062625	0	0	0
PIP5K1A	-0.191825625	0	0	0
RIPK2	-0.642709375	0	0	0
SEMA4C	-1.021672	0	0	0
PPP1CC	-0.854714125	0	0	0
TAF8	-1.097678125	0	0	0
ZHX2	-1.366360375	0	0	0
ARHGAP10	-1.216472875	0	0	0
NUCKS1	-0.92925675	0	0	0
SETD7	-0.22531537499999998	0	0	0
MMS19	NA	0	0	0
ABL1	-0.801187375	0	1	0
FIGN	-0.7552168749999999	0	0	0
RAB35	-1.0486909999999998	0	0	1
ACIN1	-0.432150625	0	0	0
KIAA1967	NA	0	0	0
HBP1	-0.824934125	0	0	0
RBM26	-1.3116195	0	0	0
AZI2	-0.68897725	0	0	0
TMEM50A	NA	0	0	1
BICC1	NA	0	0	0
ETNK1	-0.937222625	1	0	0
UGDH	-0.5946085	0	0	0
SKP1	-0.65022925	0	0	0
RPL23	NA	0	0	0
EGLN2	-0.3812104166665	0	0	0
CAPZB	-1.8981971249999998	0	0	0
HDGFRP2	NA	0	0	0
HERC4	0.060310625	0	0	0
C4ORF34	NA	0	0	0
INPPL1	-0.649647125	0	0	0
RAP1B	-0.573782	0	0	0
MEGF9	-1.2377621250000002	0	0	0
TNRC6B	NA	0	0	0
SMURF1	-0.200977375	0	0	0
LARGE	-0.8281373750000001	0	0	1
INTS6	-0.53282	0	0	0
PABPC4	-0.038469249999999997	0	0	0
SPTBN1	NA	0	0	0
FSTL1	-0.30553675	0	0	0
PSMB3	-2.206411375	0	0	0
RFWD2	-1.25776775	0	0	0
NCOA2	-1.1216656249999999	0	1	0
VPS37B	NA	0	0	0
SESN3	NA	0	0	0
LBR	0.106001125	0	0	0
MARK3	-1.261217	0	0	0
LIMD1	-0.812864375	0	0	0
CAPN2	-1.411390041665	0	0	0
UBE2R2	-1.325991375	0	0	0
HNRNPA3	-0.14199075	0	0	0
PAFAH1B1	-2.021602875	0	0	0
PAPPA	0.165814375	0	0	0
DDR2	-0.653984125	0	1	0
PPIA	-0.471725375	0	0	0
PDE8A	-0.450321375	0	0	0
TOP2B	-0.80386975	0	0	0
TRNP1	NA	0	0	0
FRAS1	-0.7620285	0	0	0
PCGF2	-0.604573375	0	0	0
MEX3A	NA	0	0	0
VAV2	-0.136339125	0	0	0
CDC42EP2	0.027582500000000003	0	0	0
GLCCI1	NA	0	0	0
YWHAQ	-0.857302	0	0	0
MAPK6	-2.293522625	0	0	0
NDRG1	-0.72410025	1	0	0
APPBP2	-0.7870935	0	0	0
ARPC5L	NA	0	0	0
PKN2	-1.19627725	0	0	0
PHLDB2	NA	0	0	0
PCSK5	-0.677943	0	0	0
C11ORF95	NA	0	0	0
PIK3CA	-0.5553347500000001	0	1	0
FRYL	NA	0	0	0
CLDND2	NA	0	0	1
SPAG4	NA	0	0	0
PDZRN3	NA	0	0	1
COL6A1	NA	0	0	0
PHF13	-0.695486	0	0	0
BAZ1A	0.030744374999999997	1	0	0
DSP	NA	0	0	0
TIAL1	-0.5747867499999999	0	0	0
TANC1	NA	0	0	0
ADAMTS5	-0.34370999999999996	0	0	1
NLGN1	-0.3509335	0	0	0
SFMBT2	NA	0	0	0
YTHDF3	NA	0	0	0
HIAT1	-0.46854375000000004	0	0	1
UHRF2	-0.64804975	0	0	0
GNB1	-0.368541625	0	0	0
GNAI2	-1.0486188749999998	0	0	0
EIF3A	-0.972607875	0	0	0
SOLH	NA	0	0	1
NCKAP1	NA	0	0	0
TCF12	-0.01614579166665	0	0	0
ZFAND3	-0.9736996250000001	0	0	0
ZNF238	NA	0	0	0
CNN2	NA	0	0	0
EGFR	-1.518859	0	1	0
ROD1	NA	0	0	0
SF3B1	-1.9460791249999998	0	1	0
PVRL1	0.082262375	0	0	0
UACA	-3.298559875	0	0	0
RASA3	-0.722705375	0	0	0
RPL13	NA	0	0	0
GRK5	-0.624491625	0	0	0
KIAA1033	NA	0	0	0
PSD	NA	0	0	0
PXN	NA	0	0	0
CCDC88A	NA	0	0	0
HP1BP3	NA	0	0	0
SPAG7	NA	0	0	0
USP32	-1.4578316249999999	0	0	0
BTG2	-1.055450375	0	0	0
DNAJA1	NA	0	0	0
EHBP1	-0.10344087499999999	0	0	0
ANP32E	0.185532125	0	0	0
RSF1	NA	0	0	0
CDKN2D	-0.14939775	0	0	0
WARS	-1.105053625	0	0	0
SMIM3	-0.6695861249999999	0	0	0
ZNF706	-1.09354775	0	0	0
DCAF5	NA	0	0	0
KHDRBS1	-0.9005805	0	0	0
TET2	NA	1	0	0
SLC16A2	-0.926806875	0	0	0
SIRPA	-0.6291377499999999	1	0	0
TUBGCP6	NA	0	0	0
IGFBP5	-0.387515	0	0	0
NFATC4	-0.525408625	0	0	0
RPS6KA3	-0.535921875	0	0	0
CKAP4	NA	0	0	0
TSPAN14	NA	0	0	0
SRP72	NA	0	0	0
UBA5	-1.19995225	0	0	0
ASXL1	NA	1	0	0
GALNT4	0.3226712083335	0	0	0
FAM111A	NA	0	0	0
ANKHD1-EIF4EBP3	-0.560809375	0	0	1
PTX3	NA	0	0	0
UBE2K	-0.461744375	0	0	0
BCLAF1	-0.901087	0	0	0
ZFP91	-1.51115275	0	0	0
HEY2	-0.8605067083335001	0	0	0
EEF1G	NA	0	0	0
ZNF250	-1.050742	0	0	0
MAB21L1	NA	0	0	0
KCTD11	-0.62183325	0	0	0
RAB40C	-0.040873375	0	0	0
PLXNA2	0.7815274999999999	0	0	0
TYW1B	-0.233416875	0	0	1
MSI2	-0.666343625	0	1	0
PPP4R2	-0.30048616666649997	0	0	0
CAMK2N1	-0.478397	0	0	0
GTF2A1	-0.8163962499999999	0	0	0
RPL26	NA	0	0	0
PHPT1	-0.383306625	0	0	0
HOXA11	-0.109940375	1	1	0
GFOD1	0.520950625	0	0	0
SHOC2	NA	0	0	0
ZDHHC14	NA	0	0	0
RNF149	0.06181025	0	0	0
ADNP	-1.867313125	0	0	0
HMGN4	0.257225125	0	0	0
RPLP1	NA	0	0	0
HMGN1	0.407706625	0	0	0
FLNB	-0.262798875	0	0	0
HOOK2	NA	0	0	0
BAHD1	NA	0	0	0
EEA1	-0.52258625	0	0	0
YWHAE	-1.09770875	1	0	0
C14ORF43	NA	0	0	0
SCLT1	NA	0	0	0
MARCH6	NA	0	0	0
TEAD3	-0.9150225	0	0	0
PDLIM7	NA	0	0	0
ANP32B	-0.349950875	0	0	0
SMARCA5	-0.465144	0	0	0
YWHAG	-0.8868702500000001	0	0	0
CCNT2	-1.2450800000000002	0	0	0
S1PR1	-0.244495125	0	0	0
B3GALNT2	-1.4427387500000002	0	0	0
THBD	-0.1417995	0	0	0
SLC12A4	-0.60558025	0	0	0
NAA15	-0.179359125	0	0	0
CREB1	-0.90319025	0	1	0
MORF4L2	-1.083042125	0	0	0
STARD4	-0.71801075	0	0	0
GNB2	-0.9340777499999999	0	0	0
SBNO2	NA	0	0	0
DCUN1D4	NA	0	0	1
LASS2	NA	0	0	0
EIF4A3	-2.7497540000000003	0	0	0
MLL4	NA	0	0	0
PGAM1	-0.279039625	0	0	0
STARD13	0.044747499999999996	0	0	0
WSB1	NA	0	0	0
CALU	-0.5757494999999999	0	0	0
REST	-1.5956133750000001	0	0	0
CALM1	-1.1035255	0	0	0
NAMPT	0.23795349999999998	0	0	0
RAB14	-0.24574725	0	0	0
P4HA1	-0.6715487499999999	0	0	0
CAP1	-1.4060294999999998	0	0	0
DNAJB6	-0.8838412499999999	0	0	0
FJX1	-0.8999208750000001	0	0	0
ABTB2	NA	0	0	0
HERPUD2	-1.0939273749999998	0	0	0
EDN1	-1.690796625	0	0	0
TBPL1	-0.68185375	0	0	0
KDM5A	NA	0	1	0
RPS9	-3.7461692500000003	0	0	0
PGAP1	0.24338062500000002	0	0	0
CCNG2	-0.647622	0	0	0
ZNF710	NA	0	0	0
PPP6R1	NA	0	0	0
MED13	0.04994225	0	0	0
MARK2	0.20228275	0	0	0
RGL2	0.012926	0	0	1
EDIL3	-0.021388375	0	0	0
ADRB2	0.153772625	0	0	0
SMARCC1	-1.432346125	0	0	0
FCHSD2	NA	0	0	0
CREB3L2	-0.713074625	0	1	0
MAFB	-0.9690963749999999	0	1	0
PUM1	NA	0	0	0
ATAD2B	-0.117725625	0	0	0
ETV5	-0.254367125	0	1	0
CNOT2	-0.8842255000000001	0	0	0
FLNC	-0.40587874999999995	0	0	0
RAI14	NA	0	0	0
HLX	-0.510898875	0	0	0
GSPT1	NA	0	0	0
RAP1GDS1	-1.322068875	0	1	0
TDRD3	-2.2397991250000002	0	0	0
PTP4A2	-0.653612125	0	0	0
CHD4	-1.96507275	0	1	0
CPNE1	-1.679360166665	0	0	0
RPL10	NA	1	0	0
ZNF384	-0.9833529166665	0	0	0
DNAJC14	NA	0	0	0
SYDE2	NA	0	0	1
TMEM115	NA	0	0	0
LCORL	-1.06661575	0	0	0
BAZ1B	-0.5210306250000001	0	0	0
TFAP4	-0.396246875	0	0	0
LGR4	-1.018435875	0	0	0
P4HB	-0.813984	0	0	0
NUMB	-0.9088776249999999	0	0	0
KDELC1	NA	0	0	0
TRIM7	1.04876575	0	0	0
LRRC27	-3.298559875	0	0	1
CHSY1	-0.040102375	0	0	0
ZNF639	NA	0	0	0
TRIM33	-1.523203625	1	0	0
ARHGAP11B	NA	0	0	1
TNPO1	-1.608312625	0	0	0
VDAC1	NA	0	0	0
SENP6	-1.1940776249999998	0	0	0
BICD1	NA	0	0	0
CPD	-0.119822125	0	0	0
MAP1B	-0.99119475	0	0	0
SSR3	-0.5263990000000001	0	0	0
GPC6	NA	0	0	0
PLXDC2	-0.36423975	0	0	0
RAB5A	-1.229362875	0	0	0
ADCY9	-0.9100023749999999	0	0	0
RPL10A	NA	0	0	0
ARHGEF40	NA	0	0	0
KIRREL	NA	0	0	1
SHF	NA	0	0	0
FUT8	-0.071998	0	0	0
SLC35C1	-1.8239545000000001	0	0	0
GNAI3	-0.185792875	0	0	0
KITLG	0.211558875	0	0	0
AKAP8	-0.728177625	0	0	0
GPC1	NA	0	0	0
DYNLL1	-0.8235282500000001	0	0	0
NOG	0.135187	0	0	0
NOP56	NA	0	0	0
ATP8B2	0.0026697500000000002	0	0	0
USP47	-0.95889275	0	0	0
SLC25A3	-0.161163375	0	0	0
IFI16	-0.689249625	0	0	0
ZFPM1	-1.545896125	0	0	0
ZNF622	NA	0	0	0
NAA30	NA	0	0	0
MAPKBP1	-0.451546875	0	0	0
SS18	NA	0	0	0
SPCS3	NA	0	0	0
PSMB2	-3.4358	0	0	0
CLOCK	-0.5254196250000001	0	0	0
SOD2	NA	0	0	0
TRAF3IP2	-1.48170325	0	0	0
MZT2A	-3.298559875	0	0	0
WDR44	-1.213887375	0	0	1
CSNK1G2	-1.050396875	0	0	0
PRAGMIN	NA	0	0	0
TMED2	-0.770766375	0	0	0
TRIM28	-1.146768625	0	0	0
MARS2	-0.336152625	0	0	0
RPL37A	NA	0	0	0
XBP1	-1.4521713749999998	0	0	0
ARL6IP5	0.136784125	0	0	0
ZC3HAV1	NA	0	0	0
CLCN3	-0.370302125	0	0	0
MKRN2	-0.123371125	0	0	0
EIF4G3	NA	0	0	0
GLI3	-0.6863915	0	0	0
KDM4C	-0.28936850000000003	0	0	0
MARCH7	NA	0	0	0
CHST2	-1.2372393750000001	0	0	0
FBXO32	NA	0	0	0
S100A11	-0.872248	0	0	0
SUV39H2	-0.753634625	0	0	0
FOXF2	-0.335250375	0	0	0
UBTD2	-0.8800835	0	0	0
MYOF	NA	0	0	0
TSC22D4	-0.911636375	0	0	0
PKP4	NA	0	0	0
PRPSAP2	-0.946016125	0	0	0
ENY2	-1.3597792499999999	0	0	0
EIF4B	-1.17861	0	0	0
CCT8	NA	0	0	0
RPL21	NA	0	0	0
GNB1L	-0.5809105	0	0	0
APLP2	-0.578238375	0	0	0
HMGA1	-0.45425875	0	1	0
BARD1	-1.242269125	1	0	0
ZFX	-1.4214232500000001	0	0	0
MIS18BP1	-0.136458375	0	0	0
ITGAV	-1.32371425	0	0	0
TJP1	0.44930237500000003	0	0	0
RRM2B	-0.8899018750000001	0	0	0
PLAU	-0.097496375	0	0	0
WHSC1L1	-0.8332982499999999	0	1	0
LETM2	-1.576781	0	0	0
CCNE2	-1.069841625	0	0	0
VASN	NA	0	0	0
BRD3	0.074473	0	1	0
RNPS1	-1.199065875	0	0	0
AFF1	-0.419580625	0	0	0
CASC4	NA	0	0	0
RGS2	-1.061511125	0	0	0
RARB	-0.213889625	0	0	0
ESYT2	NA	0	0	0
CDKN2B	0.32870187500000003	0	0	0
TRIM11	-0.74119775	0	0	0
SAV1	NA	0	0	0
CTSB	-0.3603615	0	0	0
EIF5	NA	0	0	0
MEST	-0.850177875	0	0	0
CLCF1	NA	0	0	0
HK2	-0.742639375	0	0	0
LRBA	NA	0	0	0
ZNF425	NA	0	0	0
CLK4	-0.412757375	0	0	0
TFE3	-0.625427625	0	1	0
RNF103	-0.906533625	0	0	0
MGRN1	-0.187334875	0	0	0
TXNDC17	-0.681883875	0	0	0
ATP2C1	-0.717533	0	0	0
BAG2	0.184024625	0	0	0
MAPK8IP3	-1.4878616249999999	0	0	0
CCDC8	NA	0	0	0
USP34	-1.390688375	0	0	0
BCL11B	-0.51349875	1	1	0
IMPDH1	-0.039827875	0	0	0
KIAA0174	NA	0	0	0
RASSF8	NA	0	0	0
JAK2	-0.332666	0	1	0
ARHGAP11A	-1.660305833335	0	0	0
GLTSCR1	-0.7700923749999999	0	0	0
CNNM2	0.023582125000000002	0	0	0
BICD2	-1.4173568749999998	0	0	0
LSS	-0.82153075	0	0	1
NAB1	-0.939263375	0	0	0
METRNL	NA	0	0	0
ZNF263	-0.54457925	0	0	0
AR	-0.37859112500000003	0	1	0
BAG5	-2.138436375	0	0	0
EMP3	-0.0885795	0	0	0
UBE2I	-0.7291673750000001	0	0	0
C9ORF102	NA	0	0	0
MDGA1	NA	0	0	0
SNAI1	-1.2752759999999999	0	0	0
C6ORF120	NA	0	0	1
RHEB	-0.674157	0	0	0
KBTBD2	NA	0	0	0
IGFBP3	0.00238425	0	0	0
SNTB1	-0.80877425	0	0	0
USP25	-0.28812066666650005	0	0	0
MED13L	-1.6277063749999998	0	0	0
NOM1	-3.298559875	0	0	0
CARHSP1	-0.9942728750000001	0	0	0
ARID3A	-0.25926150000000003	0	0	0
EIF3B	NA	0	0	0
LRCH1	NA	0	0	0
HMGB1	-2.5106535	0	0	0
MATR3	-0.689985125	0	0	0
LSM14A	NA	0	0	0
CTSC	-0.163832	0	0	0
NEDD4L	-0.125026625	0	0	0
HMGCR	-0.45142525	0	0	0
PNPLA6	0.506367625	0	0	0
TOX	-1.4802943750000002	0	0	0
CMIP	NA	0	0	0
C1GALT1	-0.6995842083335	0	0	0
IGFBP7	-1.018164	0	0	0
QSOX1	0.1198025	0	0	0
MTF2	-0.43586437499999997	0	0	0
