Gene	noncoding_mutation_rate	TSG	OG	NG
CTNND1	3.42E-06	0	0	0
KAZALD1	1.88E-06	0	0	0
RAD23B	2.85E-06	0	0	0
CKS2	2.50E-06	0	0	0
ZBTB41	4.81E-06	0	0	0
EGR3	1.81E-06	0	0	0
ING2	2.27E-06	0	0	0
FGFR1	2.33E-06	0	1	0
PMAIP1	3.77E-06	0	0	0
RHOA	1.80E-06	1	1	0
TRIM41	1.43E-05	0	0	0
ATP1B1	3.07E-06	0	0	0
TBL1XR1	3.75E-06	1	1	0
TGFBR2	2.24E-06	1	0	0
RASSF3	2.64E-06	0	0	0
TACC1	2.61E-06	0	0	0
PTPN1	2.44E-06	0	0	0
ARHGAP12	3.34E-06	0	0	0
PTMS	2.52E-06	0	0	0
RFX7	2.62E-06	0	0	0
FNDC3B	2.84E-06	0	0	0
ZBTB2	3.36E-06	0	0	0
TMEM64	4.76E-06	0	0	0
DKK1	4.58E-06	0	0	0
SEC61A1	2.48E-06	0	0	0
MTMR4	2.35E-06	0	0	0
BCL9L	2.29E-06	1	1	0
PTPN12	3.20E-06	0	0	0
BMPR1A	2.57E-06	1	1	0
DYRK2	3.33E-06	0	0	0
LOX	3.64E-06	0	0	0
IDI1	3.85E-06	0	0	0
PDGFA	3.60E-06	0	0	0
HS3ST3A1	3.78E-06	0	0	0
IRX3	2.44E-06	0	0	0
AXL	2.73E-06	0	0	0
STX16	3.01E-06	0	0	0
ZNF521	4.57E-06	0	1	0
RALY	2.32E-06	0	0	0
DMTF1	4.62E-06	0	0	0
TMPO	3.51E-06	0	0	0
LBH	2.53E-06	0	0	0
SH2B3	2.64E-06	1	0	0
CAMSAP1L1	2.70E-06	0	0	0
TGOLN2	1.91E-06	0	0	0
TRIP12	3.11E-06	0	0	0
EZR	2.65E-06	0	0	0
PCMTD1	4.96E-06	0	0	0
USP22	4.21E-06	0	0	0
FAM129B	2.01E-06	0	0	0
CKS1B	2.43E-06	0	0	0
GOLPH3	3.15E-06	0	0	0
ZCCHC3	3.06E-06	0	0	0
PDLIM5	2.77E-06	0	0	0
CAPRIN1	2.42E-06	0	0	0
DUSP14	2.80E-06	0	0	0
CDKN2A	2.76E-06	1	0	0
SLC16A3	NA	0	0	0
BSG	4.34E-06	0	0	0
SMG7	2.75E-06	0	0	0
ELOVL6	3.35E-06	0	0	0
TMED5	1.83E-06	0	0	0
ZNF436	1.73E-06	0	0	0
TXN	2.78E-06	0	0	0
SRRM2	NA	0	0	0
MAGI2	4.75E-06	0	0	0
ASF1A	2.71E-06	0	0	0
HNRPLL	1.64E-06	0	0	0
KIF5B	3.23E-06	0	0	0
SMARCD3	2.48E-06	0	0	0
SMEK1	2.13E-06	0	0	0
RHOB	1.96E-06	0	0	0
SET	2.05E-06	0	1	0
TNIK	3.33E-06	0	0	0
MECOM	3.37E-06	0	1	0
KCTD15	2.72E-06	0	0	1
RAB30	3.06E-06	0	0	0
AMIGO2	2.48E-06	0	0	0
TBC1D2	2.28E-06	0	0	0
PRDM1	2.29E-06	1	0	0
KIF13A	2.62E-06	0	0	0
TARS	5.34E-06	0	0	0
FADS2	2.24E-06	0	0	0
MORF4L1	2.79E-06	0	0	0
DCN	3.27E-06	0	0	0
CHST11	2.64E-06	0	1	0
CNBP	2.50E-06	1	0	0
PSME4	2.70E-06	0	0	0
SPEN	1.95E-06	1	0	0
HIPK2	2.28E-06	0	0	0
CGGBP1	5.13E-06	0	0	0
IRF2	2.00E-06	0	0	0
UBQLN2	3.12E-06	0	0	0
CDK12	2.28E-06	1	0	0
SIX4	2.50E-06	0	0	0
LUC7L2	2.33E-06	0	0	0
SIX5	2.16E-06	0	0	0
FERMT2	2.45E-06	0	0	0
PTRF	2.07E-06	0	0	0
NAV1	2.37E-06	0	0	0
MAZ	NA	0	0	0
WLS	2.96E-06	0	0	0
NOTCH2NL	NA	0	0	0
TOP1	2.68E-06	0	0	0
FAM36A	3.35E-06	0	0	0
TPBG	3.42E-06	0	0	0
FOSB	2.11E-06	0	0	0
COL5A1	3.65E-06	0	0	0
RBM14	1.94E-06	0	0	0
CHIC2	2.93E-06	0	0	0
AX747619	NA	0	0	0
SMURF2	2.74E-06	0	0	0
FBXW7	2.04E-06	1	0	0
EIF4G1	2.83E-06	0	0	0
AXIN2	2.51E-06	1	0	0
UNC5B	1.84E-06	0	0	0
SNRPD3	3.09E-06	0	0	0
RREB1	2.79E-06	0	0	0
BCR	4.18E-06	0	0	0
WASL	3.92E-06	0	0	0
SOBP	2.23E-06	0	0	0
MAP3K14	2.66E-06	0	0	0
FBRS	2.05E-06	0	0	0
CHMP1B	NA	0	0	0
PRPF38B	2.22E-06	0	0	0
ANXA11	2.93E-06	0	0	0
GCLC	2.48E-06	0	0	0
WAC	3.07E-06	0	0	0
ANKRD12	2.27E-06	0	0	0
ITM2B	2.63E-06	0	0	0
ADH5	2.25E-06	0	0	0
PJA2	3.01E-06	0	0	0
CHD1	3.67E-06	0	0	0
CNOT6L	2.28E-06	0	0	0
TMEM2	3.22E-06	0	0	0
TUBB6	2.72E-06	0	0	0
HTR1B	6.05E-06	0	0	0
BASP1	4.97E-06	0	0	0
GDNF	4.11E-06	0	0	0
USP53	3.29E-06	0	0	0
RBMS1	1.91E-06	0	0	0
CLASP1	2.78E-06	0	0	0
ZNF207	3.09E-06	0	0	0
CAND1	3.18E-06	0	0	0
USP1	2.16E-06	0	0	0
GOLIM4	3.98E-06	0	0	0
ASH1L	2.20E-06	0	0	0
MYL12B	2.18E-06	0	0	0
SUGT1	3.66E-06	0	0	0
LEPRE1	1.73E-06	0	0	0
HOXA9	3.12E-06	1	1	0
MAN2A1	3.74E-06	0	0	0
SH3BP4	2.53E-06	0	0	0
CIRBP	2.71E-06	0	0	0
PTP4A1	4.74E-06	0	0	0
LOXL1	2.52E-06	0	0	0
FAM20C	3.79E-06	0	0	0
SETD2	1.61E-06	1	0	0
SKA2	2.39E-06	0	0	0
UBE2E3	3.59E-06	0	0	0
CUL1	3.52E-06	0	0	0
ZBTB5	2.30E-06	0	0	0
LRRC1	2.96E-06	0	0	0
RCOR3	3.70E-06	0	0	0
CTTNBP2NL	2.36E-06	0	0	0
FHL2	2.93E-06	0	0	0
ILF3	2.13E-06	0	0	0
LRRFIP2	2.32E-06	0	0	0
LPAR1	2.89E-06	0	0	0
SLC25A28	2.57E-06	0	0	0
ATXN2L	5.39E-06	0	0	0
CENPN	2.59E-06	0	0	0
MICB	2.35E-06	0	0	0
DRAP1	2.04E-06	0	0	1
GTF2I	4.31E-06	0	0	0
FLI1	2.64E-06	0	1	0
DNMBP	2.16E-06	0	0	0
TBCC	2.27E-06	0	0	0
PYGB	3.98E-06	0	0	0
RFX3	2.37E-06	0	0	0
ARPC2	2.14E-06	0	0	0
MAGI1	2.58E-06	0	0	0
KLF5	2.67E-06	0	0	0
ITGA5	3.74E-06	0	0	0
HSPH1	2.92E-06	0	0	0
PLXND1	3.44E-06	0	0	0
CEP57	2.21E-06	0	0	0
USO1	2.23E-06	0	0	0
NFKB2	1.70E-06	1	1	0
SCARB2	1.85E-06	0	0	0
DPF3	3.31E-06	0	0	0
PPM1B	2.40E-06	0	0	0
PIK3R3	1.66E-06	0	0	0
SERTAD1	2.38E-06	0	0	0
RSBN1L	3.16E-06	0	0	0
ROCK2	2.24E-06	0	0	0
SMCHD1	2.80E-06	0	0	0
SEC31A	1.93E-06	0	0	0
GZF1	4.25E-06	0	0	0
SLC33A1	3.75E-06	0	0	0
BAMBI	3.05E-06	0	0	0
FNDC3A	2.16E-06	0	0	0
HOMER1	2.30E-06	0	0	0
ORC4	NA	0	0	0
COL8A1	4.12E-06	0	0	0
KPNA4	3.51E-06	0	0	0
PTPRK	3.15E-06	1	0	0
AP2S1	2.38E-06	0	0	0
PIM3	NA	0	0	0
RAP2C	2.52E-06	0	0	0
ADAM10	2.33E-06	0	0	0
SNX5	2.98E-06	0	0	0
C20ORF72	2.98E-06	0	0	0
ARHGAP29	1.62E-06	0	0	0
C1ORF9	3.25E-06	0	0	0
FBXO30	3.86E-06	0	0	0
STK35	2.88E-06	0	0	0
PATZ1	2.10E-06	1	0	0
EPHB4	3.13E-06	0	0	0
KIF11	2.04E-06	0	0	0
ZHX1	2.56E-06	0	0	0
SLMAP	2.06E-06	0	0	0
NEK6	2.20E-06	0	0	0
PRKCA	2.47E-06	0	0	0
PSMA3	2.98E-06	0	0	0
TMEM47	5.25E-06	0	0	0
SRSF1	NA	0	0	0
RASAL2	3.25E-06	0	0	0
PRKAB2	8.58E-06	0	0	0
SEMA6A	2.85E-06	0	0	0
SRP54	2.07E-06	0	0	0
MVP	NA	0	0	0
PURA	1.72E-06	0	0	0
HS6ST1	2.65E-06	0	0	0
EGR2	2.99E-06	0	0	0
JMY	2.33E-06	0	0	0
SCAND2	NA	0	0	0
STK24	2.37E-06	0	0	0
PTPN13	2.07E-06	1	0	0
SMC5	2.88E-06	0	0	0
VAPA	2.08E-06	0	0	0
GSK3A	2.66E-06	0	0	0
RNF44	3.16E-06	0	0	0
GNG5	1.83E-06	0	0	0
HSP90AB1	2.63E-06	0	0	0
C14ORF135	2.89E-06	0	0	0
MMP14	2.11E-06	0	0	0
FBXL5	2.24E-06	0	0	0
LMNB1	2.02E-06	0	0	0
FRAT2	1.90E-06	0	0	0
REL	2.49E-06	0	1	0
STUB1	2.96E-06	0	0	0
APBB2	2.54E-06	0	0	0
PLEKHO1	3.79E-06	0	0	0
HOXA10	3.12E-06	0	0	0
ARL4A	4.04E-06	0	0	0
TMBIM1	2.12E-06	0	0	1
PPP2R5A	2.47E-06	0	0	0
FBXL19	2.23E-06	0	0	0
ARIH1	2.21E-06	0	0	0
PTPN21	3.13E-06	0	0	0
MTA2	2.57E-06	0	0	0
HOXB5	2.90E-06	0	0	0
ASNA1	2.83E-06	0	0	0
RXRA	3.08E-06	0	0	0
SPATS2L	1.98E-06	0	0	1
DLG1	3.82E-06	0	0	0
RAB33B	2.10E-06	0	0	0
RAB2A	3.96E-06	0	0	0
TP53INP1	3.00E-06	0	0	0
ZBED5	NA	0	0	1
MMP16	9.31E-06	0	0	0
MPZL1	2.87E-06	0	0	0
LEMD3	3.01E-06	0	0	0
SLC39A10	3.54E-06	0	0	0
VEGFC	5.88E-06	0	0	0
TRIM52	1.43E-05	0	0	0
WDR74	2.80E-06	0	0	0
VCL	1.93E-06	0	0	0
S100A16	3.16E-06	0	0	0
SHC1	2.43E-06	0	0	0
ZNF217	3.32E-06	0	0	0
TPM1	2.10E-06	0	0	0
PRRT2	NA	0	0	0
COL5A2	3.25E-06	0	0	0
ZMYM2	3.11E-06	0	0	0
MTDH	3.31E-06	0	0	0
CCNK	2.74E-06	0	0	0
SRGAP1	3.48E-06	0	0	0
RPS6	2.82E-06	0	0	0
HOXB3	2.90E-06	0	0	0
MLEC	2.64E-06	0	0	0
FGF2	2.71E-06	0	0	0
FOXL1	3.56E-06	0	0	0
MZF1	3.06E-06	0	0	0
ANXA1	3.11E-06	0	0	0
SEPT7	3.52E-06	0	0	0
GULP1	4.04E-06	0	0	0
FGF9	3.53E-06	0	0	0
ZCCHC6	3.10E-06	0	0	0
MMP17	NA	0	0	0
HECTD1	2.21E-06	0	0	0
SH3GLB1	2.31E-06	0	0	0
NAV2	2.78E-06	0	0	0
CDC37	2.20E-06	0	0	0
TOPORS	3.39E-06	0	0	0
B2M	2.36E-06	1	0	0
SEC22B	5.35E-06	0	0	0
WDR82	1.64E-06	0	0	0
SLC7A5P1	NA	0	0	0
TRIM25	2.82E-06	0	0	0
SLFN5	2.86E-06	0	0	0
SSBP3	NA	0	0	0
FBN2	2.89E-06	0	0	0
PTGER2	2.80E-06	0	0	0
STARD7	3.14E-06	0	0	0
SOCS1	1.76E-06	1	0	0
CTGF	3.45E-06	0	0	0
RCOR1	2.10E-06	0	0	0
SOCS5	1.79E-06	0	0	0
ANKRD11	NA	0	0	0
C7ORF58	3.94E-06	0	0	0
APP	3.50E-06	0	0	0
FAM198B	4.15E-06	0	0	1
ZMYM5	3.92E-06	0	0	0
MLL3	4.50E-06	0	0	0
USP24	2.12E-06	0	0	0
CTIF	NA	0	0	0
WWC2	2.51E-06	0	0	0
CDH2	6.20E-06	0	0	0
KDM2A	2.58E-06	0	0	0
NCBP1	2.41E-06	0	0	0
GLI1	2.21E-06	0	1	0
CLIC4	1.97E-06	0	0	0
MAP3K5	2.37E-06	0	0	0
LENG8	5.48E-06	0	0	1
STX10	2.81E-06	0	0	1
IER2	2.81E-06	0	0	0
ELK3	2.89E-06	0	0	0
SERTAD2	2.03E-06	0	0	0
KIAA0247	2.27E-06	0	0	0
RPL37	5.24E-06	0	0	0
CLTA	2.10E-06	0	0	0
BMP2K	2.59E-06	0	0	0
COX6B1	2.43E-06	0	0	0
CCNY	2.89E-06	0	0	0
NRG1	5.12E-06	1	0	0
ANTXR2	3.35E-06	0	0	0
PCDH9	6.04E-06	0	0	0
MAGI3	2.10E-06	0	0	0
PRR12	2.69E-06	0	0	1
MRC2	2.74E-06	0	0	0
TAB2	2.29E-06	0	0	0
HNRNPC	2.79E-06	0	0	0
PAPD5	2.37E-06	0	0	0
NACA	2.24E-06	0	0	0
AZIN1	2.86E-06	0	0	0
RHOC	2.21E-06	0	0	0
AHDC1	1.57E-06	0	0	0
TRAF4	2.19E-06	0	0	0
UBR5	2.75E-06	1	0	0
PHLPP1	2.23E-06	0	0	0
RALA	3.56E-06	0	0	0
LRRFIP1	2.11E-06	0	0	0
BMP2	4.43E-06	0	0	0
SEMA3A	5.06E-06	0	0	0
CDV3	3.15E-06	0	0	0
STAG1	3.10E-06	1	0	0
RAPH1	1.95E-06	0	0	0
TNKS2	2.17E-06	0	0	0
OSMR	3.69E-06	0	0	0
TBC1D10B	2.01E-06	0	0	0
NPR3	4.18E-06	0	0	0
SSH1	2.66E-06	0	0	0
EIF4A1	2.21E-06	0	0	0
FBXW11	1.90E-06	0	0	0
PIP5K1A	2.44E-06	0	0	0
RIPK2	5.15E-06	0	0	0
SEMA4C	2.73E-06	0	0	0
PPP1CC	2.68E-06	0	0	0
TAF8	2.32E-06	0	0	0
ZHX2	2.88E-06	0	0	0
ARHGAP10	2.68E-06	0	0	0
NUCKS1	2.66E-06	0	0	0
SETD7	2.04E-06	0	0	0
MMS19	1.92E-06	0	0	0
ABL1	2.43E-06	0	1	0
FIGN	5.15E-06	0	0	0
RAB35	2.61E-06	0	0	1
ACIN1	2.08E-06	0	0	0
KIAA1967	1.79E-06	0	0	0
HBP1	3.18E-06	0	0	0
RBM26	3.64E-06	0	0	0
AZI2	3.29E-06	0	0	0
TMEM50A	1.75E-06	0	0	1
BICC1	3.70E-06	0	0	0
ETNK1	3.80E-06	1	0	0
UGDH	2.30E-06	0	0	0
SKP1	1.59E-06	0	0	0
RPL23	2.88E-06	0	0	0
EGLN2	2.60E-06	0	0	0
CAPZB	1.76E-06	0	0	0
HDGFRP2	2.59E-06	0	0	0
HERC4	2.88E-06	0	0	0
C4ORF34	2.32E-06	0	0	0
INPPL1	3.28E-06	0	0	0
RAP1B	2.85E-06	0	0	0
MEGF9	2.33E-06	0	0	0
TNRC6B	2.31E-06	0	0	0
SMURF1	2.85E-06	0	0	0
LARGE	3.35E-06	0	0	1
INTS6	2.36E-06	0	0	0
PABPC4	2.02E-06	0	0	0
SPTBN1	1.71E-06	0	0	0
FSTL1	3.03E-06	0	0	0
PSMB3	3.02E-06	0	0	0
RFWD2	5.44E-06	0	0	0
NCOA2	3.82E-06	0	1	0
VPS37B	2.32E-06	0	0	0
SESN3	2.36E-06	0	0	0
LBR	2.87E-06	0	0	0
MARK3	2.33E-06	0	0	0
LIMD1	1.75E-06	0	0	0
CAPN2	3.53E-06	0	0	0
UBE2R2	2.15E-06	0	0	0
HNRNPA3	2.46E-06	0	0	0
PAFAH1B1	2.47E-06	0	0	0
PAPPA	3.99E-06	0	0	0
DDR2	3.64E-06	0	1	0
PPIA	2.62E-06	0	0	0
PDE8A	2.77E-06	0	0	0
TOP2B	3.30E-06	0	0	0
TRNP1	1.69E-06	0	0	0
FRAS1	2.27E-06	0	0	0
PCGF2	3.08E-06	0	0	0
MEX3A	2.36E-06	0	0	0
VAV2	2.46E-06	0	0	0
CDC42EP2	2.05E-06	0	0	0
GLCCI1	3.39E-06	0	0	0
YWHAQ	1.97E-06	0	0	0
MAPK6	1.97E-06	0	0	0
NDRG1	3.08E-06	1	0	0
APPBP2	2.39E-06	0	0	0
ARPC5L	2.13E-06	0	0	0
PKN2	2.26E-06	0	0	0
PHLDB2	2.95E-06	0	0	0
PCSK5	3.31E-06	0	0	0
C11ORF95	NA	0	0	0
PIK3CA	4.17E-06	0	1	0
FRYL	4.59E-06	0	0	0
CLDND2	3.67E-06	0	0	1
SPAG4	2.34E-06	0	0	0
PDZRN3	3.80E-06	0	0	1
COL6A1	NA	0	0	0
PHF13	1.86E-06	0	0	0
BAZ1A	2.16E-06	1	0	0
DSP	2.68E-06	0	0	0
TIAL1	2.15E-06	0	0	0
TANC1	1.81E-06	0	0	0
ADAMTS5	4.49E-06	0	0	1
NLGN1	5.70E-06	0	0	0
SFMBT2	4.63E-06	0	0	0
YTHDF3	5.86E-06	0	0	0
HIAT1	2.30E-06	0	0	1
UHRF2	2.17E-06	0	0	0
GNB1	2.55E-06	0	0	0
GNAI2	1.53E-06	0	0	0
EIF3A	2.23E-06	0	0	0
SOLH	3.17E-06	0	0	1
NCKAP1	3.73E-06	0	0	0
TCF12	2.33E-06	0	0	0
ZFAND3	2.45E-06	0	0	0
ZNF238	3.85E-06	0	0	0
CNN2	3.22E-06	0	0	0
EGFR	4.01E-06	0	1	0
ROD1	1.82E-06	0	0	0
SF3B1	2.55E-06	0	1	0
PVRL1	2.06E-06	0	0	0
UACA	2.35E-06	0	0	0
RASA3	NA	0	0	0
RPL13	NA	0	0	0
GRK5	2.07E-06	0	0	0
KIAA1033	2.78E-06	0	0	0
PSD	1.70E-06	0	0	0
PXN	2.54E-06	0	0	0
CCDC88A	2.04E-06	0	0	0
HP1BP3	1.99E-06	0	0	0
SPAG7	2.17E-06	0	0	0
USP32	2.35E-06	0	0	0
BTG2	2.40E-06	0	0	0
DNAJA1	2.70E-06	0	0	0
EHBP1	2.40E-06	0	0	0
ANP32E	3.63E-06	0	0	0
RSF1	2.62E-06	0	0	0
CDKN2D	2.16E-06	0	0	0
WARS	2.23E-06	0	0	0
SMIM3	NA	0	0	0
ZNF706	2.78E-06	0	0	0
DCAF5	1.93E-06	0	0	0
KHDRBS1	1.80E-06	0	0	0
TET2	2.64E-06	1	0	0
SLC16A2	3.23E-06	0	0	0
SIRPA	2.95E-06	1	0	0
TUBGCP6	NA	0	0	0
IGFBP5	2.68E-06	0	0	0
NFATC4	2.23E-06	0	0	0
RPS6KA3	2.62E-06	0	0	0
CKAP4	2.84E-06	0	0	0
TSPAN14	3.14E-06	0	0	0
SRP72	2.77E-06	0	0	0
UBA5	3.40E-06	0	0	0
ASXL1	2.34E-06	1	0	0
GALNT4	NA	0	0	0
FAM111A	3.91E-06	0	0	0
ANKHD1-EIF4EBP3	2.14E-06	0	0	1
PTX3	NA	0	0	0
UBE2K	2.36E-06	0	0	0
BCLAF1	2.48E-06	0	0	0
ZFP91	4.35E-06	0	0	0
HEY2	2.91E-06	0	0	0
EEF1G	2.57E-06	0	0	0
ZNF250	3.60E-06	0	0	0
MAB21L1	NA	0	0	0
KCTD11	2.25E-06	0	0	0
RAB40C	3.10E-06	0	0	0
PLXNA2	3.49E-06	0	0	0
TYW1B	NA	0	0	1
MSI2	2.12E-06	0	1	0
PPP4R2	2.88E-06	0	0	0
CAMK2N1	2.00E-06	0	0	0
GTF2A1	2.90E-06	0	0	0
RPL26	2.62E-06	0	0	0
PHPT1	3.19E-06	0	0	0
HOXA11	3.12E-06	1	1	0
GFOD1	2.54E-06	0	0	0
SHOC2	2.55E-06	0	0	0
ZDHHC14	1.53E-06	0	0	0
RNF149	2.28E-06	0	0	0
ADNP	2.46E-06	0	0	0
HMGN4	4.71E-06	0	0	0
RPLP1	2.33E-06	0	0	0
HMGN1	2.62E-06	0	0	0
FLNB	2.03E-06	0	0	0
HOOK2	2.83E-06	0	0	0
BAHD1	NA	0	0	0
EEA1	2.26E-06	0	0	0
YWHAE	2.72E-06	1	0	0
C14ORF43	2.12E-06	0	0	0
SCLT1	3.87E-06	0	0	0
MARCH6	4.78E-06	0	0	0
TEAD3	2.22E-06	0	0	0
PDLIM7	3.25E-06	0	0	0
ANP32B	2.21E-06	0	0	0
SMARCA5	4.41E-06	0	0	0
YWHAG	3.73E-06	0	0	0
CCNT2	3.12E-06	0	0	0
S1PR1	4.22E-06	0	0	0
B3GALNT2	2.93E-06	0	0	0
THBD	4.04E-06	0	0	0
SLC12A4	1.69E-06	0	0	0
NAA15	2.14E-06	0	0	0
CREB1	2.34E-06	0	1	0
MORF4L2	2.92E-06	0	0	0
STARD4	3.83E-06	0	0	0
GNB2	3.11E-06	0	0	0
SBNO2	2.94E-06	0	0	0
DCUN1D4	3.82E-06	0	0	1
LASS2	2.55E-06	0	0	0
EIF4A3	2.67E-06	0	0	0
MLL4	2.52E-06	0	0	0
PGAM1	1.91E-06	0	0	0
STARD13	2.30E-06	0	0	0
WSB1	6.77E-06	0	0	0
CALU	2.69E-06	0	0	0
REST	3.44E-06	0	0	0
CALM1	2.22E-06	0	0	0
NAMPT	2.93E-06	0	0	0
RAB14	1.74E-06	0	0	0
P4HA1	1.74E-06	0	0	0
CAP1	2.16E-06	0	0	0
DNAJB6	4.63E-06	0	0	0
FJX1	2.26E-06	0	0	0
ABTB2	2.31E-06	0	0	0
HERPUD2	4.05E-06	0	0	0
EDN1	2.79E-06	0	0	0
TBPL1	3.00E-06	0	0	0
KDM5A	4.10E-06	0	1	0
RPS9	5.64E-06	0	0	0
PGAP1	2.34E-06	0	0	0
CCNG2	1.92E-06	0	0	0
ZNF710	2.31E-06	0	0	0
PPP6R1	NA	0	0	0
MED13	2.95E-06	0	0	0
MARK2	2.47E-06	0	0	0
RGL2	2.78E-06	0	0	1
EDIL3	4.49E-06	0	0	0
ADRB2	2.10E-06	0	0	0
SMARCC1	1.65E-06	0	0	0
FCHSD2	1.79E-06	0	0	0
CREB3L2	4.47E-06	0	1	0
MAFB	3.09E-06	0	1	0
PUM1	2.27E-06	0	0	0
ATAD2B	2.19E-06	0	0	0
ETV5	2.59E-06	0	1	0
CNOT2	3.49E-06	0	0	0
FLNC	2.66E-06	0	0	0
RAI14	4.10E-06	0	0	0
HLX	4.70E-06	0	0	0
GSPT1	2.13E-06	0	0	0
RAP1GDS1	2.90E-06	0	1	0
TDRD3	3.81E-06	0	0	0
PTP4A2	1.84E-06	0	0	0
CHD4	2.48E-06	0	1	0
CPNE1	2.34E-06	0	0	0
RPL10	2.79E-06	1	0	0
ZNF384	2.47E-06	0	0	0
DNAJC14	2.90E-06	0	0	0
SYDE2	2.06E-06	0	0	1
TMEM115	1.58E-06	0	0	0
LCORL	3.81E-06	0	0	0
BAZ1B	7.50E-06	0	0	0
TFAP4	1.77E-06	0	0	0
LGR4	3.04E-06	0	0	0
P4HB	NA	0	0	0
NUMB	2.29E-06	0	0	0
KDELC1	4.16E-06	0	0	0
TRIM7	1.43E-05	0	0	0
LRRC27	3.91E-06	0	0	1
CHSY1	NA	0	0	0
ZNF639	4.21E-06	0	0	0
TRIM33	2.52E-06	1	0	0
ARHGAP11B	3.03E-06	0	0	1
TNPO1	1.93E-06	0	0	0
VDAC1	1.59E-06	0	0	0
SENP6	3.09E-06	0	0	0
BICD1	2.92E-06	0	0	0
CPD	2.40E-06	0	0	0
MAP1B	2.20E-06	0	0	0
SSR3	3.15E-06	0	0	0
GPC6	5.34E-06	0	0	0
PLXDC2	5.66E-06	0	0	0
RAB5A	3.95E-06	0	0	0
ADCY9	1.71E-06	0	0	0
RPL10A	2.22E-06	0	0	0
ARHGEF40	NA	0	0	0
KIRREL	6.09E-06	0	0	1
SHF	2.42E-06	0	0	0
FUT8	2.57E-06	0	0	0
SLC35C1	2.44E-06	0	0	0
GNAI3	1.63E-06	0	0	0
KITLG	2.81E-06	0	0	0
AKAP8	3.41E-06	0	0	0
GPC1	2.91E-06	0	0	0
DYNLL1	2.56E-06	0	0	0
NOG	3.50E-06	0	0	0
NOP56	2.48E-06	0	0	0
ATP8B2	2.70E-06	0	0	0
USP47	2.30E-06	0	0	0
SLC25A3	3.51E-06	0	0	0
IFI16	6.07E-06	0	0	0
ZFPM1	6.83E-06	0	0	0
ZNF622	4.78E-06	0	0	0
NAA30	3.36E-06	0	0	0
MAPKBP1	1.77E-06	0	0	0
SS18	3.56E-06	0	0	0
SPCS3	6.06E-06	0	0	0
PSMB2	1.90E-06	0	0	0
CLOCK	3.05E-06	0	0	0
SOD2	3.29E-06	0	0	0
TRAF3IP2	2.07E-06	0	0	0
MZT2A	NA	0	0	0
WDR44	2.70E-06	0	0	1
CSNK1G2	2.47E-06	0	0	0
PRAGMIN	NA	0	0	0
TMED2	2.35E-06	0	0	0
TRIM28	3.06E-06	0	0	0
MARS2	3.22E-06	0	0	0
RPL37A	2.57E-06	0	0	0
XBP1	2.41E-06	0	0	0
ARL6IP5	3.01E-06	0	0	0
ZC3HAV1	2.62E-06	0	0	0
CLCN3	2.83E-06	0	0	0
MKRN2	2.13E-06	0	0	0
EIF4G3	1.99E-06	0	0	0
GLI3	5.77E-06	0	0	0
KDM4C	2.50E-06	0	0	0
MARCH7	2.39E-06	0	0	0
CHST2	2.98E-06	0	0	0
FBXO32	2.68E-06	0	0	0
S100A11	3.10E-06	0	0	0
SUV39H2	3.15E-06	0	0	0
FOXF2	2.85E-06	0	0	0
UBTD2	1.82E-06	0	0	0
MYOF	2.02E-06	0	0	0
TSC22D4	3.04E-06	0	0	0
PKP4	2.09E-06	0	0	0
PRPSAP2	3.79E-06	0	0	0
ENY2	5.14E-06	0	0	0
EIF4B	1.99E-06	0	0	0
CCT8	2.39E-06	0	0	0
RPL21	2.66E-06	0	0	0
GNB1L	2.56E-06	0	0	0
APLP2	2.57E-06	0	0	0
HMGA1	2.41E-06	0	1	0
BARD1	3.70E-06	1	0	0
ZFX	2.14E-06	0	0	0
MIS18BP1	NA	0	0	0
ITGAV	3.42E-06	0	0	0
TJP1	3.58E-06	0	0	0
RRM2B	2.73E-06	0	0	0
PLAU	1.93E-06	0	0	0
WHSC1L1	2.31E-06	0	1	0
LETM2	2.31E-06	0	0	0
CCNE2	2.94E-06	0	0	0
VASN	1.83E-06	0	0	0
BRD3	2.57E-06	0	1	0
RNPS1	2.01E-06	0	0	0
AFF1	2.05E-06	0	0	0
CASC4	2.34E-06	0	0	0
RGS2	3.85E-06	0	0	0
RARB	2.98E-06	0	0	0
ESYT2	8.08E-06	0	0	0
CDKN2B	2.85E-06	0	0	0
TRIM11	2.68E-06	0	0	0
SAV1	2.03E-06	0	0	0
CTSB	4.79E-06	0	0	0
EIF5	2.30E-06	0	0	0
MEST	2.23E-06	0	0	0
CLCF1	3.33E-06	0	0	0
HK2	2.50E-06	0	0	0
LRBA	2.30E-06	0	0	0
ZNF425	2.95E-06	0	0	0
CLK4	3.23E-06	0	0	0
TFE3	3.41E-06	0	1	0
RNF103	3.50E-06	0	0	0
MGRN1	2.10E-06	0	0	0
TXNDC17	2.70E-06	0	0	0
ATP2C1	3.13E-06	0	0	0
BAG2	5.74E-06	0	0	0
MAPK8IP3	2.25E-06	0	0	0
CCDC8	2.30E-06	0	0	0
USP34	2.29E-06	0	0	0
BCL11B	3.07E-06	1	1	0
IMPDH1	2.74E-06	0	0	0
KIAA0174	2.45E-06	0	0	0
RASSF8	3.07E-06	0	0	0
JAK2	2.22E-06	0	1	0
ARHGAP11A	3.47E-06	0	0	0
