Gene	Missense_entropy
EEA1	0.058318
YWHAE	0.05544
C14ORF43	0.05679
SCLT1	0.078106
MARCH6	0.10591
TEAD3	0.049752
PDLIM7	0.056531
ANP32B	0.018021
SMARCA5	0.059026
YWHAG	0.060744
CCNT2	0.043357
S1PR1	0.133999
B3GALNT2	0.122847
THBD	0.087129
SLC12A4	0.074979
NAA15	0.046188
CREB1	0.092986
MORF4L2	0.082329
STARD4	0.08449
GNB2	0.043398
SBNO2	0.113841
DCUN1D4	0.057623
LASS2	0.046709
EIF4A3	0.095562
MLL4	0.124226
PGAM1	0.051383
STARD13	0.138188
WSB1	0.079576
CALU	0.080471
REST	0.182426
CALM1	0.200693
NAMPT	0.032201
RAB14	0.062579
P4HA1	0.047552
CAP1	0.09931
DNAJB6	0.134156
FJX1	0.152273
ABTB2	0.084168
HERPUD2	0.057588
EDN1	0.246428
TBPL1	0.087236
KDM5A	0.112411
RPS9	0.367041
PGAP1	0.070277
CCNG2	0.033269
ZNF710	0.052163
PPP6R1	0.148192
MED13	0.14442
MARK2	0.132355
RGL2	0.096571
EDIL3	0.146529
ADRB2	0.05367
SMARCC1	0.056108
FCHSD2	0.075129
CREB3L2	0.140369
MAFB	0.079016
PUM1	0.073455
ATAD2B	0.04959
ETV5	0.123187
CNOT2	0.102429
FLNC	0.109686
RAI14	0.077046
HLX	0.15774
GSPT1	0.04777
RAP1GDS1	0.063865
TDRD3	0.066658
PTP4A2	0.018896
CHD4	0.299458
CPNE1	0.049641
RPL10	0.323911
ZNF384	0.08384
DNAJC14	0.068061
SYDE2	0.070257
TMEM115	0.050784
LCORL	0.038379
BAZ1B	0.075596
TFAP4	0.129983
LGR4	0.051651
P4HB	0.05677
NUMB	0.075377
KDELC1	0.078447
TRIM7	0.129941
LRRC27	0.140809
CHSY1	0.057634
ZNF639	0.016973
TRIM33	0.153181
ARHGAP11B	0.071588
TNPO1	0.059974
VDAC1	0.055323
SENP6	0.04889
BICD1	0.103228
CPD	0.058541
MAP1B	0.110008
SSR3	0.014098
GPC6	0.153137
PLXDC2	0.10928
RAB5A	0.096052
ADCY9	0.087288
RPL10A	0.010068
ARHGEF40	0.101365
KIRREL	0.144827
SHF	0.031971
FUT8	0.066931
SLC35C1	0.026959
GNAI3	0.049809
KITLG	0.074015
AKAP8	0.147925
GPC1	0.068691
DYNLL1	0.0
NOG	0.100134
NOP56	0.085251
ATP8B2	0.127172
USP47	0.073245
SLC25A3	0.054515
IFI16	0.078611
ZFPM1	0.072141
ZNF622	0.070316
NAA30	0.043232
MAPKBP1	0.108903
SS18	0.113783
SPCS3	0.056861
PSMB2	0.124512
CLOCK	0.044033
SOD2	0.059452
TRAF3IP2	0.080514
MZT2A	0.102496
WDR44	0.080219
CSNK1G2	0.051174
PRAGMIN	0
TMED2	0.0347
TRIM28	0.038182
MARS2	0.063899
RPL37A	0.039755
XBP1	0.072012
ARL6IP5	0.091104
ZC3HAV1	0.054332
CLCN3	0.06108
MKRN2	0.088437
EIF4G3	0.077439
GLI3	0.193282
KDM4C	0.104634
MARCH7	0.096613
CHST2	0.141571
FBXO32	0.051129
S100A11	0.0
SUV39H2	0.045821
FOXF2	0.046492
UBTD2	0.039755
MYOF	0.110948
TSC22D4	0.055495
PKP4	0.106212
PRPSAP2	0.069051
ENY2	0.051383
EIF4B	0.077385
CCT8	0.051573
RPL21	0.059524
GNB1L	0.118498
APLP2	0.06702
HMGA1	1.014698
BARD1	0.081654
ZFX	0.08716
MIS18BP1	0.060858
ITGAV	0.098071
TJP1	0.082028
RRM2B	0.087289
PLAU	0.038642
WHSC1L1	0.077189
LETM2	0.066331
CCNE2	0.044905
VASN	0.032375
BRD3	0.157597
RNPS1	0.066693
AFF1	0.086945
CASC4	0.019858
RGS2	0.045336
RARB	0.110921
ESYT2	0.088528
CDKN2B	0.139818
TRIM11	0.065205
SAV1	0.028513
CTSB	0.065113
EIF5	0.054689
MEST	0.060186
CLCF1	0.058841
HK2	0.088126
LRBA	0.068332
ZNF425	0.119679
CLK4	0.052664
TFE3	0.082877
RNF103	0.078182
MGRN1	0.043573
TXNDC17	0.0
ATP2C1	0.084885
BAG2	0.095975
MAPK8IP3	0.087796
CCDC8	0.148841
USP34	0.103373
BCL11B	0.095788
IMPDH1	0.156637
KIAA0174	0.991186
RASSF8	0.06603
JAK2	5.519526
ARHGAP11A	0.071939
GLTSCR1	0.079329
CNNM2	0.046401
BICD2	0.096793
LSS	0.066611
NAB1	0.05725
METRNL	0.126488
ZNF263	0.077124
AR	0.663067
BAG5	0.074583
EMP3	0.039755
UBE2I	0.195113
C9ORF102	0.082241
MDGA1	0.080816
SNAI1	0.050842
C6ORF120	0.116065
RHEB	0.171622
KBTBD2	0.100251
IGFBP3	0.198973
SNTB1	0.101654
USP25	0.071227
MED13L	0.079647
NOM1	0.061598
CARHSP1	0.118198
ARID3A	0.076077
EIF3B	0.077217
LRCH1	0.06747
HMGB1	0.103271
MATR3	0.193604
LSM14A	0.187524
CTSC	0.203873
NEDD4L	0.071263
HMGCR	0.072638
PNPLA6	0.08481
TOX	0.075364
CMIP	0.066428
C1GALT1	0.032727
IGFBP7	0.072306
QSOX1	0.125741
MTF2	0.06115
UBA1	0.079768
RNF146	0.041059
NAP1L1	0.048398
ECHDC1	0.076354
MCFD2	0.035203
FBXO31	0.1254
ITPKC	0.069945
ADCK4	0.10153
CDR2	0.063311
WNT11	0.259511
RPS27L	0.043891
KLHL28	0.048807
FAM179B	0.049408
DNAJC3	0.066194
HEBP1	0.03625
PLIN2	0.043891
ATG16L2	0.067631
ADAM17	0.068727
HDAC2	0.173839
DAAM1	0.078105
CYP51A1	0.145463
SDC2	0.328012
PDE12	0.037798
PDS5B	0.056349
WDR1	0.072306
TMSB10	0.114772
DST	0.080335
TUBA1B	0.272372
CTAGE5	0.0992
TEAD4	0.100471
TKT	0.07392
SMAD4	1.209234
EPS8	0.093598
U2SURP	0.061376
RNF10	0.075336
HELZ	0.067456
NR2C2	0.074283
ZCCHC14	0.085618
OXSR1	0.052211
SMAD2	0.20607
TRIP11	0.074558
HOXA7	0.13606
FNBP4	0.088468
POU2F1	0.054823
SREK1	0.105882
KCNQ5	0.202394
ARMC5	0.10997
TNFRSF10B	0.080315
PLXNB2	0.086804
RBM7	0.066221
C17ORF45	0
L3MBTL3	0.067335
ACSL3	0.119265
SAP30L	0.023427
CDC34	0.093018
STAM	0.05456
AMPD2	0.119437
CUL3	0.243751
RPS8	0.104092
HNRNPAB	0.038824
LAMA4	0.107607
BAIAP2	0.070177
MIB2	0.072977
GLRX	0.0
ZMYND11	0.1131
RNF19A	0.07665
S100A6	0.0
PDCD4	0.051966
MGST3	0.071812
UPF1	0.067012
TMEM131	0.112523
SRRM1	0.46281
SEC24D	0.080224
SCAF4	0.094041
VEZF1	0.035459
TSKU	0.155188
DZIP1	0.134413
BCL10	0.109945
NFKB1	0.049949
EMX2	0.100353
ZNF367	0.12807
PRRC2A	0.05357
CDC14A	0.049706
ZNF664	0.057919
RAF1	0.384193
KDSR	0.102613
UVRAG	0.167346
BZW1	0.096974
MAFG	0.052747
LUC7L3	0.130922
C17ORF58	0.138934
PNRC2	0.140974
CSK	0.065634
RAB11FIP5	0.059146
UBE2Q1	0.093718
MAFK	0.059427
TOP3A	0.054604
GLIS3	0.100389
BNIP3	0.041329
SSBP4	0.023903
TMEM65	0.067239
PPP3CC	0.035203
RB1CC1	0.070005
GIN1	0.11606
SPATS2	0.112329
SLTM	0.122566
SP1	0.035959
BIRC2	0.046722
LGALS1	0.065874
YLPM1	0.147647
MYH10	0.066079
EIF1	0.022105
FAM84B	0.129244
GNG12	0.033269
CTBP1	0.077254
PNISR	0.104514
NCL	0.055148
C21ORF66	0
SLC19A2	0.038182
TRIM23	0.09639
PTDSS2	0.142715
PTPLB	0.081263
CREBBP	0.458432
KIAA0020	0.086476
TMED7	0.126469
MTCH1	0.147708
PMEPA1	0.110789
SELI	0.0
TRIM39	0.102716
HIPK1	0.055427
PCNX	0.067189
DDR1	0.097693
RAB11FIP3	0.086195
MTSS1	0.086413
NCBP2	0.067817
FZD4	0.052192
DPP9	0.073021
F2R	0.035492
TMEM11	0.031525
ZKSCAN2	0.105728
NCR3LG1	0.028513
FOXJ2	0.111371
MYB	0.094471
CEP135	0.067103
TRMT1L	0.03809
UBR4	0.092186
EDEM1	0.039378
SNX13	0.063238
NUP153	0.075171
IFFO1	0.033616
RICTOR	0.117383
MSC	0.104797
RPP25	0.024913
CDK2AP1	0.081263
EIF2S2	0.129423
PPP2R5E	0.039767
NBEAL2	0.067181
EPC1	0.149798
OXR1	0.111183
RNF11	0.028513
DVL3	0.076277
PTK2	0.088863
HIST1H1C	0.192638
CTCF	0.296302
CLEC11A	0.024398
LHFP	0.124312
SPAG9	0.096303
BLCAP	0.051383
SDHA	0.183607
SGK493	0.062579
MAPKAPK5	0.037642
CD2AP	0.122823
ARHGEF11	0.069971
FUT11	0.05457
B3GNT2	0.060537
SDC1	0.064994
NUP50	0.113533
LTBP2	0.083808
SLC22A4	0.071434
SFRP1	0.075097
MEMO1	0.03625
ERC1	0.104202
HSPA4	0.060347
MEF2A	0.377071
PHRF1	0.075134
KLHL15	0.06149
CALR	0.066512
AK127065	0
SNAPC1	0.080278
FAM53B	0.072524
CTDP1	0.066663
HOXA3	0.095169
C11ORF30	0.065871
MYO1E	0.070509
AFTPH	0.049916
IMPAD1	0.031692
STK11	0.620664
ATF7	0.206596
BTBD11	0.158091
NOTCH2	0.332429
AKAP13	1.492494
RAB32	0.051927
RBBP4	0.096064
ST3GAL5	0.086153
PGK1	0.036716
CNOT4	0.103482
PTPRM	0.100281
C6ORF174	0.12205
SNRPA1	0.063311
PLDN	0.046222
ARHGAP31	0.082545
HAND2	0.100864
SESN2	0.16415
EIF3J	0.035203
PAPOLA	0.122592
NOP58	0.041768
DEDD	0.060547
PPP6R3	0.074711
H1FX	0.074578
SCYL2	0.13888
PTPN4	0.068978
AFF4	0.085958
WAPAL	0.080334
HMGCS1	0.051118
PRKX	0.059505
ERLEC1	0.029576
RCN1	0.082224
LDHA	0.102534
FYTTD1	0.094782
MKX	0.128246
DIS3	0.969203
PRKD3	0.054923
RRAGA	0.037583
SETBP1	1.051336
GATAD2B	0.103296
PIK3R1	0.547901
ZDHHC5	0.071914
GPR176	0.051753
IDE	0.045778
MED31	0.071588
NIPAL3	0.047705
TDG	0.226971
COL6A2	0.12324
TMTC2	0.113167
ZFP36	0.041022
PLEKHG2	0.086138
ITPRIPL2	0.052837
XRCC6	0.068063
SPCS1	0.090152
SRSF6	0.08144
FSTL3	0.032375
PLCG1	0.93883
C17ORF61	0.0
OSBPL11	0.041731
ARL4D	0.080006
CDC25B	0.100323
CCND3	1.576028
KIAA0182	0.059759
RPL24	0.054115
FOXP4	0.076
PFKP	0.118499
OAZ2	0.039755
MTAP	0.039007
DAZAP1	0.090384
AGBL5	0.090283
NPAS2	0.087699
VSNL1	0.133345
DSEL	0.12348
NFATC3	0.094514
CLK3	0.059379
TMEM200B	0.091258
EIF2B5	0.085591
CBX4	0.276355
GPHN	0.10096
GABARAPL1	0.132031
RPL36	0.0
RPL30	0.0
FLCN	0.134779
GAB1	0.071343
DCAF7	0.026595
SEC24B	0.081298
DNAJB1	0.109422
VCP	0.056932
SIK1	0.111953
TMEM87B	0.063792
ZZZ3	0.068375
ZCCHC11	0.079135
ST8SIA4	0.17805
RAB1A	0.0
TTC32	0.027522
GNG11	0.026595
FZD5	0.054923
BPTF	0.072621
CEP350	0.056423
EMD	0.045306
PCM1	0.090253
GNA11	2.647789
TIMP3	0.14779
PITPNC1	0.120206
CD47	0.045425
OSBPL5	0.068795
PNKP	0.18799
PPFIBP1	0.090139
GALNT7	0.099766
METTL12	0.046222
PXDN	0.131223
MUS81	0.030327
CFL1	0.062579
LONRF1	0.037583
CAST	0.081224
PPP4R1	0.0822
SND1	0.126921
SERTAD3	0.047275
GNAI1	0.065369
CSDE1	0.104458
RNF126	0.127931
RPLP0	0.03397
ST5	0.100102
MANF	0.182701
SPATA5L1	0.057006
SGIP1	0.144462
TIA1	0.027051
LARP4	0.078169
G3BP2	0.071913
FASN	0.082389
FKBP1A	0.054115
LRCH4	0.086365
FAM108C1	0.027522
SMARCD2	0.0569
FBLN1	0.106196
NOTCH1	0.473357
PLK3	0.115992
MME	0.111459
TRIM26	0.061063
ARHGDIA	0.084383
DEK	0.172508
CDC42EP1	0.118789
PRDM10	0.101527
UBE2N	0.099444
CDCA4	0.100683
SPOPL	0.133495
ARL5B	0.08775
BTBD1	0.070666
SLC7A9	0.150452
NASP	0.296107
TIMM9	0.051383
PSME1	0.041987
EIF2AK3	0.145172
SLC7A11	0.079491
SEC11A	0.110869
PNMA1	0.089971
SNRPA	0.049892
LEPR	0.12796
SLC10A7	0.060186
KTN1	0.049316
TP53BP2	0.104372
THRAP3	0.14251
HSDL2	0.033662
TLK2	0.093964
ADO	0.039755
NRN1	0.078299
PITPNB	0.041329
GLIPR1	0.032201
RERE	0.067359
M6PR	0.013604
FADS1	0.071059
CREB3	0.038283
TLN1	0.073498
DHCR24	0.081617
CAPN10	0.057781
TESK1	0.091902
SRSF4	0.120213
NXN	0.083752
CHST3	0.115746
ATP11B	0.130063
PRKAA1	0.123894
SPSB1	0.128571
CACYBP	0.037073
MAP4	0.055002
RAD21	0.146171
EIF5A	0.312321
NCK1	0.055492
GALNT2	0.048804
HIST1H4E	0.121557
SLC9A1	0.046287
RASA1	0.138038
WDR3	0.050078
TMEM14C	0.073146
ISY1	0.201815
NAF1	0.04741
LRR1	0.111199
SACM1L	0.17719
ZNRF2	0.142034
CTTN	0.130379
RNF4	0.094752
SLC1A4	0.101984
RUSC2	0.099994
KAT6B	0.104684
HSPB6	0.029576
SLC25A29	0.063275
LHFPL2	0.051771
MAPK1	0.677299
RAB6A	0.035459
SRSF7	0.074088
COPS2	0.100426
ZNF496	0.153987
FTL	0.015822
KIF1B	0.052383
CAPN1	0.054463
LRP6	0.095357
TBC1D4	0.09798
CDC25C	0.119395
GNA13	0.159288
DHX9	0.174227
RNF26	0.033734
NR1D1	0.125165
HSPB11	0.0347
ZNF236	0.094814
SNTB2	0.150608
MAPKAPK2	0.138
CNOT1	0.103117
SDCBP	0.05635
FBXO18	0.077166
TUBB2C	0.12567
TMEM57	0.078684
SFRS2B	0
SPIN1	0.113783
CSGALNACT2	0.095888
ATF7IP	0.223012
DCAF10	0.04226
CD248	0.094431
BNIP2	0.074873
FBXO7	0.043405
PRR15	0.051383
TMEM123	0.071306
TTC9C	0.064414
HNRNPUL2	0.11046
SCO2	0.072332
SERPINE1	0.091896
CAB39	0.047995
RAVER1	0.076262
MED17	0.052837
SLC2A3	0.276395
ASAP2	0.284994
C7ORF23	0.030717
CCRN4L	0.036905
ST3GAL4	0.081617
ARL15	0.043258
CTDSPL2	0.057092
MLLT4	0.119051
IMP3	0.043891
BIN1	0.078453
KDM4A	0.082371
HDLBP	0.088632
CLMP	0.086724
KIAA0368	0.369267
C3ORF38	0.079784
EML2	0.110935
UBE2Z	0.05918
PATL1	0.056651
CDC42BPB	0.095254
PRDM4	0.080416
ZXDC	0.061609
RPL35	0.028513
C2ORF47	0.046569
KLHDC2	0.074205
SOX13	0.07578
CCNL2	0.04819
ZNF394	0.083804
THAP7	0.116814
AEN	0.090059
ANXA6	0.077258
MYLIP	0.073209
TP53RK	0.048728
AAAS	0.065257
PELI2	0.110677
GREM1	0.118757
PPARGC1B	0.088091
NETO2	0.088967
RNF19B	0.088437
ZNF598	0.073054
VAMP4	0.043891
BTG3	0.058764
PPP1R3B	0.048728
GTPBP2	0.083002
USP15	0.054945
WASF2	0.11806
ZNF141	0.280942
HSP90AA1	0.054156
TM9SF3	0.037193
PRDX1	0.052837
PREPL	0.086937
AVPI1	0.057238
PLSCR1	0.081514
KPNB1	0.05834
DBI	0.086777
TTL	0.03625
TAF9	0.063275
STIP1	0.058339
EFCAB2	0.248398
MSN	0.144125
SLC25A22	0.051531
MYO1B	0.074529
MKL1	0.133527
ZC3H15	0.049779
KIAA2018	0.066539
ZNF655	0.080883
SIAH1	0.03793
RPL22L1	0.024913
STAT6	0.343181
RPS19	0.043891
BTF3	0.026595
TOR1AIP1	0.061392
CCDC86	0.038182
LFNG	0.055098
RBM33	0.189248
PRSS23	0.067631
UST	0.105605
ASAH1	0.126752
SH3RF3	0.181282
KPNA3	0.031168
ATL2	0.041181
GNL3	0.047204
RPS7	0.056107
DHX15	0.112145
SLC25A6	0.091543
SMAD1	0.101781
LCMT1	0.059486
BCL2	0.393983
RAI1	0.086821
NUAK2	0.065541
FBXL3	0.069862
SREBF1	0.128956
PSMA6	0.026011
ORMDL2	0.185653
ZC3H12C	0.102197
HEY1	0.08857
CSF1	0.094247
ITPR1	0.096616
LRRC8C	0.065182
ZMAT3	0.115235
EPB41L2	0.097965
CRY1	0.066346
C20ORF134	0.028513
DUT	0.080278
NR2F6	0.081514
FOXJ3	0.071983
GPR124	0.068916
PLEKHA5	0.114785
RDX	0.0748
KLHL7	0.072076
MAB21L2	0.080193
CSRP1	0.041738
KIAA1199	0.071614
XPO7	0.117228
RBM12B	0.088441
MDH1	0.058466
TNK2	0.10595
EFHD2	0.068384
MAPRE2	0.047716
ZNF804A	0.190452
SLC35F5	0.069851
NPTN	0.117639
ISL1	0.079954
RAPGEF6	0.07707
MAP1LC3B	0.760964
DGKH	0.101099
PPM1L	0.101604
SUV420H1	0.083415
GAS6	0.141702
SLC6A6	0.100159
SRSF10	0.051383
C10ORF46	0.019858
EIF3E	0.094809
CNKSR3	0.054656
RSBN1	0.145951
WDFY2	0.036795
BCAR3	0.078667
DOCK5	0.098334
SFXN5	0.078141
KDM5C	0.139033
IARS	0.068141
ERCC1	0.086228
ARFGEF1	0.059355
SH3BGRL3	0.076622
GNB4	0.056677
PERP	0.012712
STRAP	0.030717
MED15	0.085946
MSL3	0.073472
CNIH3	0.093286
C20ORF20	0.146424
NAGK	0.097321
DDHD1	0.056581
C1ORF124	0.099723
EXOC8	0.060828
MAPK7	0.092004
UBE2D2	0.041059
BIRC6	0.06158
HTRA1	0.12201
SSH2	0.087732
PGRMC1	0.082039
NRF1	0.070465
PRKG1	0.097405
ELOVL5	0.097321
EIF4E	0.04264
SIRT1	0.038126
PAK1IP1	0.068647
BCAT1	0.094709
SP100	0.08994
ARHGEF1	0.069881
ZFP30	0.071834
ZNF697	0.06089
SOS2	0.134084
AEBP2	0.144077
UCK2	0.083932
PKD2	0.108256
ARL6IP1	0.077454
AP2M1	0.087098
LEF1	0.113719
MKLN1	0.27643
GALNT10	0.101183
HIST1H4H	0.240582
SH3PXD2A	0.079938
RPS3A	0.24583
CD99	0.070105
SETDB2	0.03698
OTUD5	0.069599
MAX	0.808275
FER	0.051573
TRIM13	0.064413
HGSNAT	0.037538
CCNG1	0.038824
UBE2M	0.031319
CHMP2A	0.187819
CHST7	0.032375
YEATS2	0.060945
PIEZO1	0.117678
TADA2B	0.060744
ZNF687	0.068186
RPS15A	0.022105
CRLS1	0.037355
PRICKLE1	0.105456
MON2	0.073995
SETD8	0.283843
PARD3	0.091158
MICAL2	0.084891
EIF4H	0.038283
NMB	0.072458
ARCN1	0.093447
CANX	0.106581
SLBP	0.047705
PPP1R3C	0.072881
RHOQ	0.067817
JHDM1D	0.100423
SEC24A	0.101186
LCA5	0.08511
CBLL1	0.07595
NHS	0.119313
TRAM1	0.070885
EED	0.118018
TNFRSF10D	0.106661
IRF1	0.043232
CASK	0.039519
DNAJC13	0.072169
CREB3L1	0.154156
SRPK1	0.065765
FGFR1OP	0.054823
NRD1	0.052745
SLC7A5	0.097333
ARHGEF26	0.071821
STX5	0.060487
RRAGC	0.072306
IL4R	0.245574
FZD3	0.052434
AMOTL1	0.103249
MANEA	0.077458
RWDD1	0.037355
ACVR1	0.563552
CHSY3	0.074736
FUT4	0.117266
ATF1	0.068384
PHTF1	0.091797
STMN1	0.024913
MAGED1	0.052334
EZH2	1.342371
RP5-1022P6.5	0
KCTD3	0.060937
SMIM13	0.0
BAT2D1	0.091941
CAV2	0.031945
NONO	0.308691
FMNL2	0.061298
ESCO2	0.140562
TXNL1	0.039755
PSMG1	0.014098
ZNF532	0.096344
PGLS	0.039755
SGPP1	0.0623
PTPN9	0.062356
METAP2	0.134858
ZNF410	0.065511
SYVN1	0.141008
ABT1	0.080919
RAB1B	0.10182
ZNF850	0.041535
NAGA	0.10009
ACTR2	0.074397
C17ORF80	0.178126
PARP8	0.102601
PLXNB1	0.112822
EPC2	0.038806
DVL1	0.10731
MFAP1	0.055323
NXT1	0.033269
GAN	0.082462
ATP6V1G1	0.077797
PIP4K2B	0.014098
TRA2A	0.065095
ITGA6	0.06064
SCAND1	0.0
PSD3	0.07399
MSX1	0.082779
C16ORF80	0.230612
ANTXR1	0.51324
RPL31	0.055463
RSL24D1	0.03625
DCAF11	0.057409
NGRN	0.024913
SLC44A1	0.082035
HHIP	0.120489
AFAP1	0.075946
SEMA6D	0.118381
PROX1	0.143606
JDP2	0.083611
DCP2	0.063202
TIMP2	0.074093
PLEKHA2	0.016493
WDFY3	0.080457
TES	0.050656
TCEB2	0.13947
POMP	0.013604
PAFAH1B2	0.067817
IFNGR1	0.05166
USP48	0.105029
RC3H2	0.082746
PELI1	0.064584
LRP8	0.085328
COPB2	0.065325
ZNF800	0.204636
LPAR6	0.039092
TXNL4A	0.020922
MTSS1L	0.077706
PPP2R1A	1.374261
SERINC5	0.035349
ETV3	0.037798
CDKN2AIP	0.021247
PDXK	0.065887
ZNF143	0.04699
PHLDA2	0.037355
RAB43	0.075167
RPS21	0.041738
AK3	0.152023
PPDPF	0.0
GOLGA4	0.080412
UHRF1	0.056737
DUSP16	0.076509
ADRM1	0.034257
SEC61G	0.028513
PDK1	0.06603
GUK1	0.141214
TAOK2	0.154971
MFSD10	0.045623
TRIM59	0.068665
EIF4EBP1	0.03793
AKIP1	0.0
RAB12	0.081463
EFEMP1	0.160877
RNF219	0.076703
STK17A	0.086513
DUSP22	0.163023
MORC2	0.132551
FAM65A	0.069787
TBC1D16	0.118801
C5ORF41	0.109567
FURIN	0.097439
GOLGB1	0.076708
IFT140	0.0995
HSPA2	0.07956
TNRC6A	0.075375
TPRA1	0.097758
KIAA0922	0.1021
FAM155A	0.148317
MED26	0.055832
SMARCC2	0.127925
ELOVL1	0.108247
TTYH3	0.088517
UBXN7	0.075596
CBX6	0.088629
GPANK1	0.045306
DPYD	0.14303
RPL35A	0.043891
CSNK2B	0.055196
NID2	0.112048
STX3	0.097394
ITPKB	0.116361
BRWD1	0.055941
CDC42SE2	0.0
TFPI	0.068242
CLIP1	0.117129
MUC1	0.116742
SNRK	0.121537
PDP1	0.087986
QRICH1	0.070752
SLC9A3R1	0.186237
CRAMP1L	0.090596
SLC39A13	0.115612
USF2	0.052899
SRCAP	0.092146
HMGN2	0.047038
PHF2	0.078948
LANCL2	0.057576
VLDLR	0.051583
METTL7A	0.104763
CDK16	0.128963
SEMA7A	0.09643
DGKE	0.061901
ASPM	0.077818
ERLIN1	0.20693
SF1	0.176768
PHF23	0.027332
GABARAP	0.024913
AGAP11	0
NCOA3	0.114062
RPS13	0.078299
PCOLCE	0.072063
NMD3	0.067935
HHEX	0.08289
ALS2	0.076926
RB1	0.240456
ANKH	0.081752
ADAM19	0.166421
PDE3A	0.118379
METTL21A	0.076139
DOCK9	0.088448
UQCRC2	0.019206
NKTR	0.037649
VPS28	0.087737
ZNF592	0.071515
HPCAL1	0.067484
TFAP2C	0.066621
KDM4B	0.091528
CACHD1	0.110164
TPD52L2	0.040726
KCNJ2	0.092937
ATF2	0.044888
NT5C3	0.743045
TBC1D2B	0.353917
MTRF1L	0.039218
H2AFJ	0.048728
HIST4H4	0.01463
TET1	0.137391
RRBP1	0.165411
FBXO8	0.054329
SMC2	0.129858
GMEB2	0.076546
SPG20	0.086179
PRMT1	0.033269
ATPAF2	0.08586
DVL2	0.07516
ZNF225	0.051583
MYBL1	0.054254
ATOH8	0.096268
GOLGA2	0.153069
BCL7A	0.130302
PLEKHF2	0.110813
HDGFRP3	0.127356
ZNF335	0.08194
H2AFV	0.335211
UBE2Q2	0.066194
GTF3A	0.061598
YWHAB	0.03397
AP1AR	0.052551
USP7	0.07603
PEX2	0.046752
STK10	0.070461
YES1	0.096565
SCFD2	0.063911
NPHP4	0.080524
TNIP1	0.079958
TGFBI	0.130792
ATXN7L3	0.074446
RNF138	0.069232
CPSF6	0.076232
C4ORF3	0.080278
FOXN2	0.073164
CHORDC1	0.029035
ETFDH	0.06926
PIP4K2A	0.24187
ADAMTSL1	0.125033
KDM1A	0.094972
ITGA2	0.0507
BRP44L	0.0
ARL6IP4	0.097289
LRIG1	0.10845
SEMA3C	0.092573
TTI1	0.063038
DACH1	0.07041
KIAA0664	0.074124
ZFAND6	0.106377
PTBP2	0.047237
PPP1R12C	0.147892
RPL13A	0.064548
FAM54B	0.018896
PI4KB	0.075959
TMTC1	0.083443
CDK19	0.070825
CHD7	0.062226
ARHGAP18	0.05674
NUMBL	0.127499
TRIM35	0.063301
AKT3	0.159012
FLVCR1	0.05723
DPAGT1	0.071285
PRKCD	0.065807
MLLT10	0.094529
UAP1	0.051494
VDAC2	0.087363
SNAPC2	0.112382
HTT	0.071152
PANK1	0.044394
CA5BP	0.138997
GBA	0.098306
DDB2	0.10861
SLC11A2	0.035603
GTF3C2	0.063061
PCNA	0.028513
SLC25A37	0.068242
TBC1D5	0.11048
PRDM6	0.082441
DIP2A	0.077465
TMEM107	0.047454
NIN	0.092201
NAA16	0.133776
AGPAT5	0.062962
SIK2	0.083596
SREBF2	0.116432
GPATCH8	0.068013
CYBRD1	0.108674
GORAB	0.141916
FOXK1	0.112155
PDLIM4	0.05755
CD81	0.0764
SIK3	0.071913
SRSF5	0.118665
AK296966	0
MINPP1	0.095224
YTHDF2	0.138937
PCIF1	0.084844
GAB2	0.064034
HOXC9	0.072012
H2AFX	0.035203
PDGFRB	0.119152
TRIM27	0.079218
FNBP1	0.067796
MDC1	0.091525
TUBB	0.293964
SCRN1	0.208985
CBS	0.07929
UNC5C	0.139369
MAP3K7	0.056791
MGST1	0.062016
CDC73	0.169364
MTPN	0.098951
EIF1B	0.026595
THRA	0.124971
LSM8	0.039755
ZNF79	0.073678
EFR3A	0.090448
GRB2	0.057544
TGIF2	0.115466
G6PD	0.125074
CNNM4	0.110835
PRPF6	0.104424
SECISBP2	0.077514
ZNF718	0.0
ARHGAP23	0.040976
GPR137B	0.078788
TRAPPC8	0.080083
DDX21	0.084921
SLC6A15	0.138505
SLC35B3	0.055741
ZNF770	0.020922
ZFPM2	0.127302
FZD6	0.084941
OSBPL8	0.064312
NOL7	0.075243
PAPSS1	0.067929
CLDN11	0.108834
MTHFD1	0.065751
SENP3	0.081775
NFATC1	0.133995
EPHB3	0.092564
PXK	0.104672
NEXN	0.071529
ZNF460	0.076121
GLG1	0.090441
GAS8	0.14933
ZNF295	0.064958
STOM	0.062016
ZFYVE16	0.043299
NUDT3	0.029576
ZNF500	0.073671
C17ORF70	0.095581
PLAA	0.033269
TRIM24	0.150852
MGAT4B	0.076211
C16ORF88	0.041564
ZNRF1	0.012712
LARP1B	0.074851
PLAUR	0.244972
RNF152	0.212164
MSH6	0.136737
PHF8	0.084529
SLC25A39	0.078267
ABCD3	0.047633
PAXIP1	0.074568
PBLD	0.072165
DYNC1LI1	0.020555
HNRNPH3	0.023427
TBC1D12	0.052686
DROSHA	0.799553
MET	0.449962
WDR5	0.026595
SOCS6	0.090955
C9ORF86	0.061823
C12ORF65	0.015822
RBM3	0.053204
PPP1R3D	0.118323
SLC25A24	0.080213
DENND4A	0.075312
GORASP2	0.039337
FAM176B	0.11474
ESRRA	0.372017
