Gene	TSG_probability	Rank_DORGE_TSG	OG_probability	Rank_DORGE_OG	pval_TSG_TUSON	qval_TSG_TUSON	pval_OG_TUSON	qval_OG_TUSON	Rank_TUSON_TSG	Rank_TUSON_OG	category_TSG	category_OG	by	pval_TSG_2020plus	qval_TSG_2020plus	pval_OG_2020plus	qval_OG_2020plus	Rank_2020plus_TSG	Rank_2020plus_OG
BBC3	0.00133376802630547	16544	0.370109176329756	1361	0.565895372490879	0.95838100960166	0.216581489971065	0.444918053580778	10191	10331	Other	Other	Gene	0.809773904	0.946505906	0.78385726	0.977027027	14909	14164
PLK2	0.0880155801787546	4114	0.103080495104345	3220	1.55049722096423e-06	3.4999518306702e-05	9.59353861498979e-06	0.000151316590930287	941	1349	Other	Other	Gene	0.024679924	0.699074074	0.162778534	0.789587738	632	3664
MT-CYB	2.59343144813103e-05	19428	1.35440134293961e-05	19530	0.95838100960166	0.95838100960166	0.982562786955781	0.982562786955781	18674	19150	Other	Other	Gene	NA	NA	NA	NA	18022	18022
ALKBH5	0.00969161898170588	10465	0.283068041940181	1660	0.620987571876153	0.95838100960166	0.368637174948073	0.615618304151135	10703	12677	Other	Other	Gene	0.867376737	0.949922434	0.699013893	0.967820774	15998	12830
IRS2	0.801864538991925	521	0.474655494246728	1074	1.24588701220906e-09	4.93468519389646e-08	1.11412037867811e-08	3.60802297101091e-07	537	657	Other	Other	Gene	0.009664941	0.506857143	0.341743394	0.878775567	346	6946
ZFHX4	0.153473283803781	3003	0.748252373532802	578	2.55218293371959e-06	5.52126559742443e-05	2.29350829537334e-07	5.47896505225454e-06	982	891	Other	Other	Gene	0.324412966	0.930786542	0.444129665	0.90941544	6015	8650
PHLDA1	0.185979683935935	2663	0.13937147263689	2689	0.0529010087403598	0.249893060352101	0.010903913215339	0.0508325263418501	4489	4562	Other	Other	Gene	0.055347317	0.845174709	0.264821575	0.845062587	1178	5559
SPRY4	0.00568060160176453	12214	0.00960787364185624	9401	0.183871629643204	0.604928293356033	0.0320754398371592	0.114815311185961	6427	5942	Other	Other	Gene	0.867376737	0.949922434	0.58233179	0.934572003	15999	11002
TSC22D1	0.027240723185617	7193	0.257187143707289	1776	0.234635217201472	0.710911679702284	0.194934418755333	0.416134795557743	6970	9944	Other	Other	Gene	0.122484337	0.925947282	0.034279488	0.664413939	2345	915
RBMS3	0.0090639500020004	10679	0.00238080024597496	14011	0.896327620409567	0.95838100960166	0.491848006079896	0.721464503116751	14080	14401	Other	Other	Gene	0.650809044	0.937424468	0.564728957	0.931237086	12108	10712
SPN	0.00668278520574248	11676	0.0219248114344593	6953	0.948794156914382	0.95838100960166	0.556141553039588	0.76309210262206	16766	15379	Other	Other	Gene	0.479286298	0.934070569	0.564728957	0.931237086	9011	10713
CITED2	0.0908429325716474	4043	0.142593074612986	2653	0.95838100960166	0.95838100960166	0.21340877296199	0.440822755239148	18675	10274	Other	Other	Gene	0.72621629	0.941296519	0.531609916	0.927449862	13453	10153
WNK1	0.097348088031086	3881	0.130769585240946	2787	0.917604595440491	0.95838100960166	0.573327791449399	0.772891251756667	14538	15652	Other	Other	Gene	0.148155816	0.930786542	0.02215745	0.617185185	2747	629
DDX3X	0.998887225192612	66	0.999743093735227	79	8.72012073320196e-18	2.90339144849688e-15	9.29129641776519e-17	1.51136057531419e-14	64	131	CGC-TSG	Other	Gene	0.076665759	0.897747184	8.72e-05	0.032653061	1531	41
BCOR	0.95975657352811	217	0.997541821364829	123	9.93042087394541e-20	4.92110089309076e-17	6.59214547322905e-20	1.63339567312835e-17	40	86	Core CGC-TSG	Other	Gene	0.000157995	0.043939394	0.22961046	0.829625984	66	4897
CTDSP1	0.0631935901931572	4835	0.650315727547929	728	0.328105346447165	0.874187176679755	0.20051937027766	0.423811472053825	7917	10044	Other	Other	Gene	0.316311632	0.930786542	0.394175974	0.897655087	5837	7843
RND3	0.642071258881281	875	0.18787665138868	2182	0.379985714558579	0.954848536736882	0.120960876969729	0.302388001800557	8389	8498	Other	Other	Gene	0.564211387	0.934919202	0.531609916	0.927449862	10549	10154
JUN	0.876501670884875	378	0.801094440044072	506	0.00270194945172744	0.0240500588416291	0.000541057184939368	0.00471356809234382	2384	2443	Other	CGC-OG	Gene	0.056360665	0.853547855	0.00509398	0.428899083	1194	214
MAT2B	0.0022214239820256	15198	0.0260911517183776	6413	0.530787311012827	0.95838100960166	0.186642112253145	0.404474994488776	9837	9796	Other	Other	Gene	0.604990466	0.937424468	0.036186325	0.665384615	11165	962
TRIB2	0.085425868051433	4191	0.167971508141618	2385	0.95838100960166	0.95838100960166	0.502048255620883	0.728756558516716	18676	14548	Other	Other	Gene	0.781520022	0.946505906	0.762413511	0.973841336	14292	13811
MTCO1P12	8.98237901407819e-06	19564	4.54557634931743e-05	19281	NA	NA	NA	NA	19338	19338	Other	Other	Gene	NA	NA	NA	NA	18023	18023
BMI1	0.00235779910377563	15040	0.080068582537048	3715	0.203035594555321	0.645647736812318	0.0440595698636761	0.144552020665908	6646	6483	Other	Other	Gene	0.206036502	0.930786542	0.183159902	0.808343352	3731	4043
SPRED1	0.446497589746807	1354	0.65543338832863	721	0.0354330884806125	0.186292544395108	0.0213736643866054	0.0848298406433553	4035	5358	Other	Other	Gene	0.035249251	0.762971698	0.199008445	0.813360053	829	4343
CDK13	0.0473648697595532	5558	0.282347977642081	1661	0.194694533803981	0.628883707871614	0.101740597894078	0.266751311849457	6543	8105	Other	Other	Gene	0.073772814	0.892028986	0.005589758	0.446086957	1481	227
WEE1	0.114468836156778	3544	0.468795940726273	1094	0.215217293294593	0.671608623071154	0.127002360525732	0.312541090246313	6767	8632	Other	Other	Gene	0.390411332	0.930786542	0.039144647	0.665384615	7331	1037
HEXIM1	0.120579255175355	3455	0.223008250775986	1945	0.859096267810524	0.95838100960166	0.600258009183775	0.788658247885437	13498	16058	Other	Other	Gene	0.245562517	0.930786542	0.130226096	0.766859159	4445	3017
CDH11	0.64816315934581	858	0.29966471631923	1604	0.00531471812441052	0.0420539652852075	0.000201455468718607	0.00207783861709816	2682	2063	CGC-TSG	Other	Gene	0.527256878	0.934650967	0.444129665	0.90941544	9795	8651
ADAMTS1	0.00674870512539471	11647	0.00408061859942223	12324	0.434485752304983	0.95838100960166	0.230363361114356	0.463314097403096	8913	10549	Other	Other	Gene	0.401808771	0.930786542	0.091620812	0.733967729	7531	2216
CCDC80	0.0418525908067346	5926	0.0601186362111342	4277	2.0739969902759e-05	0.00036047962370138	1.86474522633777e-06	3.5478442882171e-05	1222	1119	Other	Other	Gene	0.674639063	0.938319315	0.296366113	0.859483554	12559	6141
FZD7	0.0550371398879619	5183	0.0352515956296414	5608	0.953987697920069	0.95838100960166	0.655913443758202	0.821081115904664	17847	16834	Other	Other	Gene	0.809773904	0.946505906	0.902789431	0.980384111	14910	16159
FOXC1	0.0624807174188077	4861	0.382184065266215	1321	0.582261442692233	0.95838100960166	0.426686894496788	0.669336795850416	10342	13467	Other	Other	Gene	0.464461999	0.932939374	0.471255789	0.912244252	8764	9136
BAZ2A	0.949541470610939	227	0.992305590715851	155	3.94524094812797e-05	0.000638823247444217	3.51356836904031e-06	6.25616659828611e-05	1312	1195	Other	Other	Gene	0.081340234	0.901570048	0.204750749	0.814874241	1612	4462
ARHGEF17	0.0646574341938377	4785	0.21034513910826	2036	0.0452077966797768	0.223407453490112	0.00490089884575088	0.0274679783019741	4290	3796	Other	Other	Gene	0.450661945	0.930786542	0.188624353	0.812228571	8484	4130
KLF7	0.904487976414561	315	0.833528206997016	457	0.0674332302216913	0.299423776368831	0.0176496753785934	0.0734277494421022	4774	5111	Other	Other	Gene	0.060681013	0.864411557	0.741242168	0.971474473	1264	13434
PKM2	0.511138549067442	1204	0.19514366825826	2136	0.793532912009064	0.95838100960166	0.481769068680613	0.713363705407212	12603	14265	Other	Other	Gene	NA	NA	NA	NA	18024	18024
MSL2	0.668110045288839	809	0.732862729393653	602	0.952200410998836	0.95838100960166	0.608545934222068	0.791764981129292	17457	16204	Other	Other	Gene	0.650809044	0.937424468	0.188624353	0.812228571	12109	4131
TGFB2	0.0285182220748617	7043	0.42864416926276	1185	0.558299621509336	0.95838100960166	0.267500972861425	0.507539687534868	10097	11168	Other	Other	Gene	0.781520022	0.946505906	0.36184146	0.88601921	14293	7267
KLF16	0.0556288593485442	5160	0.391538588163695	1290	0.362325150808221	0.929543298648252	0.261624161128604	0.5002197621794	8220	11083	Other	Other	Gene	0.604990466	0.937424468	0.418191229	0.903472222	11166	8201
CRIM1	0.958438882878273	220	0.274129240866722	1700	0.00553884123130919	0.043443285048841	0.00154215488527961	0.0110465314233253	2705	2970	Other	Other	Gene	0.350286026	0.930786542	0.304647235	0.859483554	6459	6285
JAG1	0.0244857946691009	7503	0.115093622226347	3010	0.0436752963525398	0.217549530148731	0.0121027031044745	0.0550120521444642	4257	4680	Other	Other	Gene	0.043748297	0.807035176	0.36184146	0.88601921	973	7268
HNRNPH1	0.0309644767169131	6824	0.0303490315125976	5987	0.254063768633051	0.746919788625086	0.0411328144928138	0.13699580244254	7180	6386	Other	Other	Gene	0.341340234	0.930786542	0.03018796	0.653419811	6266	822
FAT1	0.986183104710164	146	0.0259628931256871	6424	7.94460163458175e-20	4.92110089309076e-17	1.37956171807666e-15	1.7603042305686e-13	32	167	Core CGC-TSG	Other	Gene	0	0	0.977504767	0.985396529	2	17725
BCL2L1	0.993703455372903	117	0.99716348231164	128	0.202145666640657	0.64406728625086	0.0649026738927888	0.191951572238923	6633	7191	Other	Other	Gene	0.277847998	0.930786542	0.167769	0.791823091	5072	3759
DLX2	0.00140192080454961	16425	0.0828122331362276	3635	0.388654015672252	0.95838100960166	0.276548439706131	0.517662606492455	8478	11320	Other	Other	Gene	0.163339689	0.930786542	0.322789431	0.870127088	3007	6611
JARID2	0.22468408724367	2378	0.425533464058302	1189	0.947869815843739	0.95838100960166	0.588819580492592	0.782192908217482	16609	15883	Other	Other	Gene	0.02808499	0.71398892	0.177875238	0.801989683	707	3963
C10ORF140	0.00525767823218666	12490	0.0872163816784691	3537	0.95838100960166	0.95838100960166	0.307937225679311	0.552808284920003	18677	11801	Other	Other	Gene	NA	NA	NA	NA	18025	18025
LASP1	0.00885045309017393	10751	0.253567579609523	1799	0.611418309555362	0.95838100960166	0.361813193688862	0.609717464951836	10616	12563	Other	Other	Gene	0.206036502	0.930786542	0.0940997	0.733967729	3732	2254
NIPBL	0.314013670617774	1855	0.560156340346766	890	6.1640552542225e-06	0.000121283336484051	8.15313435809325e-06	0.000131371249335131	1080	1320	Other	Other	Gene	0.002527922	0.246808511	0.22961046	0.829625984	187	4898
ALCAM	0.0222938564878239	7768	0.156925069334715	2507	0.027411658932944	0.153593226453354	0.0140321328266285	0.0616262816163697	3789	4844	Other	Other	Gene	0.781520022	0.946505906	0.341743394	0.878775567	14294	6947
AKIRIN2	0.910336805290621	306	0.972835693783916	218	0.292445062703169	0.817702642847635	0.00167819859605706	0.0117500436022801	7548	3039	Other	Other	Gene	0.131332062	0.930786542	0.58233179	0.934572003	2496	11003
ZNF703	0.018388260455146	8352	0.00125051001393285	15732	0.951796635663342	0.95838100960166	0.68878427586176	0.838607252561893	17366	17304	Other	Other	Gene	0.228101335	0.930786542	0.471255789	0.912244252	4142	9137
YWHAZ	0.96483694348165	209	0.836205658660628	453	0.530109738621271	0.95838100960166	0.219179561214263	0.448525618929678	9831	10368	Other	Other	Gene	0.08305094	0.902011834	0.10192863	0.739778569	1640	2463
TBX5	0.109600984443998	3626	0.622132579680568	779	0.00195119217495846	0.0183648206961969	4.7745659457509e-05	0.000611058412840876	2256	1662	Other	Other	Gene	0.72621629	0.941296519	0.515587034	0.922108545	13454	9883
ZNF462	0.729443115996221	671	0.617180414904854	788	0.00351146942395272	0.03005056303414	0.000522803089099972	0.00457317264980625	2479	2433	Other	Other	Gene	0.527256878	0.934650967	0.547997821	0.92841979	9796	10407
SAMD4A	0.118060381239566	3497	0.157365594001789	2500	0.689767164339732	0.95838100960166	0.460499962195578	0.697490185555833	11408	13944	Other	Other	Gene	0.413440479	0.930786542	0.564728957	0.931237086	7760	10714
CDC42EP3	0.00571347685471624	12187	0.0178328255597218	7526	0.149312669752856	0.52720856334111	0.0254350579112798	0.0968203361620395	5997	5586	Other	Other	Gene	0.674639063	0.938319315	0.457455734	0.910299219	12560	8877
SPRED2	0.00663219341643656	11705	0.0355602638872944	5586	0.000166523321044551	0.00225298123691323	4.98522201440614e-05	0.000634588386529155	1571	1671	Other	Other	Gene	0.026248978	0.713239437	0.257194225	0.843150563	657	5431
TLE3	0.00638863282754043	11821	0.170953516050464	2343	0.206759388817548	0.6531034414932	0.0283750833302227	0.105100756246083	6687	5742	Other	Other	Gene	0.163339689	0.930786542	0.280272405	0.852427506	3008	5861
BMPR2	0.224125634358465	2384	0.312597301521406	1568	0.594222114515611	0.95838100960166	0.412370052244618	0.656790002487522	10447	13280	Other	Other	Gene	0.006603105	0.417931034	0.331980387	0.870127088	286	6721
IGF1R	0.20723684578627	2481	0.327599843080891	1504	0.511792636831479	0.95838100960166	0.128198489650485	0.314541944668807	9655	8657	Other	Other	Gene	0.27110869	0.930786542	0.013549442	0.551193059	4927	439
MLLT6	0.00196097454389315	15540	0.0421229943010164	5178	0.946142747243322	0.95838100960166	0.827866942834169	0.912470281448168	16309	18631	Other	Other	Gene	0.075162081	0.893523316	0.062925633	0.703839122	1505	1594
TOB2	0.316711560574682	1840	0.734469895547947	601	0.061184660247446	0.277992308147724	0.0384727342656025	0.130377782198747	4666	6276	Other	Other	Gene	0.450661945	0.930786542	0.500550259	0.920048067	8485	9638
ZFAND5	0.187036467106576	2649	0.43370382436857	1172	0.424187945311798	0.95838100960166	0.197042735353661	0.419417006058452	8836	9973	Other	Other	Gene	0.069376192	0.878206897	0.471255789	0.912244252	1419	9138
ZSWIM6	0.340837263387688	1729	0.0280224424092641	6217	0.918462383124858	0.95838100960166	0.735461554549603	0.866428033276067	14564	17858	Other	Other	Gene	0.527256878	0.934650967	0.304647235	0.859483554	9797	6286
PAWR	0.00127220013949536	16662	0.0682680022180567	4030	0.000151491220114827	0.00206931180091465	0.000124314926789216	0.00137907652226069	1556	1917	Other	Other	Gene	0.037929719	0.780493274	0.280272405	0.852427506	873	5862
ZMIZ1	0.870248200609696	388	0.81645463488528	488	0.521148606289731	0.95838100960166	0.129946307209727	0.317585257521744	9745	8692	Other	Other	Gene	0.109828385	0.919662409	0.042288205	0.665384615	2117	1109
HSPA8	0.493483353739987	1245	0.176660322665131	2285	0.125048784466034	0.464551002124602	0.0646495307902131	0.19136225192508	5701	7186	Other	Other	Gene	0.300479433	0.930786542	0.041198583	0.665384615	5483	1086
FOXP1	0.987970417695247	138	0.997170557868608	127	1.58006539796291e-08	5.25266982296282e-07	1.0342129026786e-08	3.35945773524058e-07	639	655	Other	Core CGC-OG	Gene	0.00538273	0.368656716	0.430847181	0.905449966	264	8416
HNRNPD	0.950247102381077	226	0.675223141036347	685	0.0689571310857091	0.304477311708532	0.0420624291132373	0.139438130363095	4800	6416	Other	Other	Gene	0.00103514	0.146153846	0.699013893	0.967820774	129	12831
NRP2	0.179304515094597	2721	0.123749658582371	2871	0.460221807268025	0.95838100960166	0.131470129370593	0.319878623744916	9171	8731	Other	Other	Gene	0.050394988	0.828853047	0.296366113	0.859483554	1095	6142
TLE4	0.153746188728962	2999	0.0427481712885149	5132	0.955546734598634	0.95838100960166	0.52966032617273	0.746710677500146	18187	14973	Other	Other	Gene	0.650809044	0.937424468	0.457455734	0.910299219	12110	8878
SMAD6	0.0112261850608182	9927	0.0135048516651236	8321	0.540737829611391	0.95838100960166	0.284289309736197	0.526711115434385	9927	11437	Other	Other	Gene	0.107458458	0.919662409	0.107758104	0.750341426	2077	2564
TRA2B	0.896932377975253	327	0.749346824029465	575	0.0420457688995141	0.211359587044054	0.00865831733730891	0.0428173785427513	4219	4301	Other	Other	Gene	0.036529556	0.770689655	0.126771997	0.765931534	852	2940
OSR1	0.00178892865930224	15790	0.0237722160231426	6697	0.0578037125845794	0.266379608880796	0.00778321463520263	0.0394124439115125	4601	4201	Other	Other	Gene	0.896502315	0.956481051	0.937226914	0.980384111	16488	16953
VEGFA	0.844527445281029	439	0.787856666447866	520	0.0310083132319708	0.168842401268057	0.00802638811907356	0.0402907666500209	3897	4237	Other	Other	Gene	0.001302098	0.161486486	0.658567148	0.955799794	145	12135
PBX1	0.197453415580677	2556	0.409916651353415	1235	0.830612741608185	0.95838100960166	0.370391639422083	0.617242155661622	13076	12704	Other	CGC-OG	Gene	0.544903296	0.934650967	0.018599837	0.589637306	10156	566
JUNB	0.109156310494352	3640	0.380610474508929	1331	0.930262586822347	0.95838100960166	0.838335965610688	0.912470281448168	14937	18700	Other	Other	Gene	0.059547807	0.858601728	0.14552438	0.780147476	1240	3337
STIM2	0.774356881810771	580	0.917639466529152	307	0.0632225439531737	0.285063307045743	0.00553008463569008	0.0301923068157622	4702	3897	Other	Other	Gene	0.211359303	0.930786542	0.167769	0.791823091	3838	3760
C6ORF62	0.892945239609323	335	0.841098776098884	447	0.0443612499952849	0.220091705739121	0.00734510079011861	0.0376242194078456	4274	4153	Other	Other	Gene	0.019792972	0.640740741	0.720828112	0.971474473	553	13085
DUSP4	0.116395938784184	3517	0.0255911936064106	6463	0.843955450908523	0.95838100960166	0.289200911728358	0.531257088622378	13268	11535	Other	Other	Gene	0.159302642	0.930786542	0.457455734	0.910299219	2936	8879
LZTS2	0.0846267997993878	4212	0.47962335553056	1068	0.315700096391517	0.854905750922204	0.0845463760884805	0.232945271278696	7791	7714	Other	Other	Gene	0.046036502	0.814065511	0.296366113	0.859483554	1014	6143
CCNL1	0.119283821127484	3476	0.194051144516651	2142	0.00393042252169548	0.0328910924875253	0.00146504298999379	0.0105969453746699	2535	2942	Other	Other	Gene	0.044456551	0.807920792	0.485982021	0.916396137	987	9391
FDFT1	0.00443738516376038	13071	0.00484275152198308	11743	0.953404360176928	0.95838100960166	0.728746804358515	0.862810626407133	17717	17768	Other	Other	Gene	0.390411332	0.930786542	0.167769	0.791823091	7332	3761
C3ORF58	0.099878444093045	3821	0.0203828393133139	7167	0.14412760485654	0.514613795557641	0.0308089699928371	0.111518318596461	5932	5876	Other	Other	Gene	0.425339145	0.930786542	0.062925633	0.703839122	8009	1595
C17ORF59	0.000910831229466888	17326	0.00716934937079611	10443	0.333003782109934	0.88203574803985	0.0583992283305933	0.177471357172934	7965	6999	Other	Other	Gene	0.300479433	0.930786542	0.264821575	0.845062587	5484	5560
PURB	0.000693143117134166	17780	0.250702648768702	1810	0.00136607322190381	0.0135772641257221	0.00284893999095779	0.0179982396286153	2136	3368	Other	Other	Gene	0.148155816	0.930786542	0.272318169	0.847042874	2748	5713
ACTB	0.974365159098791	182	0.845550933574208	440	0.724459067308157	0.95838100960166	0.073135714932073	0.209924089966103	11781	7407	Other	Other	Gene	0.131332062	0.930786542	0.003410515	0.351912568	2497	173
LRP1	0.98920383187597	134	0.985039033652535	181	4.33805810550774e-10	1.84879360340529e-08	3.73467211473454e-09	1.31758490219997e-07	499	603	Other	Other	Gene	0.109828385	0.919662409	0.027790793	0.644879899	2118	774
