Gene	Gene_betweenness_centrality	Gene_closeness_centrality	Gene_Degree	TSG.All.Set	OG.All.Set	Neutral.Genes
CTNNB1	0.0039479	0.46636397	828	0	1	0
SFPQ	3.9451E-4	0.44355544	269	1	0	0
ARHGAP5	1.684E-5	0.34910441	20	0	1	0
PLOD2	3.411E-5	0.37814519	55	0	0	0
RPS12	4.428E-5	0.41715254	197	0	0	0
CCNI	2.49E-6	0.34831274	8	0	0	0
ITGB8	2.82E-5	0.34852301	14	0	0	0
FAM120A	6.953E-5	0.40823194	81	0	0	0
FZD2	1.4E-5	0.31758256	21	0	0	0
DAB2	8.378E-5	0.39883746	97	0	0	0
ACTR3	1.103E-4	0.4033245	124	0	0	0
MAP3K8	1.207E-5	0.3577962	34	0	0	0
LIN54	1.512E-5	0.36881526	36	0	0	0
PANK2	4.14E-5	0.3610524	25	0	0	0
ALOXE3	2.716E-5	0.35423808	23	0	0	1
BCORL1	9.72E-6	0.37850425	26	1	1	0
FOXO1	6.065E-5	0.38087222	82	1	1	0
MAN1A1	3.14E-5	0.36983366	42	0	0	0
PVRL2	1.6966E-4	0.3717553	49	0	0	0
PTPN14	1.0595E-4	0.39942741	112	0	0	0
BAZ2B	1.695E-5	0.36338774	16	0	0	0
SNAI2	8.79E-6	0.3740059	45	0	0	0
KCTD1	7.78E-6	0.34803035	26	0	0	0
CEBPB	4.961E-5	0.39389234	105	0	0	0
EFNB1	1.3848E-4	0.37844436	46	0	0	0
NEGR1	0.0	0.25562647	6	0	0	0
DDX6	1.4271E-4	0.4125576	133	0	1	0
NPM1	0.00245333	0.45804492	707	0	1	0
PPM1D	1.829E-5	0.36522688	60	0	1	0
BNC2	6.23E-6	0.33987008	4	0	0	0
PVRL3	8.018E-5	0.37149134	40	0	0	0
RAP2A	8.949E-5	0.36292298	46	0	0	0
E2F3	4.523E-5	0.3822549	49	0	0	0
SIAH2	6.409E-5	0.37186264	102	0	0	0
MYADM	4.396E-5	0.37350527	28	0	0	0
FBXO5	8.28E-6	0.37283984	44	0	0	0
HES7	0.0	0.32235829	1	0	0	0
ANXA5	1.4672E-4	0.40616206	106	0	0	0
ATXN2	1.6376E-4	0.40913978	90	0	0	0
CTDSP2	1.587E-5	0.34834897	40	0	0	0
HDAC7	1.7323E-4	0.38048271	122	0	0	0
ROCK1	6.537E-5	0.38984748	54	0	0	0
CDCA8	7.267E-5	0.38760013	70	0	0	0
WTAP	4.1602E-4	0.41815275	150	0	0	0
PFN1	1.2592E-4	0.41932575	106	0	0	0
BBX	3.345E-5	0.40322736	39	0	0	0
CD63	2.068E-5	0.33350598	29	0	0	0
MEX3C	1.572E-5	0.38611624	71	0	0	0
GTPBP1	2.933E-5	0.39207513	39	0	0	0
FLNA	0.00107789	0.43339374	357	0	0	0
KCTD12	3.119E-5	0.37860697	56	0	0	0
NHLRC3	3.08E-6	0.29029685	11	0	0	1
TMEM30A	2.5612E-4	0.38641924	71	0	0	0
TUBA1C	3.7118E-4	0.42123538	261	0	0	0
MAP3K1	2.3809E-4	0.40004779	159	1	1	0
G3BP1	0.00140787	0.4514859	491	0	0	0
MEF2C	1.533E-5	0.34647462	38	0	0	0
MFHAS1	4.2494E-4	0.37867547	96	0	0	0
FUS	0.00202548	0.45074442	541	1	0	0
NBEAL1	2.67E-6	0.35145688	10	0	0	0
SEPHS1	4.589E-5	0.3677459	53	0	0	0
RASSF1	1.0274E-4	0.38392919	111	0	0	0
DUSP10	4.283E-5	0.36013595	66	0	0	0
OSBPL3	1.567E-5	0.38191482	36	0	0	0
SLC12A2	4.633E-5	0.39416127	44	0	0	0
TNKS1BP1	3.424E-5	0.38010262	64	0	0	0
PHF17	3.779E-5	0.38178418	84	0	0	0
ARID4A	3.66E-6	0.35512472	40	0	0	0
HNRNPR	3.0869E-4	0.43238636	265	0	0	0
H3F3B	6.1E-6	0.36195788	37	0	1	0
PAPD7	1.02E-6	0.35261163	7	0	0	0
NR4A2	3.081E-5	0.37378879	21	0	0	0
PGRMC2	2.403E-5	0.38422877	46	0	0	0
MBNL2	4.41E-5	0.36522688	11	0	0	0
SPHK1	6.01E-6	0.34176414	21	0	0	0
KCMF1	1.364E-4	0.39831557	97	0	0	0
GARS	8.134E-5	0.40575846	124	0	0	0
PPP3R1	2.114E-4	0.36565762	39	0	0	0
LAMB1	6.125E-5	0.378864	46	0	0	0
EHD1	1.524E-4	0.3876091	89	0	0	0
TNFAIP3	4.9454E-4	0.41109883	160	1	0	0
VASP	1.6642E-4	0.4049243	110	0	0	0
U2AF2	7.6514E-4	0.44261732	473	0	0	0
PRKAR1A	2.6667E-4	0.40293622	111	1	1	0
OGT	3.0885E-4	0.41473444	169	0	0	0
WRNIP1	2.609E-5	0.39196498	65	0	0	1
BDNF	2.835E-5	0.35247058	10	0	0	1
MLXIP	3.0E-7	0.34535253	10	0	0	0
CORO1C	2.6625E-4	0.41442646	199	0	0	0
STK17B	1.789E-5	0.34881347	24	0	0	0
EPAS1	2.0451E-4	0.40770505	144	1	1	0
NBR1	4.437E-5	0.38200196	60	0	0	0
CSNK1A1	5.5717E-4	0.43086188	260	0	0	0
NFYA	6.871E-5	0.380699	67	0	0	0
CPT1A	7.863E-5	0.40478723	85	0	0	0
FBN1	1.665E-5	0.34428724	11	0	0	1
DSTN	1.8512E-4	0.40084277	124	0	0	0
FOXD1	7.7E-7	0.31644804	3	0	0	0
IKZF2	2.88E-6	0.34699165	22	0	0	0
GADD45A	6.634E-5	0.3750196	91	0	0	0
CCDC6	1.3972E-4	0.40912979	79	1	0	0
GLRX5	4.985E-5	0.36626559	73	0	0	0
SH3RF1	2.573E-5	0.3755243	42	0	0	0
PFKFB3	1.852E-5	0.38010262	26	0	0	0
PRKD2	0.00177126	0.39334633	155	0	0	0
MYL6	1.1303E-4	0.41460093	112	0	0	0
SLC30A1	3.707E-5	0.36781862	30	0	0	0
HAS2	7.6E-7	0.28470852	5	0	0	0
SQSTM1	0.0019816	0.44531333	438	0	0	0
SESN1	2.0E-6	0.36367981	10	0	0	0
GGNBP2	1.0E-7	0.31796255	5	0	0	0
TPP2	3.664E-5	0.37178007	41	0	0	0
TAGLN2	2.4941E-4	0.41630197	139	0	0	0
TNPO2	2.0821E-4	0.39383674	75	0	0	0
PPP1R15A	8.81E-6	0.3529387	33	0	0	0
NUFIP2	1.7925E-4	0.39404994	80	0	0	0
PHF21A	3.56E-5	0.37560855	67	0	0	0
HEG1	1.24E-6	0.34006337	4	0	0	0
TPT1	3.9545E-4	0.40685298	191	0	0	0
RNF145	3.13E-6	0.34092205	6	0	0	0
RCC2	3.603E-5	0.40211361	74	0	0	0
DDX17	2.0587E-4	0.4365694	228	0	0	0
PPP1CB	6.3002E-4	0.42613521	332	0	0	0
FAM108B1	0	0	0	0	0	0
SCAF11	2.273E-5	0.39096726	50	0	0	0
HNRNPA0	8.274E-5	0.42458979	144	0	0	0
HOXA1	2.0845E-4	0.35932436	105	0	0	0
RAB10	2.1958E-4	0.41850815	85	0	0	0
ENAH	7.939E-5	0.40300412	66	0	0	0
RPL27A	5.52E-5	0.40967039	201	0	0	0
JUND	1.441E-5	0.37117836	52	0	0	0
UTRN	1.4432E-4	0.40653684	89	0	0	0
CREBZF	1.978E-5	0.37542325	24	0	0	0
RHOBTB3	4.071E-5	0.37048839	45	0	0	0
C12ORF23	4.78E-6	0.36999713	16	0	0	1
MYO10	4.39E-6	0.37262408	19	0	0	0
PDGFC	3.96E-6	0.31822847	8	0	0	0
NAP1L4	5.399E-5	0.40687275	103	0	0	0
TGFB1	5.6672E-4	0.41353588	224	0	0	0
RBM39	2.9872E-4	0.43327036	221	0	0	0
ATN1	2.1479E-4	0.38103692	108	0	0	0
MAP4K3	5.48E-6	0.36482894	16	0	0	0
RNH1	4.813E-5	0.38182772	55	0	0	0
ZFHX3	1.173E-5	0.38993828	19	1	0	0
TM9SF2	3.69E-6	0.33951168	15	0	0	0
THAP9	3.0E-8	0.28919367	3	0	0	1
GDI2	6.257E-5	0.39251635	69	0	0	0
CSRNP1	3.54E-6	0.35091176	8	0	0	0
NEK7	5.565E-5	0.37406439	40	0	0	0
PCNT	1.9547E-4	0.38724152	76	0	0	0
BACH1	7.453E-5	0.38669592	77	0	0	0
TXNDC12	8.412E-5	0.37759935	83	0	0	0
HIPK3	3.168E-5	0.38191482	35	0	0	0
CALD1	2.904E-5	0.39213023	60	0	0	0
DDIT4	1.14E-6	0.34954902	18	0	0	0
ADAMTS9	0.0	0.30236044	1	0	0	0
PPP3CA	2.2719E-4	0.39417983	80	0	0	0
TMSB4X	1.187E-5	0.3426104	30	0	0	0
CNOT8	2.437E-5	0.3682393	41	0	0	0
EMP1	3.7E-7	0.2760975	3	0	0	0
NFKBIZ	1.3E-7	0.32519472	8	0	0	0
PRKCE	6.848E-5	0.39063885	70	0	0	0
RBPMS	0.00132592	0.39229562	234	0	0	0
INSIG1	1.33E-5	0.35579641	31	0	0	1
OAZ1	1.906E-5	0.36293085	29	0	0	0
RRM2	3.154E-5	0.39723817	62	0	0	0
OTUD4	0.00325027	0.4346765	525	0	0	0
EIF4G2	5.937E-5	0.40488513	100	0	0	0
STT3B	5.578E-5	0.3976061	58	0	0	0
MGAT1	4.73E-6	0.3354438	13	0	0	0
SLC3A2	3.9582E-4	0.41741255	120	0	0	0
SMEK2	2.394E-5	0.36599335	43	0	0	0
UBL3	4.9E-7	0.36361662	3	0	0	0
ANKRD17	6.9E-5	0.39385527	54	0	0	0
TMCO3	8.281E-5	0.37104674	40	0	0	0
HNRNPA2B1	3.6429E-4	0.44919643	271	0	1	0
CBX3	4.1758E-4	0.40920979	220	0	0	0
NFKBIA	2.6633E-4	0.39528734	176	0	0	0
TGFB3	8.45E-6	0.33389841	8	0	0	0
AIM1	8.64E-6	0.36315915	16	0	0	0
ETS2	1.007E-5	0.35404331	36	0	0	0
ADD3	4.279E-5	0.37647006	36	0	0	0
NDUFV2	5.413E-5	0.37816227	94	0	0	0
TSPYL4	2.34E-6	0.32688365	16	0	0	0
GLUL	1.0054E-4	0.39375338	55	0	0	0
USP3	1.1999E-4	0.38904122	51	0	0	0
TSHZ1	3.59E-6	0.34613794	5	0	0	0
ZADH2	2.839E-5	0.3755243	17	0	0	0
COL6A3	3.0E-8	0.30003584	2	0	0	0
NR3C2	8.84E-6	0.37274852	36	0	0	0
UBP1	3.37E-5	0.37070168	29	0	0	0
ZNF839	3.44E-6	0.36101348	6	0	0	0
SPTAN1	3.884E-4	0.43016444	229	0	0	0
TBX18	0	0	0	0	0	0
FAS	2.026E-4	0.37636004	123	1	0	0
ZNF827	6.32E-6	0.36937672	30	0	0	0
GNAQ	3.1702E-4	0.37282323	87	0	1	0
HMGB2	7.24E-5	0.40085237	74	0	0	0
PDZD8	9.031E-5	0.36823121	40	0	0	0
PMP22	9.811E-5	0.34771231	14	0	0	0
HERPUD1	5.955E-5	0.38486472	47	0	0	0
PHIP	2.004E-5	0.38156665	64	0	0	0
PANX1	1.309E-5	0.36514722	17	0	0	0
RPL14	4.1228E-4	0.42019928	320	0	0	0
NFAT5	9.9E-7	0.36750373	13	0	0	0
SKIL	3.2387E-4	0.3760726	110	0	0	0
ACVR2A	4.877E-5	0.3316561	46	1	0	0
GBA2	2.12E-6	0.34367944	12	0	0	1
ETF1	3.527E-5	0.3906662	68	0	0	0
UBE2E1	1.7616E-4	0.38451115	162	0	0	0
PIM1	7.27E-5	0.393217	74	0	1	0
LDLR	1.1827E-4	0.37173054	44	0	0	0
SSFA2	4.336E-5	0.38389397	55	0	0	0
HMG20A	2.6653E-4	0.39788013	118	0	0	0
EBF1	1.56E-6	0.32447623	14	1	0	0
CUX1	1.0855E-4	0.39991401	68	1	1	0
C14ORF104	0	0	0	0	0	0
ATP1B3	4.2741E-4	0.4010252	133	0	0	0
ID1	2.769E-5	0.35294614	49	0	0	0
MAP2K3	1.4514E-4	0.41791268	145	0	0	0
SLK	1.174E-5	0.37574343	31	0	0	0
NEDD9	4.425E-5	0.38221126	63	0	0	0
CTNND1	1.3683E-4	0.41908433	105	0	0	0
KAZALD1	0	0	0	0	0	0
RAD23B	1.6407E-4	0.41043367	159	0	0	0
CKS2	7.92E-6	0.35105892	41	0	0	0
ZBTB41	1.75E-6	0.35866235	3	0	0	0
EGR3	0	0	0	0	0	0
ING2	2.455E-5	0.3750448	53	0	0	0
FGFR1	0.0012538	0.40596508	210	0	1	0
PMAIP1	2.02E-6	0.34981926	17	0	0	0
RHOA	8.118E-4	0.41172565	216	1	1	0
TRIM41	1.9587E-4	0.382316	105	0	0	0
ATP1B1	1.1859E-4	0.40442544	89	0	0	0
TBL1XR1	1.1088E-4	0.41868607	121	1	1	0
TGFBR2	3.7744E-4	0.40978069	173	1	0	0
RASSF3	8.45E-6	0.36785094	26	0	0	0
TACC1	3.564E-5	0.38251691	59	0	0	0
PTPN1	4.6665E-4	0.40873026	185	0	0	0
ARHGAP12	5.59E-6	0.3550946	12	0	0	0
PTMS	2.624E-5	0.37447437	36	0	0	1
RFX7	9.7E-7	0.35359466	9	0	0	0
FNDC3B	1.805E-5	0.38711617	21	0	0	0
ZBTB2	1.027E-5	0.35920101	27	0	0	0
TMEM64	5.5E-7	0.33294885	4	0	0	0
DKK1	6.95E-6	0.33290913	20	0	0	0
SEC61A1	8.427E-5	0.39870448	92	0	0	0
MTMR4	3.5621E-4	0.39493301	118	0	0	0
BCL9L	3.2E-7	0.3677459	11	1	1	0
PTPN12	2.7347E-4	0.39619471	86	0	0	0
BMPR1A	3.7936E-4	0.39262681	123	1	1	0
DYRK2	3.489E-5	0.3772335	75	0	0	0
LOX	3.749E-5	0.3515233	22	0	0	0
IDI1	5.2E-7	0.35419311	8	0	0	0
PDGFA	3.98E-6	0.33726154	17	0	0	0
HS3ST3A1	2.0E-8	0.31749825	2	0	0	0
IRX3	8.0E-8	0.32106626	2	0	0	0
AXL	4.797E-5	0.38246448	37	0	0	0
STX16	2.913E-5	0.37396413	26	0	0	0
ZNF521	3.25E-6	0.36088119	11	0	1	0
RALY	6.569E-5	0.41163454	127	0	0	0
DMTF1	9.9E-7	0.346231	6	0	0	0
TMPO	5.7157E-4	0.44115942	407	0	0	0
LBH	2.7E-7	0.30474353	6	0	0	0
SH2B3	1.99E-6	0.35356479	13	1	0	0
CAMSAP1L1	0	0	0	0	0	0
TGOLN2	0.0011944	0.4049243	457	0	0	0
TRIP12	2.0018E-4	0.40306233	83	0	0	0
EZR	0.00131895	0.42928205	336	0	0	0
PCMTD1	1.35E-6	0.35387119	9	0	0	0
USP22	2.6436E-4	0.39318929	105	0	0	0
FAM129B	1.598E-5	0.38016304	43	0	0	0
CKS1B	4.071E-5	0.35893148	64	0	0	0
GOLPH3	9.724E-5	0.38255187	50	0	0	0
ZCCHC3	1.539E-5	0.38816628	50	0	0	0
PDLIM5	6.741E-5	0.39307851	81	0	0	0
CAPRIN1	3.972E-5	0.40909979	86	0	0	0
DUSP14	3.0049E-4	0.39045664	103	0	0	0
CDKN2A	5.9615E-4	0.41822587	276	1	0	0
SLC16A3	7.72E-6	0.3653544	12	0	0	0
BSG	6.0117E-4	0.41935726	211	0	0	0
SMG7	3.561E-5	0.39325394	49	0	0	0
ELOVL6	0.0	0.33389841	2	0	0	0
TMED5	2.44E-6	0.35823259	9	0	0	0
ZNF436	5.9E-7	0.35417063	7	0	0	0
TXN	3.9937E-4	0.42086476	186	0	0	0
SRRM2	5.6215E-4	0.4416249	311	0	0	0
MAGI2	1.494E-5	0.33056252	18	0	0	0
ASF1A	5.023E-5	0.37787207	103	0	0	0
HNRPLL	1.7412E-4	0.39225885	101	0	0	0
KIF5B	1.8743E-4	0.41202963	136	0	0	0
SMARCD3	1.328E-5	0.36407524	60	0	0	0
SMEK1	4.845E-5	0.3799646	80	0	0	0
RHOB	2.252E-5	0.36479714	27	0	0	0
SET	2.8112E-4	0.42144745	157	0	1	0
TNIK	5.58E-5	0.39253476	61	0	0	0
MECOM	2.2294E-4	0.40824189	216	0	1	0
KCTD15	6.011E-5	0.35707126	47	0	0	1
RAB30	9.82E-6	0.33592167	26	0	0	0
AMIGO2	2.72E-6	0.33578018	12	0	0	0
TBC1D2	2.29E-6	0.33389175	13	0	0	0
PRDM1	2.688E-5	0.37838449	41	1	0	0
KIF13A	9.26E-6	0.36562568	16	0	0	0
TARS	6.202E-5	0.40546366	94	0	0	0
FADS2	2.78E-6	0.37390566	16	0	0	0
MORF4L1	2.4671E-4	0.40778449	144	0	0	0
DCN	3.839E-5	0.34440056	20	0	0	0
CHST11	3.58E-6	0.3652986	7	0	1	0
CNBP	8.882E-5	0.38917688	155	1	0	0
PSME4	1.507E-5	0.37239201	40	0	0	0
SPEN	3.856E-5	0.38364765	57	1	0	0
HIPK2	7.605E-5	0.39318006	102	0	0	0
CGGBP1	7.67E-6	0.35790329	20	0	0	0
IRF2	1.001E-4	0.38860777	100	0	0	0
UBQLN2	6.3578E-4	0.42224464	361	0	0	0
CDK12	1.346E-4	0.40511046	87	1	0	0
SIX4	3.1E-6	0.35268591	11	0	0	0
LUC7L2	3.1001E-4	0.42978898	213	0	0	0
SIX5	4.4E-7	0.30762729	6	0	0	0
FERMT2	1.3024E-4	0.40525755	87	0	0	0
PTRF	1.7794E-4	0.39953226	127	0	0	0
NAV1	5.208E-5	0.39876146	67	0	0	0
MAZ	6.86E-6	0.37675811	31	0	0	0
WLS	6.884E-5	0.3712689	23	0	0	0
NOTCH2NL	0.00221223	0.40047841	242	0	0	0
TOP1	5.8354E-4	0.43691119	238	0	0	0
FAM36A	0	0	0	0	0	0
TPBG	7.3E-7	0.34610932	25	0	0	0
FOSB	1.47E-6	0.33627252	9	0	0	0
COL5A1	2.423E-5	0.36914868	20	0	0	0
RBM14	1.4849E-4	0.41953591	194	0	0	0
CHIC2	5.689E-5	0.3578115	31	0	0	0
AX747619	0	0	0	0	0	0
SMURF2	3.9538E-4	0.40823194	189	0	0	0
FBXW7	0.00327903	0.42986623	452	1	0	0
EIF4G1	1.5929E-4	0.41910531	158	0	0	0
AXIN2	3.3E-6	0.33883143	24	1	0	0
UNC5B	2.333E-5	0.35816361	19	0	0	0
SNRPD3	1.2442E-4	0.42242576	183	0	0	0
RREB1	1.416E-5	0.37424835	19	0	0	0
BCR	2.7498E-4	0.41699669	101	0	0	0
WASL	1.5247E-4	0.39213941	85	0	0	0
SOBP	2.95E-6	0.35352746	6	0	0	0
MAP3K14	3.529E-5	0.37388061	88	0	0	0
FBRS	9.34E-6	0.37258262	31	0	0	0
CHMP1B	9.54E-6	0.35958676	32	0	0	0
PRPF38B	8.86E-6	0.37006255	24	0	0	0
ANXA11	2.439E-5	0.36964585	50	0	0	0
GCLC	1.164E-5	0.3451176	12	0	0	0
WAC	6.74E-5	0.38165363	45	0	0	0
ANKRD12	1.828E-5	0.36424951	19	0	0	0
ITM2B	1.0635E-4	0.36552989	37	0	0	0
ADH5	2.06E-5	0.36427328	23	0	0	0
PJA2	3.4E-5	0.37710605	55	0	0	0
CHD1	9.539E-5	0.39940835	63	0	0	0
CNOT6L	1.935E-5	0.36371931	39	0	0	0
TMEM2	4.958E-5	0.38037897	22	0	0	0
TUBB6	8.453E-5	0.41436491	110	0	0	0
HTR1B	9.14E-6	0.29879355	5	0	0	0
BASP1	4.43E-5	0.4034703	71	0	0	1
GDNF	7.26E-6	0.32867407	15	0	0	0
USP53	1.835E-5	0.37767601	38	0	0	0
RBMS1	3.988E-5	0.3749944	50	0	0	0
CLASP1	5.018E-5	0.39741733	43	0	0	0
ZNF207	5.56E-6	0.37382218	54	0	0	0
CAND1	0.00279134	0.45570103	767	0	0	0
USP1	3.147E-5	0.36787519	79	0	0	0
GOLIM4	9.045E-5	0.39128707	50	0	0	0
ASH1L	5.77E-6	0.36177799	14	0	0	0
MYL12B	2.43E-5	0.3884635	43	0	0	0
SUGT1	1.267E-4	0.38657985	128	0	0	0
LEPRE1	2.1677E-4	0.38660663	85	0	0	0
HOXA9	8.66E-6	0.36037626	17	1	1	0
MAN2A1	2.824E-5	0.37785501	41	0	0	0
SH3BP4	9.765E-5	0.39279262	80	0	0	0
CIRBP	1.2206E-4	0.41665422	95	0	0	0
PTP4A1	8.375E-5	0.3750532	76	0	0	0
LOXL1	1.05E-6	0.31829502	5	0	0	0
FAM20C	1.127E-5	0.35252253	11	0	0	0
SETD2	3.239E-5	0.39461651	49	1	0	0
SKA2	1.16E-6	0.33447208	15	0	0	0
UBE2E3	1.4395E-4	0.39083948	127	0	0	0
CUL1	0.00383667	0.45199784	823	0	0	0
ZBTB5	8.04E-6	0.35529806	21	0	0	0
LRRC1	6.142E-5	0.38719674	30	0	0	0
RCOR3	1.0697E-4	0.39767221	67	0	0	0
CTTNBP2NL	4.011E-5	0.38633899	54	0	0	0
FHL2	6.4762E-4	0.41376072	176	0	0	0
ILF3	8.0468E-4	0.44272266	408	0	0	0
LRRFIP2	1.687E-5	0.37686836	45	0	0	0
LPAR1	5.2373E-4	0.35865467	145	0	0	0
SLC25A28	4.24E-6	0.33711214	27	0	0	0
ATXN2L	5.475E-5	0.39256237	62	0	0	0
CENPN	6.82E-6	0.32740144	28	0	0	0
MICB	1.67E-6	0.35987275	12	0	0	0
DRAP1	2.088E-5	0.36423366	39	0	0	1
GTF2I	3.5806E-4	0.42117179	176	0	0	0
FLI1	4.88E-6	0.349425	41	0	1	0
DNMBP	1.463E-5	0.36176235	35	0	0	0
TBCC	3.1E-7	0.33083034	2	0	0	0
PYGB	8.07E-5	0.38476742	58	0	0	0
RFX3	4.964E-5	0.36529063	38	0	0	0
ARPC2	3.81E-5	0.39063885	91	0	0	0
MAGI1	1.7189E-4	0.38651737	103	0	0	0
KLF5	4.797E-5	0.39367931	79	0	0	0
ITGA5	7.965E-5	0.38389397	55	0	0	0
HSPH1	1.2498E-4	0.41765205	155	0	0	0
PLXND1	2.4E-7	0.35426806	4	0	0	0
CEP57	1.5823E-4	0.40152533	116	0	0	0
USO1	1.4967E-4	0.39992356	87	0	0	0
NFKB2	5.987E-5	0.38785155	78	1	1	0
SCARB2	2.7119E-4	0.38950283	161	0	0	0
DPF3	2.169E-5	0.36672289	64	0	0	0
PPM1B	1.4055E-4	0.39553949	109	0	0	0
PIK3R3	3.9119E-4	0.38381476	139	0	0	0
SERTAD1	1.7267E-4	0.35731512	47	0	0	0
RSBN1L	1.681E-5	0.38344556	31	0	0	0
ROCK2	6.055E-5	0.39620409	45	0	0	0
SMCHD1	1.955E-5	0.40249062	52	0	0	0
SEC31A	1.5892E-4	0.41651947	137	0	0	0
GZF1	8.7E-7	0.35423058	19	0	0	0
SLC33A1	6.763E-5	0.38138412	91	0	0	0
BAMBI	6.4E-7	0.31345016	11	0	0	0
FNDC3A	8.139E-5	0.38586706	39	0	0	0
HOMER1	3.246E-5	0.36289151	53	0	0	0
ORC4	5.533E-5	0.38459065	66	0	0	0
COL8A1	2.236E-5	0.35544893	22	0	0	0
KPNA4	8.07E-5	0.40333422	102	0	0	0
PTPRK	3.9996E-4	0.38885147	119	1	0	0
AP2S1	4.322E-5	0.38257809	59	0	0	0
PIM3	0.0	0.31971126	1	0	0	0
RAP2C	4.84E-6	0.3790098	26	0	0	0
ADAM10	9.86E-5	0.3759206	29	0	0	0
SNX5	9.297E-5	0.37017711	55	0	0	0
C20ORF72	0	0	0	0	0	0
ARHGAP29	5.42E-6	0.36722966	14	0	0	0
C1ORF9	0	0	0	0	0	0
FBXO30	1.273E-5	0.36653823	24	0	0	0
STK35	4.84E-6	0.36401983	18	0	0	0
PATZ1	8.263E-5	0.3721106	41	1	0	0
EPHB4	7.518E-5	0.37822207	34	0	0	0
KIF11	2.8397E-4	0.40999143	161	0	0	0
ZHX1	1.6058E-4	0.37730151	64	0	0	0
SLMAP	8.724E-5	0.3674876	78	0	0	0
NEK6	7.982E-5	0.37009528	72	0	0	0
PRKCA	8.6076E-4	0.41612607	195	0	0	0
PSMA3	0.00236024	0.44384942	378	0	0	0
TMEM47	0	0	0	0	0	0
SRSF1	2.1418E-4	0.4344509	224	0	0	0
RASAL2	3.128E-5	0.38831033	65	0	0	0
PRKAB2	2.1179E-4	0.36866907	123	0	0	0
SEMA6A	2.385E-5	0.35246316	22	0	0	0
SRP54	6.331E-5	0.39719105	51	0	0	0
MVP	2.0985E-4	0.40036349	104	0	0	0
PURA	1.43E-5	0.39112253	64	0	0	0
HS6ST1	7.31E-6	0.35554706	10	0	0	0
EGR2	1.529E-5	0.34379941	22	0	0	0
JMY	3.12E-6	0.36708472	13	0	0	0
SCAND2	0.0	0.35589473	2	0	0	0
STK24	7.792E-5	0.3888605	92	0	0	0
PTPN13	6.306E-5	0.39322623	70	1	0	0
SMC5	1.095E-5	0.36103683	31	0	0	0
VAPA	0.00113971	0.42865555	304	0	0	0
GSK3A	2.6853E-4	0.40403504	172	0	0	0
RNF44	0.0	0.29434413	1	0	0	0
GNG5	3.928E-5	0.35911626	58	0	0	0
HSP90AB1	0.00122529	0.45205886	468	0	0	0
C14ORF135	0	0	0	0	0	0
MMP14	3.714E-5	0.34653199	26	0	0	0
FBXL5	1.671E-5	0.35755168	51	0	0	0
LMNB1	1.8121E-4	0.42642826	137	0	0	0
FRAT2	0.0	0.32916519	2	0	0	0
REL	0.00147431	0.40553241	251	0	1	0
STUB1	0.0022509	0.44373178	530	0	0	0
APBB2	1.0441E-4	0.39171736	43	0	0	0
PLEKHO1	2.738E-5	0.36256145	61	0	0	0
HOXA10	1.754E-5	0.36420196	22	0	0	0
ARL4A	5.28E-6	0.339677	15	0	0	0
TMBIM1	6.9E-7	0.34219025	6	0	0	1
PPP2R5A	2.808E-5	0.37413127	39	0	0	0
FBXL19	6.91E-6	0.33927088	26	0	0	0
ARIH1	5.5157E-4	0.40607339	217	0	0	0
PTPN21	4.364E-5	0.35902385	66	0	0	0
MTA2	2.469E-4	0.41215135	182	0	0	0
HOXB5	4.616E-5	0.35774269	53	0	0	0
ASNA1	2.0156E-4	0.382316	84	0	0	0
RXRA	2.0708E-4	0.39391087	167	0	0	0
SPATS2L	7.02E-6	0.37586997	26	0	0	1
DLG1	3.1733E-4	0.39073914	101	0	0	0
RAB33B	3.06E-6	0.34730117	19	0	0	0
RAB2A	2.824E-4	0.40572896	163	0	0	0
TP53INP1	3.97E-6	0.35837829	15	0	0	0
ZBED5	2.0E-8	0.33332006	3	0	0	1
MMP16	0.0	0.32617675	1	0	0	0
MPZL1	2.2735E-4	0.37966302	51	0	0	0
LEMD3	1.9074E-4	0.40501246	71	0	0	0
SLC39A10	3.593E-5	0.38382356	32	0	0	0
VEGFC	1.0E-8	0.27988699	4	0	0	0
TRIM52	1.05E-6	0.34014628	8	0	0	0
WDR74	1.278E-5	0.37213541	40	0	0	0
VCL	2.4772E-4	0.41063501	135	0	0	0
S100A16	2.698E-5	0.3750364	39	0	0	0
SHC1	7.5576E-4	0.42435303	296	0	0	0
ZNF217	2.425E-5	0.38773478	38	0	0	0
TPM1	2.8854E-4	0.40898986	146	0	0	0
PRRT2	5.3E-7	0.30959558	9	0	0	1
COL5A2	2.0E-8	0.31665752	2	0	0	0
ZMYM2	1.9855E-4	0.40860058	90	0	0	0
MTDH	0.00259026	0.42199985	276	0	0	0
CCNK	8.632E-5	0.39151583	68	0	0	0
SRGAP1	4.42E-6	0.37336366	14	0	0	0
RPS6	4.7587E-4	0.43516232	523	0	0	0
HOXB3	0.0	0.31044522	2	0	0	0
MLEC	1.414E-5	0.39569842	45	0	0	0
FGF2	2.446E-5	0.3466755	39	0	0	0
FOXL1	6.585E-5	0.36533845	126	0	0	0
MZF1	4.33E-6	0.33140007	9	0	0	0
ANXA1	3.2507E-4	0.41518699	137	0	0	0
SEPT7	1.6531E-4	0.40880012	119	0	0	0
GULP1	3.83E-6	0.34515318	13	0	0	0
