Gene	oncogene_p_value	oncogene_q_value	tsg_p_value	tsg_q_value
PTCH1	0.022696813	0.617185185	0.042991011	0.804383282
PTPRS	0.001465541	0.246788991	0.425339145	0.930786542
MMP3	0.001100518	0.208247423	0.627518387	0.937424468
PPP1R9B	0.005932988	0.451417004	0.114415691	0.923925864
RAD23B	0.313707437	0.864839291	0.007093435	0.42970297
UHRF1BP1L	0.313707437	0.864839291	0.007093435	0.42970297
KPNA3	0.372105693	0.886207344	0.006461455	0.413240418
PRIM1	0.805290112	0.980179045	0.003824571	0.309251101
CNIH1	0.902789431	0.980384111	0.003459548	0.293981481
TMEM43	0.001084173	0.207291667	0.674639063	0.938319315
GTF3C1	0.016333424	0.579883946	0.054426587	0.841617523
REPIN1	0.002162898	0.300757576	0.316311632	0.930786542
CCNK	0.177875238	0.801989683	0.010525742	0.526430518
SEL1L	0.046989921	0.67700157	0.026679379	0.713239437
MYH9	0.025753201	0.630266667	0.040746391	0.794792774
TRRAP	0.008090439	0.5	0.096268047	0.912108981
ETV5	0.022696813	0.617185185	0.044456551	0.807920792
POLR1C	0.01257423	0.546919431	0.066826478	0.864411557
RPL36A	0.61928085	0.95263996	0.004739853	0.346613546
PPM1F	0.36184146	0.88601921	0.006810133	0.420875421
ATXN3	0.183159902	0.808343352	0.010749115	0.527540107
PPP6R1	0.048308363	0.684349135	0.026679379	0.713239437
GNL2	0.001656224	0.257627119	0.401808771	0.930786542
YAP1	0.07202942	0.720490463	0.020147099	0.647635727
NSUN2	0.027790793	0.644879899	0.03930809	0.786804798
MLH1	0.096649414	0.733967729	0.016349768	0.607489879
AGPAT9	0.547997821	0.92841979	0.005279215	0.365660377
JPH1	0.003323345	0.351912568	0.216823754	0.930786542
NAA16	0.22961046	0.829625984	0.009359847	0.496531792
ANAPC4	0.172912013	0.795438596	0.0112231	0.532299742
PKD2	0.005932988	0.451417004	0.125192046	0.928444444
DPYS	0.003007355	0.338650307	0.239515118	0.930786542
ZCCHC12	0.003508581	0.351912568	0.211359303	0.930786542
CEP19	0.60049033	0.938681656	0.005088532	0.361977186
NOP56	0.12011441	0.761554404	0.01447562	0.582675439
MRPL32	0.001329338	0.235576923	0.584015255	0.937424468
LIMCH1	0.062925633	0.703839122	0.022941978	0.685830619
ARAF	0.006074639	0.451417004	0.128183056	0.930786542
WRNIP1	0.019716698	0.601162791	0.052301825	0.841617523
CTSK	0.60049033	0.938681656	0.005186598	0.361977186
KCND3	0.001656224	0.257627119	0.450661945	0.930786542
HK2	0.002413511	0.30979021	0.316311632	0.930786542
LDLRAD4	0.002413511	0.30979021	0.316311632	0.930786542
TOP1	0.046989921	0.67700157	0.028629801	0.713994565
ITPR1	0.005589758	0.446086957	0.141154999	0.930786542
PIK3R2	0.010318714	0.52320442	0.084712612	0.903486345
DNMBP	0.003154454	0.348795181	0.245562517	0.930786542
PITHD1	0.515587034	0.922108545	0.005878507	0.390942029
RHOB	0.001329338	0.235576923	0.627518387	0.937424468
SRRT	0.037068919	0.665384615	0.034611822	0.7617506
NOLC1	0.003410515	0.351912568	0.233816399	0.930786542
FANCM	0.372105693	0.886207344	0.007196949	0.431699346
WNT11	0.001601743	0.255652174	0.494693544	0.934070569
KRT222	0.678539907	0.958193568	0.005088532	0.361977186
CLTCL1	0.002217379	0.301481481	0.369555979	0.930786542
LIN9	0.048308363	0.684349135	0.029245437	0.717647059
MCM7	0.043356034	0.665384615	0.031582675	0.738471338
ATP1A2	0.002756742	0.322292994	0.292824843	0.930786542
FOSL2	0.12011441	0.761554404	0.015499864	0.596436059
MBD1	0.10192863	0.739778569	0.017286843	0.614922481
PKN2	0.10192863	0.739778569	0.017286843	0.614922481
WBP4	0.638670662	0.953926276	0.005279215	0.365660377
BICD2	0.002217379	0.301481481	0.379449741	0.930786542
ATG14	0.500550259	0.920048067	0.00621629	0.403180212
SNCAIP	0.001329338	0.235576923	0.674639063	0.938319315
PPP2R4	0.177875238	0.801989683	0.012563334	0.562180974
DENND6A	0.699013893	0.967820774	0.005186598	0.361977186
YES1	0.28828657	0.855675938	0.009196404	0.496470588
PGM5	0.001520022	0.251351351	0.564211387	0.934919202
MSH3	0.123317897	0.764179608	0.015794062	0.600207039
KDELR1	0.001520022	0.251351351	0.564211387	0.934919202
CCT3	0.172912013	0.795438596	0.012982838	0.562180974
EIF2AK3	0.188624353	0.812228571	0.012307273	0.555036855
GLI1	0.002478889	0.313793103	0.350286026	0.930786542
PRKRA	0.383110869	0.888551933	0.00765459	0.446031746
ZNF717	0.022696813	0.617185185	0.053331517	0.841617523
YY1	0.117025334	0.758742494	0.016992645	0.612770138
THUMPD3	0.564728957	0.931237086	0.006085535	0.400358423
WHSC1	0.006684827	0.473745174	0.137782621	0.930786542
PRPF8	0.003726505	0.367741935	0.245562517	0.930786542
UGGT1	0.002092073	0.295384615	0.437624625	0.930786542
MICU3	0.547997821	0.92841979	0.00621629	0.403180212
ARID5B	0.331980387	0.870127088	0.008858622	0.492261905
METTL14	0.002887497	0.335443038	0.308281122	0.930786542
ZEB1	0.001465541	0.246788991	0.627518387	0.937424468
HNRNPH3	0.304647235	0.859483554	0.009359847	0.496531792
VPS4A	0.547997821	0.92841979	0.00621629	0.403180212
KLK2	0.006238082	0.458	0.151702533	0.930786542
GNA13	0.007033506	0.481716418	0.137782621	0.930786542
DDX19B	0.322789431	0.870127088	0.009011169	0.492261905
PMPCA	0.001656224	0.257627119	0.564211387	0.934919202
TMPO	0.430847181	0.905449966	0.007376737	0.441042345
TRDMT1	0.001274857	0.234	0.809773904	0.946505906
MKRN1	0.500550259	0.920048067	0.006690275	0.420547945
MVP	0.003579406	0.357065217	0.25815854	0.930786542
DNER	0.515587034	0.922108545	0.006603105	0.417931034
AP4E1	0.485982021	0.916396137	0.006810133	0.420875421
GLT8D2	0.002162898	0.300757576	0.450661945	0.930786542
DYRK1A	0.199008445	0.813360053	0.012759466	0.562180974
DDA1	0.500550259	0.920048067	0.006810133	0.420875421
UBE2E3	0.430847181	0.905449966	0.00765459	0.446031746
WDR73	0.805290112	0.980179045	0.005186598	0.361977186
BTG3	0.58233179	0.934572003	0.006352493	0.407692308
AGTR1	0.013843639	0.551193059	0.079700354	0.898035605
C16orf62	0.406140016	0.901087876	0.008008717	0.460815047
CUL7	0.038142196	0.665384615	0.040746391	0.794792774
PRMT8	0.010318714	0.52320442	0.105159357	0.919142857
ARHGAP21	0.149866521	0.780147476	0.015499864	0.596436059
NEDD4	0.007649142	0.489198606	0.134442931	0.930786542
GSTA4	0.002413511	0.30979021	0.413440479	0.930786542
ZAP70	0.003241624	0.351912568	0.316311632	0.930786542
RNF31	0.007649142	0.489198606	0.137782621	0.930786542
GAB2	0.001563607	0.255652174	0.674639063	0.938319315
BTBD11	0.003508581	0.351912568	0.285502588	0.930786542
DDX24	0.123317897	0.764179608	0.017570144	0.616322702
SEC63	0.003726505	0.367741935	0.277847998	0.930786542
MAST2	0.066423318	0.712565751	0.02713702	0.713239437
SLC9A1	0.130226096	0.766859159	0.017286843	0.614922481
SUPT16H	0.061204032	0.698631841	0.029245437	0.717647059
CTTN	0.009703078	0.522190202	0.117030782	0.923925864
TP53BP2	0.003007355	0.338650307	0.341340234	0.930786542
TBC1D9B	0.013271588	0.551193059	0.086559521	0.907443897
CTNND1	0.027790793	0.644879899	0.050394988	0.828853047
PRKDC	0.076169981	0.723818437	0.025704168	0.713239437
TCEB3	0.296366113	0.859483554	0.010384092	0.526430518
CYLD	0.158398257	0.788126864	0.015499864	0.596436059
RWDD3	0.564728957	0.931237086	0.006810133	0.420875421
STAT3	0.014998638	0.560692464	0.079700354	0.898035605
DBR1	0.052388995	0.693200549	0.033271588	0.753020962
PTPN3	0.008553528	0.508090615	0.131332062	0.930786542
CLOCK	0.372105693	0.886207344	0.009011169	0.492261905
SMC1A	0.041198583	0.665384615	0.03930809	0.786804798
SRSF11	0.123317897	0.764179608	0.018234813	0.619814815
BIN1	0.009703078	0.522190202	0.117030782	0.923925864
AP2A2	0.030928902	0.657562077	0.047845274	0.824600939
ATP6V1B1	0.053707437	0.693200549	0.033271588	0.753020962
SIL1	0.564728957	0.931237086	0.006924544	0.423666667
NUP205	0.005589758	0.446086957	0.195505312	0.930786542
FAF1	0.183159902	0.808343352	0.01447562	0.582675439
CSNK1A1	0.141514574	0.772605592	0.016992645	0.612770138
IRS2	0.341743394	0.878775567	0.009664941	0.506857143
BRCC3	0.547997821	0.92841979	0.007196949	0.431699346
PIGN	0.004369382	0.397029703	0.251876873	0.930786542
HNF1A	0.00509398	0.428899083	0.216823754	0.930786542
NOTCH3	0.017651866	0.586956522	0.073772814	0.892028986
RPL12	0.430847181	0.905449966	0.008515391	0.479447853
CNOT6	0.304647235	0.859483554	0.010525742	0.526430518
KIT	0.003323345	0.351912568	0.332890221	0.930786542
ITK	0.002413511	0.30979021	0.479286298	0.934070569
GLG1	0.199008445	0.813360053	0.013936257	0.573542601
ABL1	0.022696813	0.617185185	0.061950422	0.864411557
ABHD16A	0.638670662	0.953926276	0.006690275	0.420547945
RPA3	0.22961046	0.829625984	0.012759466	0.562180974
USP15	0.046989921	0.67700157	0.037929719	0.780493274
RAB11A	0.406140016	0.901087876	0.009011169	0.492261905
NME1	0.531609916	0.927449862	0.007529284	0.442948718
HMP19	0.015870335	0.579125249	0.081340234	0.901570048
GFI1B	0.006074639	0.451417004	0.190324162	0.930786542
EPAS1	0.005758649	0.451417004	0.200730046	0.930786542
LNX2	0.162778534	0.789587738	0.016099156	0.607489879
PPP2CA	0.193598475	0.812228571	0.01447562	0.582675439
CAD	0.007436666	0.485765125	0.163339689	0.930786542
NR6A1	0.531609916	0.927449862	0.007529284	0.442948718
ST13	0.322789431	0.870127088	0.010384092	0.526430518
KCNH2	0.007229638	0.485765125	0.167496595	0.930786542
CNOT4	0.14552438	0.780147476	0.017570144	0.616322702
MAPK8IP1	0.009201852	0.522190202	0.134442931	0.930786542
YLPM1	0.074154181	0.722068966	0.02808499	0.71398892
ACTG1	0.030928902	0.657562077	0.052301825	0.841617523
EPS8L2	0.515587034	0.922108545	0.008008717	0.460815047
LIMK1	0.02215745	0.617185185	0.066826478	0.864411557
YBX2	0.28828657	0.855675938	0.01194225	0.548
SCAMP3	0.444129665	0.90941544	0.009011169	0.492261905
TRIP6	0.07202942	0.720490463	0.029855625	0.722002635
MAP1A	0.026325252	0.634954008	0.059547807	0.858601728
ATN1	0.049550531	0.684349135	0.03930809	0.786804798
MYO6	0.074154181	0.722068966	0.029245437	0.717647059
DEPDC5	0.430847181	0.905449966	0.009196404	0.496470588
DACH1	0.331980387	0.870127088	0.010749115	0.527540107
LGR4	0.007229638	0.485765125	0.17643149	0.930786542
SMAD1	0.304647235	0.859483554	0.011473713	0.538618926
MPI	0.28828657	0.855675938	0.01194225	0.548
FASN	0.014998638	0.560692464	0.090324162	0.907443897
PPIL2	0.003508581	0.351912568	0.350286026	0.930786542
MECOM	0.005932988	0.451417004	0.216823754	0.930786542
C20orf195	0.013549442	0.551193059	0.100533914	0.913967311
DOCK6	0.444129665	0.90941544	0.009011169	0.492261905
SOX6	0.005758649	0.451417004	0.222429856	0.930786542
MVB12B	0.547997821	0.92841979	0.008008717	0.460815047
LRRC47	0.003508581	0.351912568	0.35977118	0.930786542
ALDH8A1	0.003851811	0.372105263	0.332890221	0.930786542
CARM1	0.022696813	0.617185185	0.06817216	0.875034965
GOLGA5	0.030928902	0.657562077	0.054426587	0.841617523
MRPS30	0.304647235	0.859483554	0.01194225	0.548
ANXA7	0.236289839	0.835021178	0.0136693	0.567647059
ATP1A3	0.003851811	0.372105263	0.341340234	0.930786542
TRAPPC9	0.001906837	0.282258065	0.781520022	0.946505906
JMJD1C	0.322789431	0.870127088	0.011473713	0.538618926
PTGS1	0.199008445	0.813360053	0.015794062	0.600207039
CHD3	0.042288205	0.665384615	0.045273767	0.813111546
DYNC1H1	0.078098611	0.723818437	0.029245437	0.717647059
MTA1	0.014257695	0.554244306	0.100533914	0.913967311
BAI1	0.003508581	0.351912568	0.379449741	0.930786542
TSC2	0.086902751	0.729355281	0.027589213	0.713239437
SEC23B	0.005459003	0.443362832	0.245562517	0.930786542
PCCA	0.006074639	0.451417004	0.222429856	0.930786542
LARP4	0.444129665	0.90941544	0.009512394	0.503170029
SNRPD3	0.004369382	0.397029703	0.316311632	0.930786542
ELF3	0.485982021	0.916396137	0.009196404	0.496470588
ACTN2	0.002625987	0.319205298	0.544903296	0.934650967
ARFIP1	0.331980387	0.870127088	0.01194225	0.548
NFE2	0.58233179	0.934572003	0.008155816	0.46635514
RBBP6	0.158398257	0.788126864	0.018981204	0.6323049
SMC4	0.062925633	0.703839122	0.035249251	0.762971698
PPFIA1	0.011103242	0.534908136	0.128183056	0.930786542
TAP1	0.264821575	0.845062587	0.01346772	0.565675057
NUDT1	0.002217379	0.301481481	0.699705802	0.94123122
SEC24C	0.007899755	0.5	0.180762735	0.930786542
POU2F2	0.002375375	0.30979021	0.627518387	0.937424468
SEC61A1	0.188624353	0.812228571	0.016627622	0.612770138
MYB	0.167769	0.791823091	0.017897031	0.616322702
PIK3R3	0.096649414	0.733967729	0.026248978	0.713239437
GNB1	0.008553528	0.508090615	0.171931354	0.930786542
RC3H2	0.500550259	0.920048067	0.009196404	0.496470588
TRIM37	0.043356034	0.665384615	0.046036502	0.814065511
VRK2	0.406140016	0.901087876	0.010525742	0.526430518
KIF3A	0.017651866	0.586956522	0.088482702	0.907443897
KRTAP4-11	0.006870063	0.477651515	0.216823754	0.930786542
TRIM33	0.0048924	0.425592417	0.300479433	0.930786542
USF1	0.177875238	0.801989683	0.017897031	0.616322702
AMER1	0.236289839	0.835021178	0.014949605	0.588841202
SHANK1	0.008983928	0.520189274	0.167496595	0.930786542
PDGFRB	0.005932988	0.451417004	0.245562517	0.930786542
JOSD1	0.60049033	0.938681656	0.008351948	0.474613003
ARAP1	0.02215745	0.617185185	0.07815854	0.897747184
STIP1	0.126771997	0.765931534	0.022615091	0.683855025
REPS1	0.03018796	0.653419811	0.061950422	0.864411557
BSDC1	0.007436666	0.485765125	0.206036502	0.930786542
NTRK1	0.013271588	0.551193059	0.117030782	0.923925864
UBTF	0.21050395	0.821536238	0.016349768	0.607489879
MAP3K13	0.193598475	0.812228571	0.017286843	0.614922481
SYT6	0.074154181	0.722068966	0.033271588	0.753020962
ATP6V0A1	0.099286298	0.734246575	0.02713702	0.713239437
ZMYM3	0.053707437	0.693200549	0.042201035	0.800206612
GINS1	0.485982021	0.916396137	0.009833833	0.512784091
PITX2	0.204750749	0.814874241	0.016627622	0.612770138
PABPC4	0.183159902	0.808343352	0.017897031	0.616322702
LIN7A	0.003323345	0.351912568	0.464461999	0.932939374
HEATR1	0.003323345	0.351912568	0.464461999	0.932939374
NUMA1	0.028564424	0.64648582	0.065540725	0.864411557
MYL2	0.017166984	0.583518519	0.094197766	0.912108981
HNRNPUL2	0.130226096	0.766859159	0.022615091	0.683855025
BZW1	0.383110869	0.888551933	0.0112231	0.532299742
ATP5B	0.010879869	0.534908136	0.141154999	0.930786542
FLNA	0.018599837	0.589637306	0.090324162	0.907443897
PCK1	0.062925633	0.703839122	0.037929719	0.780493274
ATP4A	0.012928357	0.551193059	0.122484337	0.925947282
PPP4R4	0.36184146	0.88601921	0.01194225	0.548
RAB34	0.394175974	0.897655087	0.0112231	0.532299742
BUB1B	0.02092073	0.612440191	0.08305094	0.902011834
OPRM1	0.003061836	0.342682927	0.510721874	0.934650967
ERBB2IP	0.066423318	0.712565751	0.036529556	0.770689655
EIF4G1	0.013271588	0.551193059	0.119498774	0.923925864
APEH	0.36184146	0.88601921	0.01194225	0.548
TADA2B	0.457455734	0.910299219	0.010384092	0.526430518
ZFHX3	0.418191229	0.903472222	0.010977935	0.528871391
CLEC2B	0.457455734	0.910299219	0.010160719	0.523876404
EIF3A	0.016333424	0.579883946	0.102882048	0.914036786
COPS2	0.204750749	0.814874241	0.017286843	0.614922481
PXMP2	0.58233179	0.934572003	0.009011169	0.492261905
FBLN2	0.009201852	0.522190202	0.17643149	0.930786542
ADAL	0.805290112	0.980179045	0.007093435	0.42970297
SHISA4	0.638670662	0.953926276	0.008515391	0.479447853
DSP	0.008090439	0.5	0.195505312	0.930786542
NXF5	0.678539907	0.958193568	0.008155816	0.46635514
N6AMT1	0.004151457	0.382914573	0.379449741	0.930786542
NEDD4L	0.052388995	0.693200549	0.043748297	0.807035176
HIST1H2BI	0.003410515	0.351912568	0.464461999	0.932939374
TRIO	0.014257695	0.554244306	0.114415691	0.923925864
SMARCC1	0.006684827	0.473745174	0.239515118	0.930786542
STXBP5L	0.006472351	0.471428571	0.245562517	0.930786542
SNAP23	0.331980387	0.870127088	0.012759466	0.562180974
STAT6	0.03174067	0.657562077	0.063247072	0.864411557
WDR77	0.216763825	0.821536238	0.016992645	0.612770138
RBL2	0.038142196	0.665384615	0.055347317	0.845174709
AS3MT	0.720828112	0.971474473	0.008008717	0.460815047
LRP2	0.010318714	0.52320442	0.159302642	0.930786542
ANXA6	0.008553528	0.508090615	0.200730046	0.930786542
PDS5B	0.204750749	0.814874241	0.017570144	0.616322702
MAP3K7	0.22961046	0.829625984	0.016349768	0.607489879
COMMD2	0.0940997	0.733967729	0.030449469	0.723027167
BCAT1	0.008553528	0.508090615	0.200730046	0.930786542
PUS7	0.264821575	0.845062587	0.014949605	0.588841202
HYOU1	0.036186325	0.665384615	0.057504767	0.858601728
NFKB2	0.046989921	0.67700157	0.049572324	0.824932004
CARKD	0.008330155	0.504620462	0.206036502	0.930786542
UBE2A	0.430847181	0.905449966	0.010977935	0.528871391
ZG16B	0.485982021	0.916396137	0.010384092	0.526430518
FTSJ3	0.406140016	0.901087876	0.011473713	0.538618926
TAF4	0.013549442	0.551193059	0.125192046	0.928444444
DDX54	0.005932988	0.451417004	0.277847998	0.930786542
DUS3L	0.07202942	0.720490463	0.036529556	0.770689655
MAPK8IP2	0.008787796	0.512063492	0.195505312	0.930786542
SAFB	0.193598475	0.812228571	0.018616181	0.624680073
NDUFS1	0.223187142	0.829625984	0.016992645	0.612770138
DHX57	0.030928902	0.657562077	0.066826478	0.864411557
AKT2	0.052388995	0.693200549	0.046036502	0.814065511
IKBKAP	0.004957777	0.427230047	0.341340234	0.930786542
ALB	0.110798148	0.755460624	0.027589213	0.713239437
TFAM	0.720828112	0.971474473	0.008351948	0.474613003
PPP1R13B	0.084271316	0.723818437	0.033271588	0.753020962
ABL2	0.014257695	0.554244306	0.122484337	0.925947282
PLD3	0.564728957	0.931237086	0.009664941	0.506857143
ANXA2	0.029430673	0.653204353	0.069376192	0.878206897
MDN1	0.009871969	0.522190202	0.180762735	0.930786542
STK24	0.193598475	0.812228571	0.018981204	0.6323049
SEPT2	0.296366113	0.859483554	0.014709888	0.584415584
PRKCB	0.004075184	0.379695431	0.437624625	0.930786542
CD1D	0.372105693	0.886207344	0.012759466	0.562180974
LRPPRC	0.054987742	0.693200549	0.045273767	0.813111546
PTK2B	0.009452465	0.522190202	0.190324162	0.930786542
SNW1	0.107758104	0.750341426	0.028629801	0.713994565
BCR	0.041198583	0.665384615	0.055347317	0.845174709
HNRNPA3	0.28828657	0.855675938	0.015200218	0.596153846
FAM209A	0.084271316	0.723818437	0.03389812	0.758780488
GATAD2B	0.027104331	0.639460154	0.076665759	0.897747184
GSE1	0.10469082	0.743941154	0.029855625	0.722002635
IFT43	0.471255789	0.912244252	0.0112231	0.532299742
HELLS	0.272318169	0.847042874	0.015794062	0.600207039
HIST1H1E	0.006074639	0.451417004	0.300479433	0.930786542
HDLBP	0.02385726	0.62467903	0.084712612	0.903486345
KRT19	0.243154454	0.83704051	0.016992645	0.612770138
ANKFY1	0.003323345	0.351912568	0.564211387	0.934919202
FOXP4	0.041198583	0.665384615	0.057504767	0.858601728
FBRSL1	0.418191229	0.903472222	0.012307273	0.555036855
PPARG	0.017166984	0.583518519	0.109828385	0.919662409
RBM26	0.60049033	0.938681656	0.009833833	0.512784091
POLD1	0.00448924	0.4	0.413440479	0.930786542
TKT	0.020343231	0.6091354	0.098490874	0.912108981
IFT57	0.009871969	0.522190202	0.185301008	0.930786542
ID3	0.28828657	0.855675938	0.015499864	0.596436059
GUSB	0.086902751	0.729355281	0.034611822	0.7617506
KPNA6	0.172912013	0.795438596	0.021792427	0.672268908
TRIM13	0.531609916	0.927449862	0.010525742	0.526430518
HIPK3	0.02215745	0.617185185	0.092231	0.910650888
KIF1A	0.01257423	0.546919431	0.148155816	0.930786542
PDS5A	0.049550531	0.684349135	0.050394988	0.828853047
KCNIP4	0.084271316	0.723818437	0.035859439	0.767132867
NCOA3	0.107758104	0.750341426	0.029855625	0.722002635
OTX2	0.107758104	0.750341426	0.029855625	0.722002635
SETDB1	0.044570962	0.666205212	0.054426587	0.841617523
MZB1	0.902789431	0.980384111	0.007529284	0.442948718
SEC13	0.204750749	0.814874241	0.019792972	0.640740741
KPNB1	0.058142196	0.697766433	0.046036502	0.814065511
RMDN3	0.216763825	0.821536238	0.018616181	0.624680073
RBBP7	0.058142196	0.697766433	0.046036502	0.814065511
CTNNA1	0.123317897	0.764179608	0.027589213	0.713239437
NR1D2	0.394175974	0.897655087	0.012982838	0.562180974
SIKE1	0.457455734	0.910299219	0.012100245	0.552487562
MATN3	0.003410515	0.351912568	0.604990466	0.937424468
MSANTD3	0.741242168	0.971474473	0.009011169	0.492261905
CCDC47	0.515587034	0.922108545	0.0112231	0.532299742
SLC44A1	0.038142196	0.665384615	0.063247072	0.864411557
C1R	0.515587034	0.922108545	0.010977935	0.528871391
UBA6	0.12011441	0.761554404	0.02808499	0.71398892
AHCYL2	0.167769	0.791823091	0.022941978	0.685830619
