Gene	GeneID	Gene_type	DORGE-TSG_score	Drug_Name	Cell_Line	Time	Dose	p-value	q-value	Fold_Change	Specificity
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	thioridazine	MCF7	6h	10.0μM	4.34762E-5	3.8605E-4	0.282593	4.428697962798937E-4
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	LY-294002	PC3	6h	10.0μM	5.41333E-5	5.86649E-4	0.373938	4.699248120300752E-4
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	cloperastine	MCF7	6h	11.0μM	2.97461E-4	0.0203013	0.451212	0.01
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	thioridazine	HL60	6h	10.0μM	3.83577E-4	0.00529206	0.451935	7.993605115907274E-4
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	thioridazine	PC3	6h	10.0μM	9.97536E-4	0.0156696	0.449946	0.001420454545454545
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	tanespimycin	HL60	6h	1.0μM	0.00125723	0.00563038	0.191713	5.01002004008016E-4
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	ionomycin	MCF7	6h	2.0μM	0.00257343	0.0174474	0.47348	4.340277777777778E-4
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	amiodarone	MCF7	6h	5.8μM	0.00342588	0.131882	0.318184	0.02857142857142857
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	pempidine	MCF7	6h	13.0μM	0.00405298	0.309925	0.381871	0.5
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	wortmannin	HL60	6h	0.01μM	0.0049841	0.187418	0.262456	0.01136363636363636
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	trichostatinA	PC3	6h	1.0μM	0.00622499	0.0131687	0.176305	2.996703626011388E-4
PSMA2	5683	Novel DORGE-TSG	0.773184007685773	fluphenazine	HL60	6h	10.0μM	0.00844422	0.580412	0.277072	0.5
HUWE1	10075	Novel DORGE-TSG	0.831953930775164	trichostatinA	MCF7	6h	0.1μM	2.02109E-31	5.98106E-31	0.208097	2.373605506764776E-4
HUWE1	10075	Novel DORGE-TSG	0.831953930775164	trichostatinA	PC3	6h	0.1μM	1.43221E-8	3.45946E-8	0.145132	2.787068004459309E-4
HUWE1	10075	Novel DORGE-TSG	0.831953930775164	trichostatinA	MCF7	6h	1.0μM	2.86433E-8	7.48953E-8	0.18229	2.809778027535825E-4
HUWE1	10075	Novel DORGE-TSG	0.831953930775164	trichostatinA	HL60	6h	1.0μM	5.22082E-4	0.00172883	0.353364	4.340277777777778E-4
HUWE1	10075	Novel DORGE-TSG	0.831953930775164	trichostatinA	PC3	6h	1.0μM	0.00154178	0.00354879	0.126029	2.996703626011388E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.975901	2.373605506764776E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	trichostatinA	PC3	6h	0.1μM	3.95843E-40	2.63634E-39	0.69836	2.787068004459309E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	trichostatinA	MCF7	6h	1.0μM	2.02575E-35	5.66344E-34	0.740244	2.809778027535825E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	trichostatinA	HL60	6h	0.1μM	1.74131E-29	7.14971E-28	0.588853	4.476275738585497E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	LY-294002	MCF7	6h	10.0μM	4.10178E-19	1.21212E-17	0.451537	3.629764065335753E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	fulvestrant	MCF7	6h	1.0μM	2.42659E-14	1.60581E-12	0.454344	6.825938566552901E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	trichostatinA	HL60	6h	1.0μM	1.62184E-11	4.00343E-10	0.993167	4.340277777777778E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	tanespimycin	MCF7	6h	1.0μM	3.97017E-11	2.62449E-10	0.243554	2.959455460195324E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	thioridazine	MCF7	6h	10.0μM	2.94963E-10	1.11539E-8	0.418814	4.428697962798937E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	helveticoside	MCF7	6h	7.4μM	8.0163E-10	1.41062E-8	0.961568	3.834355828220859E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	geldanamycin	MCF7	6h	1.0μM	2.43769E-9	3.08204E-8	0.354641	3.961965134706815E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	LY-294002	PC3	6h	10.0μM	1.87942E-8	7.71679E-7	0.567766	4.699248120300752E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	digoxigenin	MCF7	6h	10.2μM	2.39872E-8	3.90098E-7	0.823052	4.154549231408392E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	lanatosideC	MCF7	6h	4.0μM	1.13768E-7	9.53763E-7	0.716238	3.498950314905528E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	valproicacid	HL60	6h	200.0μM	5.10245E-7	5.28996E-4	0.59283	0.002352941176470588
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	trichostatinA	PC3	6h	1.0μM	6.24471E-7	2.12967E-6	0.399935	2.996703626011388E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	fluphenazine	MCF7	6h	10.0μM	4.38483E-6	1.56404E-4	0.320115	7.541478129713424E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	thioridazine	HL60	6h	10.0μM	6.22318E-6	2.36766E-4	0.584741	7.993605115907274E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	genistein	HL60	6h	10.0μM	1.64136E-5	0.00162323	0.468493	0.001808318264014466
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	valproicacid	HL60	6h	1000.0μM	3.42604E-5	0.00655743	0.547451	0.002985074626865672
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	valproicacid	HL60	6h	500.0μM	4.58212E-5	0.00128392	0.480828	6.596306068601583E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	fulvestrant	MCF7	6h	0.01μM	7.4637E-5	0.00162905	0.300869	0.001269035532994924
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	methotrexate	MCF7	6h	8.8μM	1.80356E-4	0.00268078	0.427341	8.143322475570033E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	prochlorperazine	MCF7	6h	10.0μM	1.81251E-4	0.00269407	0.240302	8.103727714748784E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	trifluoperazine	MCF7	6h	10.0μM	2.06951E-4	0.00246853	0.249566	5.824111822947001E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	wortmannin	MCF7	6h	0.01μM	3.07061E-4	0.00321291	0.226034	7.390983000739098E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	AG-013608	PC3	6h	10.0μM	5.02738E-4	0.0687315	0.560458	0.04347826086956522
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	LY-294002	HL60	6h	10.0μM	6.96844E-4	0.00479769	0.192707	6.345177664974619E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	clofazimine	MCF7	6h	8.4μM	0.00103114	0.0445429	0.34061	0.006535947712418301
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	pramocaine	MCF7	6h	12.2μM	0.00153446	0.804108	0.336134	0.0
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	sirolimus	PC3	6h	0.1μM	0.00202119	0.0205775	0.359338	6.915629322268327E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	thioridazine	PC3	6h	10.0μM	0.0021506	0.0267022	0.439324	0.001420454545454545
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	amiodarone	MCF7	6h	5.8μM	0.00476718	0.153649	0.231607	0.02857142857142857
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	tretinoin	HL60	6h	1.0μM	0.00862146	0.047481	0.223492	9.216589861751152E-4
SRSF7	6432	Novel DORGE-TSG	0.92577175254811	valproicacid	MCF7	6h	1000.0μM	0.0089938	0.0843194	0.18153	0.002267573696145125
DDX54	79039	Novel DORGE-TSG	0.631769334767255	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.68415	2.373605506764776E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	trichostatinA	PC3	6h	0.1μM	3.42057E-42	2.44611E-41	0.751937	2.787068004459309E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	trichostatinA	HL60	6h	0.1μM	6.67675E-24	1.56727E-22	0.573237	4.476275738585497E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	trichostatinA	MCF7	6h	1.0μM	1.93402E-17	8.22884E-17	0.515475	2.809778027535825E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	trichostatinA	PC3	6h	1.0μM	2.03492E-10	1.03884E-9	0.60052	2.996703626011388E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	lanatosideC	MCF7	6h	4.0μM	1.04056E-4	4.57119E-4	0.53502	3.498950314905528E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	helveticoside	MCF7	6h	7.4μM	4.07655E-4	0.00168773	0.509662	3.834355828220859E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	tanespimycin	HL60	6h	1.0μM	7.81619E-4	0.0037002	0.306913	5.01002004008016E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	thioridazine	HL60	6h	10.0μM	0.00194565	0.0178641	0.526357	7.993605115907274E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	valproicacid	HL60	6h	500.0μM	0.0019973	0.016445	0.558694	6.596306068601583E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	LY-294002	HL60	6h	10.0μM	0.00231717	0.0129519	0.305463	6.345177664974619E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00239359	0.011267	0.233891	5.040322580645161E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	digoxigenin	MCF7	6h	10.2μM	0.00295596	0.0109908	0.387167	4.154549231408392E-4
DDX54	79039	Novel DORGE-TSG	0.631769334767255	trichostatinA	HL60	6h	1.0μM	0.00337005	0.00952881	0.49461	4.340277777777778E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	thioridazine	MCF7	6h	10.0μM	1.71728E-12	1.25675E-10	0.737973	4.428697962798937E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	tretinoin	MCF7	6h	1.0μM	2.92997E-9	8.43791E-8	0.434773	7.462686567164179E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	tanespimycin	MCF7	6h	1.0μM	7.48951E-7	3.12151E-6	0.226836	2.959455460195324E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	fluphenazine	MCF7	6h	10.0μM	9.39124E-7	4.56405E-5	0.435387	7.541478129713424E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	trifluoperazine	MCF7	6h	10.0μM	1.17371E-6	3.74412E-5	0.453846	5.824111822947001E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	sirolimus	MCF7	6h	0.1μM	1.88275E-6	1.78396E-5	0.295312	4.199916001679967E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	prochlorperazine	MCF7	6h	10.0μM	1.40524E-5	3.46876E-4	0.424617	8.103727714748784E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	diethylstilbestrol	MCF7	6h	15.0μM	1.68816E-5	0.00333371	0.608962	0.02564102564102564
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	sirolimus	PC3	6h	0.1μM	2.16761E-5	7.77152E-4	0.667449	6.915629322268327E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	geldanamycin	MCF7	6h	1.0μM	8.13931E-5	4.39883E-4	0.258987	3.961965134706815E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	rottlerin	MCF7	6h	10.0μM	1.05888E-4	0.00493391	0.580266	0.001055966209081309
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	ionomycin	MCF7	6h	2.0μM	1.56103E-4	0.00302731	0.579421	4.340277777777778E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	lycorine	MCF7	6h	12.4μM	0.00150352	0.0113917	0.532794	6.381620931716656E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	methotrexate	MCF7	6h	8.8μM	0.0020277	0.0174865	0.361567	8.143322475570033E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	gossypol	MCF7	6h	7.8μM	0.00260415	0.0238925	0.495081	8.620689655172414E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	wortmannin	MCF7	6h	0.01μM	0.00289581	0.0197732	0.245592	7.390983000739098E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	LY-294002	PC3	6h	10.0μM	0.0045283	0.0226433	0.297034	4.699248120300752E-4
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	acacetin	MCF7	6h	14.0μM	0.00462425	0.105183	0.541212	0.00425531914893617
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	PF-00562151-00	PC3	6h	10.0μM	0.00709879	0.325457	0.398047	0.2
TRAM2	9697	Novel DORGE-TSG	0.68939188576718	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00820446	0.0323523	0.206285	5.040322580645161E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	trichostatinA	MCF7	6h	0.1μM	2.7256E-28	7.70138E-28	0.608791	2.373605506764776E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	trichostatinA	MCF7	6h	1.0μM	9.85335E-11	2.95886E-10	0.549763	2.809778027535825E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	tanespimycin	HL60	6h	1.0μM	3.50756E-10	8.97893E-9	0.940881	5.01002004008016E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	LY-294002	HL60	6h	10.0μM	1.852E-8	1.07195E-6	0.632421	6.345177664974619E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	trichostatinA	HL60	6h	0.1μM	2.79259E-7	1.27262E-6	0.44963	4.476275738585497E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	tanespimycin	MCF7	6h	1.0μM	5.50448E-7	2.32928E-6	0.360712	2.959455460195324E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	trichostatinA	PC3	6h	0.1μM	3.00379E-5	6.2211E-5	0.316459	2.787068004459309E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	geldanamycin	MCF7	6h	1.0μM	4.21658E-5	2.43201E-4	0.460624	3.961965134706815E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	15-deltaprostaglandinJ2	HL60	6h	10.0μM	7.44574E-5	7.91024E-4	0.770535	6.729475100942127E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	tretinoin	HL60	6h	1.0μM	7.67841E-5	0.00105994	0.559707	9.216589861751152E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	geldanamycin	HL60	6h	1.0μM	9.52218E-5	0.00158376	0.615223	7.501875468867217E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	fulvestrant	MCF7	6h	1.0μM	4.43826E-4	0.00325568	0.343781	6.825938566552901E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	fulvestrant	MCF7	6h	0.01μM	7.99011E-4	0.0118425	0.43012	0.001269035532994924
USP36	57602	Novel DORGE-TSG	0.638263459610691	fulvestrant	HL60	6h	1.0μM	0.00162671	0.539294	0.486347	0.0
USP36	57602	Novel DORGE-TSG	0.638263459610691	sirolimus	PC3	6h	0.1μM	0.00197361	0.0201922	0.539656	6.915629322268327E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	alvespimycin	HL60	6h	0.1μM	0.00218312	0.0630166	0.52603	0.006622516556291391
USP36	57602	Novel DORGE-TSG	0.638263459610691	tanespimycin	PC3	6h	1.0μM	0.00291495	0.0208779	0.366443	8.123476848090983E-4
USP36	57602	Novel DORGE-TSG	0.638263459610691	pempidine	MCF7	6h	13.0μM	0.00316792	0.304679	0.592351	0.5
USP36	57602	Novel DORGE-TSG	0.638263459610691	alpha-ergocryptine	MCF7	6h	7.0μM	0.00547582	0.21905	0.670906	0.02564102564102564
USP36	57602	Novel DORGE-TSG	0.638263459610691	bepheniumhydroxynaphthoate	MCF7	6h	9.0μM	0.00687958	0.364105	0.567584	0.0
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	sulfamerazine	MCF7	6h	15.2μM	5.39835E-5	0.112447	0.748656	0.0
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	4.02248E-4	0.0534171	0.688181	0.01388888888888889
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	cephaeline	MCF7	6h	6.0μM	0.00137137	0.00351053	0.552042	3.364737550471063E-4
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	bromopride	MCF7	6h	11.6μM	0.0016464	0.750576	0.503661	0.0
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	pirenperone	MCF7	6h	10.2μM	0.00327835	0.15932	0.488508	0.2
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	Prestwick-674	MCF7	6h	14.4μM	0.00380542	0.633975	0.474143	0.3333333333333333
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	metformin	MCF7	6h	10.0μM	0.00508658	0.380467	0.714517	0.0
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	cefalexin	MCF7	6h	11.0μM	0.0061581	0.516927	0.536005	0.0
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	alpha-estradiol	MCF7	6h	0.01μM	0.00681592	0.336496	0.301138	0.04166666666666666
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	metamizolesodium	MCF7	6h	12.0μM	0.0075064	0.785528	0.433383	0.0
ADAM9	8754	Novel DORGE-TSG	0.773577319961754	sulfamethoxypyridazine	MCF7	6h	14.2μM	0.0091001	0.6558	0.429272	0.0
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.557791	2.373605506764776E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	trichostatinA	MCF7	6h	1.0μM	7.2663E-24	4.71079E-23	0.492989	2.809778027535825E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	LY-294002	MCF7	6h	10.0μM	5.81231E-18	1.39866E-16	0.419522	3.629764065335753E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	trichostatinA	PC3	6h	0.1μM	6.07122E-14	1.80139E-13	0.281239	2.787068004459309E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	trichostatinA	HL60	6h	1.0μM	3.3011E-8	2.8265E-7	0.728847	4.340277777777778E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	trichostatinA	HL60	6h	0.1μM	1.08995E-7	5.20939E-7	0.226876	4.476275738585497E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	LY-294002	HL60	6h	10.0μM	6.76724E-7	1.70622E-5	0.352404	6.345177664974619E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	phenoxybenzamine	MCF7	6h	11.8μM	5.33911E-6	5.13719E-5	0.541208	5.060728744939271E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	trichostatinA	PC3	6h	1.0μM	7.61957E-6	2.30982E-5	0.261088	2.996703626011388E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	trifluoperazine	MCF7	6h	10.0μM	2.10228E-4	0.0024956	0.234422	5.824111822947001E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	15-deltaprostaglandinJ2	HL60	6h	10.0μM	2.41761E-4	0.00206152	0.376742	6.729475100942127E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	thioridazine	MCF7	6h	10.0μM	2.4645E-4	0.00171993	0.221883	4.428697962798937E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	2.47224E-4	0.00155261	0.232831	5.040322580645161E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	cloperastine	MCF7	6h	11.0μM	5.34938E-4	0.0302508	0.371845	0.01
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	valproicacid	HL60	6h	1000.0μM	6.59741E-4	0.0237221	0.29022	0.002985074626865672
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	tanespimycin	HL60	6h	1.0μM	6.9512E-4	0.00333513	0.170545	5.01002004008016E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	fluphenazine	MCF7	6h	10.0μM	8.85141E-4	0.0101963	0.210279	7.541478129713424E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.00117583	0.0248361	0.334556	0.001626016260162602
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	cephaeline	MCF7	6h	6.0μM	0.00125784	0.00324934	0.321868	3.364737550471063E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	prochlorperazine	MCF7	6h	10.0μM	0.00172518	0.0158515	0.193835	8.103727714748784E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	fulvestrant	MCF7	6h	1.0μM	0.00223957	0.0127692	0.143413	6.825938566552901E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	genistein	HL60	6h	10.0μM	0.0029424	0.0434756	0.290269	0.001808318264014466
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	acacetin	MCF7	6h	14.0μM	0.00411543	0.0986514	0.302733	0.00425531914893617
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	geldanamycin	HL60	6h	1.0μM	0.00428497	0.0307259	0.271024	7.501875468867217E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	sirolimus	MCF7	6h	0.1μM	0.00636472	0.0232687	0.108411	4.199916001679967E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	meclozine	MCF7	6h	8.6μM	0.00744912	0.172258	0.247261	0.01408450704225352
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	tretinoin	HL60	6h	1.0μM	0.00997712	0.053045	0.223634	9.216589861751152E-4
HNRNPD	3184	Novel DORGE-TSG	0.950247102381077	amiodarone	MCF7	6h	5.8μM	0.00999043	0.200333	0.252454	0.02857142857142857
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	tretinoin	MCF7	6h	1.0μM	1.88514E-11	7.54115E-10	0.688354	7.462686567164179E-4
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	lanatosideC	MCF7	6h	4.0μM	5.41265E-5	2.53726E-4	0.788471	3.498950314905528E-4
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	helveticoside	MCF7	6h	7.4μM	5.76636E-5	2.89973E-4	0.914992	3.834355828220859E-4
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	phenoxybenzamine	MCF7	6h	11.8μM	2.09628E-4	0.00127655	0.581645	5.060728744939271E-4
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	digoxigenin	MCF7	6h	10.2μM	4.05703E-4	0.00194503	0.73236	4.154549231408392E-4
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	5.61434E-4	0.0572525	0.729975	0.01388888888888889
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	pirenperone	MCF7	6h	10.2μM	0.00151016	0.121948	0.450446	0.2
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	flurbiprofen	MCF7	6h	16.4μM	0.00278683	0.515018	0.463891	0.0
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	rosiglitazone	MCF7	6h	10.0μM	0.00414736	0.999933	0.342724	0.0
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	fulvestrant	MCF7	6h	1.0μM	0.00590294	0.0284866	0.239202	6.825938566552901E-4
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	dipyridamole	MCF7	6h	8.0μM	0.00787433	0.184574	0.463312	0.02857142857142857
CRIM1	51232	Novel DORGE-TSG	0.958438882878273	cotinine	MCF7	6h	22.6μM	0.00918091	0.541904	0.46422	0.25
NUP210	23225	Novel DORGE-TSG	0.641680490675096	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	0.657202	2.373605506764776E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	trichostatinA	MCF7	6h	1.0μM	7.6066E-22	4.30153E-21	0.65687	2.809778027535825E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	trichostatinA	HL60	6h	0.1μM	1.64249E-12	1.27157E-11	0.322517	4.476275738585497E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	cephaeline	MCF7	6h	6.0μM	4.9565E-11	6.28582E-10	1.06914	3.364737550471063E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	thioridazine	HL60	6h	10.0μM	1.03554E-7	1.38068E-5	0.962457	7.993605115907274E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	trichostatinA	HL60	6h	1.0μM	2.77199E-7	1.88244E-6	0.933972	4.340277777777778E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	15-deltaprostaglandinJ2	HL60	6h	10.0μM	7.74453E-6	1.28757E-4	0.739832	6.729475100942127E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	prochlorperazine	HL60	6h	10.0μM	9.35701E-4	0.0404203	0.471626	0.00980392156862745
NUP210	23225	Novel DORGE-TSG	0.641680490675096	trifluoperazine	HL60	6h	10.0μM	9.49735E-4	0.0459753	0.475633	0.007407407407407408
NUP210	23225	Novel DORGE-TSG	0.641680490675096	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00101927	0.00538688	0.27908	5.040322580645161E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	valproicacid	HL60	6h	500.0μM	0.00169907	0.0146997	0.490959	6.596306068601583E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	geldanamycin	MCF7	6h	1.0μM	0.00173707	0.00687371	0.211056	3.961965134706815E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	tanespimycin	MCF7	6h	1.0μM	0.00239297	0.00635588	0.121006	2.959455460195324E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	fulvestrant	MCF7	6h	0.01μM	0.00252704	0.0295487	0.27551	0.001269035532994924
NUP210	23225	Novel DORGE-TSG	0.641680490675096	fulvestrant	MCF7	6h	1.0μM	0.00341359	0.0181878	0.193408	6.825938566552901E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	thioridazine	MCF7	6h	10.0μM	0.00464713	0.0202221	0.2672	4.428697962798937E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	ionomycin	MCF7	6h	2.0μM	0.00745427	0.0367726	0.46262	4.340277777777778E-4
NUP210	23225	Novel DORGE-TSG	0.641680490675096	helveticoside	MCF7	6h	7.4μM	0.00948491	0.0272082	0.302298	3.834355828220859E-4
LONP1	9361	Novel DORGE-TSG	0.805284379726125	trichostatinA	MCF7	6h	0.1μM	9.42811E-31	2.76249E-30	0.398557	2.373605506764776E-4
LONP1	9361	Novel DORGE-TSG	0.805284379726125	trichostatinA	HL60	6h	0.1μM	3.02075E-25	8.11687E-24	0.598943	4.476275738585497E-4
LONP1	9361	Novel DORGE-TSG	0.805284379726125	trichostatinA	PC3	6h	0.1μM	1.82588E-17	6.05431E-17	0.523205	2.787068004459309E-4
